,lat_northernrockies,lon_northernrockies
2126,44.28125,-110.28125
2127,44.28125,-110.21875
2128,44.28125,-110.15625
2129,44.28125,-110.09375
2130,44.28125,-110.03125
2131,44.28125,-109.96875
2132,44.28125,-109.90625
2133,44.28125,-109.84375
2134,44.28125,-109.78125
2135,44.28125,-109.71875
2136,44.28125,-109.65625
2137,44.28125,-109.59375
2138,44.28125,-109.40625
2139,44.28125,-109.34375
2140,44.28125,-109.28125
2141,44.28125,-109.21875
2142,44.28125,-109.15625
2143,44.34375,-116.71875
2144,44.34375,-116.65625
2145,44.34375,-116.59375
2146,44.34375,-116.53125
2147,44.34375,-116.46875
2148,44.34375,-116.40625
2149,44.34375,-116.34375
2150,44.34375,-116.28125
2151,44.34375,-116.21875
2152,44.34375,-116.15625
2153,44.34375,-116.09375
2154,44.34375,-116.03125
2155,44.34375,-115.96875
2156,44.34375,-115.90625
2157,44.34375,-115.84375
2158,44.34375,-115.78125
2159,44.34375,-115.71875
2160,44.34375,-115.65625
2161,44.34375,-115.59375
2162,44.34375,-115.53125
2163,44.34375,-115.46875
2164,44.34375,-115.40625
2165,44.34375,-115.34375
2166,44.34375,-115.28125
2167,44.34375,-115.21875
2168,44.34375,-115.15625
2169,44.34375,-115.09375
2170,44.34375,-115.03125
2171,44.34375,-114.96875
2172,44.34375,-114.90625
2173,44.34375,-114.84375
2174,44.34375,-114.78125
2175,44.34375,-114.71875
2176,44.34375,-114.65625
2177,44.34375,-114.59375
2178,44.34375,-114.53125
2179,44.34375,-114.46875
2180,44.34375,-114.40625
2181,44.34375,-114.34375
2182,44.34375,-114.21875
2183,44.34375,-114.15625
2184,44.34375,-114.03125
2185,44.34375,-113.96875
2186,44.34375,-113.90625
2187,44.34375,-113.84375
2188,44.34375,-113.78125
2189,44.34375,-113.53125
2190,44.34375,-113.46875
2191,44.34375,-113.40625
2192,44.34375,-113.34375
2193,44.34375,-113.28125
2194,44.34375,-113.21875
2195,44.34375,-113.15625
2196,44.34375,-112.96875
2197,44.34375,-112.90625
2198,44.34375,-112.84375
2199,44.34375,-112.78125
2200,44.34375,-112.71875
2201,44.34375,-112.65625
2202,44.34375,-112.59375
2203,44.34375,-112.53125
2204,44.34375,-112.46875
2205,44.34375,-112.40625
2206,44.34375,-112.34375
2207,44.34375,-112.28125
2208,44.34375,-112.21875
2209,44.34375,-112.15625
2210,44.34375,-112.09375
2211,44.34375,-112.03125
2212,44.34375,-111.96875
2213,44.34375,-111.90625
2214,44.34375,-111.84375
2215,44.34375,-111.78125
2216,44.34375,-111.71875
2217,44.34375,-111.65625
2218,44.34375,-111.59375
2219,44.34375,-111.53125
2220,44.34375,-111.46875
2221,44.34375,-111.40625
2222,44.34375,-111.34375
2223,44.34375,-111.28125
2224,44.34375,-111.21875
2225,44.34375,-111.15625
2226,44.34375,-111.09375
2227,44.34375,-111.03125
2228,44.34375,-110.96875
2229,44.34375,-110.90625
2230,44.34375,-110.84375
2231,44.34375,-110.78125
2232,44.34375,-110.71875
2233,44.34375,-110.65625
2234,44.34375,-110.59375
2235,44.34375,-110.53125
2236,44.34375,-110.46875
2237,44.34375,-110.40625
2238,44.34375,-110.34375
2239,44.34375,-110.28125
2240,44.34375,-110.21875
2241,44.34375,-110.15625
2242,44.34375,-110.09375
2243,44.34375,-110.03125
2244,44.34375,-109.96875
2245,44.34375,-109.90625
2246,44.34375,-109.84375
2247,44.34375,-109.78125
2248,44.34375,-109.71875
2249,44.34375,-109.65625
2250,44.34375,-109.59375
2251,44.34375,-109.53125
2252,44.34375,-109.46875
2253,44.34375,-109.21875
2254,44.34375,-109.15625
2255,44.40625,-116.96875
2256,44.40625,-116.71875
2257,44.40625,-116.65625
2258,44.40625,-116.59375
2259,44.40625,-116.53125
2260,44.40625,-116.40625
2261,44.40625,-116.34375
2262,44.40625,-116.28125
2263,44.40625,-116.21875
2264,44.40625,-116.15625
2265,44.40625,-116.09375
2266,44.40625,-116.03125
2267,44.40625,-115.96875
2268,44.40625,-115.90625
2269,44.40625,-115.84375
2270,44.40625,-115.78125
2271,44.40625,-115.71875
2272,44.40625,-115.65625
2273,44.40625,-115.59375
2274,44.40625,-115.53125
2275,44.40625,-115.46875
2276,44.40625,-115.40625
2277,44.40625,-115.34375
2278,44.40625,-115.28125
2279,44.40625,-115.21875
2280,44.40625,-115.15625
2281,44.40625,-115.09375
2282,44.40625,-115.03125
2283,44.40625,-114.96875
2284,44.40625,-114.90625
2285,44.40625,-114.84375
2286,44.40625,-114.78125
2287,44.40625,-114.71875
2288,44.40625,-114.65625
2289,44.40625,-114.59375
2290,44.40625,-114.53125
2291,44.40625,-114.46875
2292,44.40625,-114.40625
2293,44.40625,-114.34375
2294,44.40625,-114.28125
2295,44.40625,-114.21875
2296,44.40625,-114.03125
2297,44.40625,-113.96875
2298,44.40625,-113.90625
2299,44.40625,-113.84375
2300,44.40625,-113.59375
2301,44.40625,-113.53125
2302,44.40625,-113.46875
2303,44.40625,-113.40625
2304,44.40625,-113.34375
2305,44.40625,-113.28125
2306,44.40625,-113.21875
2307,44.40625,-113.15625
2308,44.40625,-113.09375
2309,44.40625,-113.03125
2310,44.40625,-112.96875
2311,44.40625,-112.90625
2312,44.40625,-112.84375
2313,44.40625,-112.78125
2314,44.40625,-112.71875
2315,44.40625,-112.65625
2316,44.40625,-112.59375
2317,44.40625,-112.53125
2318,44.40625,-112.46875
2319,44.40625,-112.40625
2320,44.40625,-112.34375
2321,44.40625,-112.28125
2322,44.40625,-112.21875
2323,44.40625,-112.15625
2324,44.40625,-112.09375
2325,44.40625,-112.03125
2326,44.40625,-111.96875
2327,44.40625,-111.90625
2328,44.40625,-111.84375
2329,44.40625,-111.78125
2330,44.40625,-111.71875
2331,44.40625,-111.65625
2332,44.40625,-111.59375
2333,44.40625,-111.53125
2334,44.40625,-111.46875
2335,44.40625,-111.40625
2336,44.40625,-111.34375
2337,44.40625,-111.28125
2338,44.40625,-111.21875
2339,44.40625,-111.15625
2340,44.40625,-111.09375
2341,44.40625,-111.03125
2342,44.40625,-110.96875
2343,44.40625,-110.90625
2344,44.40625,-110.84375
2345,44.40625,-110.78125
2346,44.40625,-110.71875
2347,44.40625,-110.65625
2348,44.40625,-110.59375
2349,44.40625,-110.53125
2350,44.40625,-110.46875
2351,44.40625,-110.40625
2352,44.40625,-110.34375
2353,44.40625,-110.28125
2354,44.40625,-110.21875
2355,44.40625,-110.15625
2356,44.40625,-110.09375
2357,44.40625,-110.03125
2358,44.40625,-109.96875
2359,44.40625,-109.90625
2360,44.40625,-109.84375
2361,44.40625,-109.78125
2362,44.40625,-109.71875
2363,44.40625,-109.65625
2364,44.40625,-109.59375
2365,44.40625,-109.53125
2366,44.40625,-109.46875
2367,44.40625,-109.40625
2368,44.46875,-116.96875
2369,44.46875,-116.90625
2370,44.46875,-116.84375
2371,44.46875,-116.59375
2372,44.46875,-116.53125
2373,44.46875,-116.46875
2374,44.46875,-116.40625
2375,44.46875,-116.34375
2376,44.46875,-116.28125
2377,44.46875,-116.21875
2378,44.46875,-116.15625
2379,44.46875,-116.09375
2380,44.46875,-116.03125
2381,44.46875,-115.96875
2382,44.46875,-115.90625
2383,44.46875,-115.84375
2384,44.46875,-115.78125
2385,44.46875,-115.71875
2386,44.46875,-115.65625
2387,44.46875,-115.59375
2388,44.46875,-115.53125
2389,44.46875,-115.46875
2390,44.46875,-115.40625
2391,44.46875,-115.34375
2392,44.46875,-115.28125
2393,44.46875,-115.21875
2394,44.46875,-115.15625
2395,44.46875,-115.09375
2396,44.46875,-115.03125
2397,44.46875,-114.96875
2398,44.46875,-114.90625
2399,44.46875,-114.84375
2400,44.46875,-114.78125
2401,44.46875,-114.71875
2402,44.46875,-114.65625
2403,44.46875,-114.59375
2404,44.46875,-114.53125
2405,44.46875,-114.46875
2406,44.46875,-114.40625
2407,44.46875,-114.34375
2408,44.46875,-114.28125
2409,44.46875,-114.03125
2410,44.46875,-113.96875
2411,44.46875,-113.59375
2412,44.46875,-113.53125
2413,44.46875,-113.46875
2414,44.46875,-113.40625
2415,44.46875,-113.34375
2416,44.46875,-113.28125
2417,44.46875,-113.21875
2418,44.46875,-113.15625
2419,44.46875,-113.09375
2420,44.46875,-113.03125
2421,44.46875,-112.96875
2422,44.46875,-112.90625
2423,44.46875,-112.84375
2424,44.46875,-112.78125
2425,44.46875,-112.71875
2426,44.46875,-112.65625
2427,44.46875,-112.59375
2428,44.46875,-112.53125
2429,44.46875,-112.46875
2430,44.46875,-112.40625
2431,44.46875,-112.34375
2432,44.46875,-112.28125
2433,44.46875,-112.21875
2434,44.46875,-112.15625
2435,44.46875,-112.09375
2436,44.46875,-112.03125
2437,44.46875,-111.96875
2438,44.46875,-111.90625
2439,44.46875,-111.84375
2440,44.46875,-111.78125
2441,44.46875,-111.71875
2442,44.46875,-111.65625
2443,44.46875,-111.59375
2444,44.46875,-111.53125
2445,44.46875,-111.46875
2446,44.46875,-111.40625
2447,44.46875,-111.34375
2448,44.46875,-111.28125
2449,44.46875,-111.21875
2450,44.46875,-111.15625
2451,44.46875,-111.09375
2452,44.46875,-111.03125
2453,44.46875,-110.96875
2454,44.46875,-110.90625
2455,44.46875,-110.84375
2456,44.46875,-110.78125
2457,44.46875,-110.71875
2458,44.46875,-110.65625
2459,44.46875,-110.59375
2460,44.46875,-110.53125
2461,44.46875,-110.46875
2462,44.46875,-110.40625
2463,44.46875,-110.34375
2464,44.46875,-110.28125
2465,44.46875,-110.21875
2466,44.46875,-110.15625
2467,44.46875,-110.09375
2468,44.46875,-110.03125
2469,44.46875,-109.96875
2470,44.46875,-109.90625
2471,44.46875,-109.84375
2472,44.46875,-109.78125
2473,44.46875,-109.71875
2474,44.53125,-116.96875
2475,44.53125,-116.90625
2476,44.53125,-116.84375
2477,44.53125,-116.78125
2478,44.53125,-116.59375
2479,44.53125,-116.53125
2480,44.53125,-116.46875
2481,44.53125,-116.34375
2482,44.53125,-116.28125
2483,44.53125,-116.21875
2484,44.53125,-116.15625
2485,44.53125,-116.09375
2486,44.53125,-116.03125
2487,44.53125,-115.96875
2488,44.53125,-115.90625
2489,44.53125,-115.84375
2490,44.53125,-115.78125
2491,44.53125,-115.71875
2492,44.53125,-115.65625
2493,44.53125,-115.59375
2494,44.53125,-115.53125
2495,44.53125,-115.46875
2496,44.53125,-115.40625
2497,44.53125,-115.34375
2498,44.53125,-115.28125
2499,44.53125,-115.21875
2500,44.53125,-115.15625
2501,44.53125,-115.09375
2502,44.53125,-115.03125
2503,44.53125,-114.96875
2504,44.53125,-114.90625
2505,44.53125,-114.84375
2506,44.53125,-114.78125
2507,44.53125,-114.71875
2508,44.53125,-114.65625
2509,44.53125,-114.59375
2510,44.53125,-114.53125
2511,44.53125,-114.46875
2512,44.53125,-114.40625
2513,44.53125,-114.34375
2514,44.53125,-114.09375
2515,44.53125,-114.03125
2516,44.53125,-113.65625
2517,44.53125,-113.59375
2518,44.53125,-113.53125
2519,44.53125,-113.46875
2520,44.53125,-113.40625
2521,44.53125,-113.34375
2522,44.53125,-113.15625
2523,44.53125,-113.09375
2524,44.53125,-113.03125
2525,44.53125,-112.96875
2526,44.53125,-112.90625
2527,44.53125,-112.84375
2528,44.53125,-112.78125
2529,44.53125,-112.71875
2530,44.53125,-112.65625
2531,44.53125,-112.59375
2532,44.53125,-112.53125
2533,44.53125,-112.46875
2534,44.53125,-112.40625
2535,44.53125,-112.34375
2536,44.53125,-112.28125
2537,44.53125,-112.21875
2538,44.53125,-112.15625
2539,44.53125,-112.09375
2540,44.53125,-112.03125
2541,44.53125,-111.96875
2542,44.53125,-111.90625
2543,44.53125,-111.84375
2544,44.53125,-111.78125
2545,44.53125,-111.71875
2546,44.53125,-111.65625
2547,44.53125,-111.59375
2548,44.53125,-111.53125
2549,44.53125,-111.46875
2550,44.53125,-111.40625
2551,44.53125,-111.34375
2552,44.53125,-111.28125
2553,44.53125,-111.21875
2554,44.53125,-111.15625
2555,44.53125,-111.09375
2556,44.53125,-111.03125
2557,44.53125,-110.96875
2558,44.53125,-110.90625
2559,44.53125,-110.84375
2560,44.53125,-110.78125
2561,44.53125,-110.71875
2562,44.53125,-110.65625
2563,44.53125,-110.59375
2564,44.53125,-110.53125
2565,44.53125,-110.46875
2566,44.53125,-110.40625
2567,44.53125,-110.34375
2568,44.53125,-110.28125
2569,44.53125,-110.21875
2570,44.53125,-110.15625
2571,44.53125,-110.09375
2572,44.53125,-110.03125
2573,44.53125,-109.96875
2574,44.53125,-109.90625
2575,44.53125,-109.84375
2576,44.53125,-109.78125
2577,44.53125,-109.71875
2578,44.53125,-109.65625
2579,44.53125,-109.59375
2580,44.53125,-109.53125
2581,44.53125,-109.46875
2582,44.59375,-116.96875
2583,44.59375,-116.90625
2584,44.59375,-116.84375
2585,44.59375,-116.78125
2586,44.59375,-116.71875
2587,44.59375,-116.53125
2588,44.59375,-116.34375
2589,44.59375,-116.28125
2590,44.59375,-116.21875
2591,44.59375,-116.15625
2592,44.59375,-116.09375
2593,44.59375,-116.03125
2594,44.59375,-115.96875
2595,44.59375,-115.90625
2596,44.59375,-115.84375
2597,44.59375,-115.78125
2598,44.59375,-115.71875
2599,44.59375,-115.65625
2600,44.59375,-115.59375
2601,44.59375,-115.53125
2602,44.59375,-115.46875
2603,44.59375,-115.40625
2604,44.59375,-115.34375
2605,44.59375,-115.28125
2606,44.59375,-115.21875
2607,44.59375,-115.15625
2608,44.59375,-115.09375
2609,44.59375,-115.03125
2610,44.59375,-114.96875
2611,44.59375,-114.90625
2612,44.59375,-114.84375
2613,44.59375,-114.78125
2614,44.59375,-114.71875
2615,44.59375,-114.65625
2616,44.59375,-114.59375
2617,44.59375,-114.53125
2618,44.59375,-114.46875
2619,44.59375,-114.40625
2620,44.59375,-114.34375
2621,44.59375,-114.28125
2622,44.59375,-114.09375
2623,44.59375,-113.71875
2624,44.59375,-113.65625
2625,44.59375,-113.59375
2626,44.59375,-113.53125
2627,44.59375,-113.46875
2628,44.59375,-113.40625
2629,44.59375,-113.15625
2630,44.59375,-113.09375
2631,44.59375,-113.03125
2632,44.59375,-112.96875
2633,44.59375,-112.90625
2634,44.59375,-112.84375
2635,44.59375,-112.78125
2636,44.59375,-112.71875
2637,44.59375,-112.65625
2638,44.59375,-112.59375
2639,44.59375,-112.53125
2640,44.59375,-112.34375
2641,44.59375,-112.28125
2642,44.59375,-112.21875
2643,44.59375,-112.15625
2644,44.59375,-112.09375
2645,44.59375,-112.03125
2646,44.59375,-111.96875
2647,44.59375,-111.90625
2648,44.59375,-111.84375
2649,44.59375,-111.78125
2650,44.59375,-111.71875
2651,44.59375,-111.65625
2652,44.59375,-111.59375
2653,44.59375,-111.53125
2654,44.59375,-111.46875
2655,44.59375,-111.40625
2656,44.59375,-111.34375
2657,44.59375,-111.28125
2658,44.59375,-111.21875
2659,44.59375,-111.15625
2660,44.59375,-111.09375
2661,44.59375,-111.03125
2662,44.59375,-110.96875
2663,44.59375,-110.90625
2664,44.59375,-110.84375
2665,44.59375,-110.78125
2666,44.59375,-110.71875
2667,44.59375,-110.65625
2668,44.59375,-110.59375
2669,44.59375,-110.53125
2670,44.59375,-110.46875
2671,44.59375,-110.40625
2672,44.59375,-110.34375
2673,44.59375,-110.28125
2674,44.59375,-110.21875
2675,44.59375,-110.15625
2676,44.59375,-110.09375
2677,44.59375,-110.03125
2678,44.59375,-109.96875
2679,44.59375,-109.90625
2680,44.59375,-109.84375
2681,44.59375,-109.78125
2682,44.59375,-109.71875
2683,44.59375,-109.65625
2684,44.59375,-109.59375
2685,44.59375,-109.53125
2686,44.59375,-109.46875
2687,44.59375,-109.40625
2688,44.59375,-109.34375
2689,44.59375,-109.28125
2690,44.65625,-116.96875
2691,44.65625,-116.90625
2692,44.65625,-116.84375
2693,44.65625,-116.78125
2694,44.65625,-116.71875
2695,44.65625,-116.65625
2696,44.65625,-116.59375
2697,44.65625,-116.53125
2698,44.65625,-116.46875
2699,44.65625,-116.40625
2700,44.65625,-116.34375
2701,44.65625,-116.28125
2702,44.65625,-116.21875
2703,44.65625,-116.15625
2704,44.65625,-116.09375
2705,44.65625,-116.03125
2706,44.65625,-115.96875
2707,44.65625,-115.90625
2708,44.65625,-115.84375
2709,44.65625,-115.78125
2710,44.65625,-115.71875
2711,44.65625,-115.65625
2712,44.65625,-115.59375
2713,44.65625,-115.53125
2714,44.65625,-115.46875
2715,44.65625,-115.40625
2716,44.65625,-115.34375
2717,44.65625,-115.28125
2718,44.65625,-115.21875
2719,44.65625,-115.15625
2720,44.65625,-115.09375
2721,44.65625,-115.03125
2722,44.65625,-114.96875
2723,44.65625,-114.90625
2724,44.65625,-114.84375
2725,44.65625,-114.78125
2726,44.65625,-114.71875
2727,44.65625,-114.65625
2728,44.65625,-114.59375
2729,44.65625,-114.53125
2730,44.65625,-114.46875
2731,44.65625,-114.40625
2732,44.65625,-114.34375
2733,44.65625,-114.28125
2734,44.65625,-114.21875
2735,44.65625,-113.84375
2736,44.65625,-113.78125
2737,44.65625,-113.71875
2738,44.65625,-113.65625
2739,44.65625,-113.59375
2740,44.65625,-113.53125
2741,44.65625,-113.15625
2742,44.65625,-113.09375
2743,44.65625,-113.03125
2744,44.65625,-112.96875
2745,44.65625,-112.90625
2746,44.65625,-112.84375
2747,44.65625,-112.78125
2748,44.65625,-112.71875
2749,44.65625,-112.40625
2750,44.65625,-112.34375
2751,44.65625,-112.28125
2752,44.65625,-112.21875
2753,44.65625,-112.15625
2754,44.65625,-112.09375
2755,44.65625,-112.03125
2756,44.65625,-111.96875
2757,44.65625,-111.90625
2758,44.65625,-111.84375
2759,44.65625,-111.78125
2760,44.65625,-111.71875
2761,44.65625,-111.65625
2762,44.65625,-111.59375
2763,44.65625,-111.53125
2764,44.65625,-111.46875
2765,44.65625,-111.40625
2766,44.65625,-111.34375
2767,44.65625,-111.28125
2768,44.65625,-111.21875
2769,44.65625,-111.15625
2770,44.65625,-111.09375
2771,44.65625,-111.03125
2772,44.65625,-110.96875
2773,44.65625,-110.90625
2774,44.65625,-110.84375
2775,44.65625,-110.78125
2776,44.65625,-110.71875
2777,44.65625,-110.65625
2778,44.65625,-110.59375
2779,44.65625,-110.53125
2780,44.65625,-110.46875
2781,44.65625,-110.40625
2782,44.65625,-110.34375
2783,44.65625,-110.28125
2784,44.65625,-110.21875
2785,44.65625,-110.15625
2786,44.65625,-110.09375
2787,44.65625,-110.03125
2788,44.65625,-109.96875
2789,44.65625,-109.90625
2790,44.65625,-109.84375
2791,44.65625,-109.78125
2792,44.65625,-109.71875
2793,44.65625,-109.65625
2794,44.65625,-109.59375
2795,44.65625,-109.53125
2796,44.65625,-109.46875
2797,44.65625,-109.40625
2798,44.65625,-109.34375
2799,44.65625,-109.28125
2800,44.71875,-116.96875
2801,44.71875,-116.90625
2802,44.71875,-116.84375
2803,44.71875,-116.78125
2804,44.71875,-116.71875
2805,44.71875,-116.65625
2806,44.71875,-116.59375
2807,44.71875,-116.53125
2808,44.71875,-116.40625
2809,44.71875,-116.34375
2810,44.71875,-116.28125
2811,44.71875,-116.21875
2812,44.71875,-116.15625
2813,44.71875,-116.09375
2814,44.71875,-116.03125
2815,44.71875,-115.96875
2816,44.71875,-115.90625
2817,44.71875,-115.84375
2818,44.71875,-115.78125
2819,44.71875,-115.71875
2820,44.71875,-115.65625
2821,44.71875,-115.59375
2822,44.71875,-115.53125
2823,44.71875,-115.46875
2824,44.71875,-115.40625
2825,44.71875,-115.34375
2826,44.71875,-115.28125
2827,44.71875,-115.21875
2828,44.71875,-115.15625
2829,44.71875,-115.09375
2830,44.71875,-115.03125
2831,44.71875,-114.96875
2832,44.71875,-114.90625
2833,44.71875,-114.84375
2834,44.71875,-114.78125
2835,44.71875,-114.71875
2836,44.71875,-114.65625
2837,44.71875,-114.59375
2838,44.71875,-114.53125
2839,44.71875,-114.46875
2840,44.71875,-114.40625
2841,44.71875,-114.34375
2842,44.71875,-114.28125
2843,44.71875,-114.21875
2844,44.71875,-114.15625
2845,44.71875,-113.96875
2846,44.71875,-113.90625
2847,44.71875,-113.84375
2848,44.71875,-113.78125
2849,44.71875,-113.71875
2850,44.71875,-113.65625
2851,44.71875,-113.59375
2852,44.71875,-113.21875
2853,44.71875,-113.15625
2854,44.71875,-113.09375
2855,44.71875,-112.96875
2856,44.71875,-112.90625
2857,44.71875,-112.84375
2858,44.71875,-112.78125
2859,44.71875,-112.40625
2860,44.71875,-112.34375
2861,44.71875,-112.28125
2862,44.71875,-112.21875
2863,44.71875,-112.15625
2864,44.71875,-112.09375
2865,44.71875,-112.03125
2866,44.71875,-111.96875
2867,44.71875,-111.90625
2868,44.71875,-111.84375
2869,44.71875,-111.78125
2870,44.71875,-111.71875
2871,44.71875,-111.65625
2872,44.71875,-111.59375
2873,44.71875,-111.53125
2874,44.71875,-111.46875
2875,44.71875,-111.40625
2876,44.71875,-111.34375
2877,44.71875,-111.28125
2878,44.71875,-111.21875
2879,44.71875,-111.15625
2880,44.71875,-111.09375
2881,44.71875,-111.03125
2882,44.71875,-110.96875
2883,44.71875,-110.90625
2884,44.71875,-110.84375
2885,44.71875,-110.78125
2886,44.71875,-110.71875
2887,44.71875,-110.65625
2888,44.71875,-110.59375
2889,44.71875,-110.53125
2890,44.71875,-110.46875
2891,44.71875,-110.40625
2892,44.71875,-110.34375
2893,44.71875,-110.28125
2894,44.71875,-110.21875
2895,44.71875,-110.15625
2896,44.71875,-110.09375
2897,44.71875,-110.03125
2898,44.71875,-109.96875
2899,44.71875,-109.90625
2900,44.71875,-109.84375
2901,44.71875,-109.78125
2902,44.71875,-109.71875
2903,44.71875,-109.65625
2904,44.71875,-109.59375
2905,44.71875,-109.53125
2906,44.71875,-109.46875
2907,44.71875,-109.40625
2908,44.71875,-109.34375
2909,44.78125,-116.90625
2910,44.78125,-116.84375
2911,44.78125,-116.78125
2912,44.78125,-116.71875
2913,44.78125,-116.65625
2914,44.78125,-116.59375
2915,44.78125,-116.53125
2916,44.78125,-116.40625
2917,44.78125,-116.34375
2918,44.78125,-116.28125
2919,44.78125,-116.21875
2920,44.78125,-116.15625
2921,44.78125,-116.09375
2922,44.78125,-116.03125
2923,44.78125,-115.96875
2924,44.78125,-115.90625
2925,44.78125,-115.84375
2926,44.78125,-115.78125
2927,44.78125,-115.71875
2928,44.78125,-115.65625
2929,44.78125,-115.59375
2930,44.78125,-115.53125
2931,44.78125,-115.46875
2932,44.78125,-115.40625
2933,44.78125,-115.34375
2934,44.78125,-115.28125
2935,44.78125,-115.21875
2936,44.78125,-115.15625
2937,44.78125,-115.09375
2938,44.78125,-115.03125
2939,44.78125,-114.96875
2940,44.78125,-114.90625
2941,44.78125,-114.84375
2942,44.78125,-114.78125
2943,44.78125,-114.71875
2944,44.78125,-114.65625
2945,44.78125,-114.59375
2946,44.78125,-114.53125
2947,44.78125,-114.46875
2948,44.78125,-114.40625
2949,44.78125,-114.34375
2950,44.78125,-114.28125
2951,44.78125,-114.21875
2952,44.78125,-114.15625
2953,44.78125,-113.90625
2954,44.78125,-113.84375
2955,44.78125,-113.78125
2956,44.78125,-113.71875
2957,44.78125,-113.65625
2958,44.78125,-113.40625
2959,44.78125,-113.34375
2960,44.78125,-113.28125
2961,44.78125,-113.15625
2962,44.78125,-113.09375
2963,44.78125,-112.96875
2964,44.78125,-112.90625
2965,44.78125,-112.84375
2966,44.78125,-112.40625
2967,44.78125,-112.34375
2968,44.78125,-112.28125
2969,44.78125,-112.21875
2970,44.78125,-112.15625
2971,44.78125,-112.09375
2972,44.78125,-112.03125
2973,44.78125,-111.96875
2974,44.78125,-111.90625
2975,44.78125,-111.84375
2976,44.78125,-111.78125
2977,44.78125,-111.71875
2978,44.78125,-111.65625
2979,44.78125,-111.59375
2980,44.78125,-111.53125
2981,44.78125,-111.46875
2982,44.78125,-111.40625
2983,44.78125,-111.34375
2984,44.78125,-111.28125
2985,44.78125,-111.21875
2986,44.78125,-111.15625
2987,44.78125,-111.09375
2988,44.78125,-111.03125
2989,44.78125,-110.96875
2990,44.78125,-110.90625
2991,44.78125,-110.84375
2992,44.78125,-110.78125
2993,44.78125,-110.71875
2994,44.78125,-110.65625
2995,44.78125,-110.59375
2996,44.78125,-110.53125
2997,44.78125,-110.46875
2998,44.78125,-110.40625
2999,44.78125,-110.34375
3000,44.78125,-110.28125
3001,44.78125,-110.21875
3002,44.78125,-110.15625
3003,44.78125,-110.09375
3004,44.78125,-110.03125
3005,44.78125,-109.96875
3006,44.78125,-109.90625
3007,44.78125,-109.84375
3008,44.78125,-109.78125
3009,44.78125,-109.71875
3010,44.78125,-109.65625
3011,44.78125,-109.59375
3012,44.78125,-109.53125
3013,44.78125,-109.46875
3014,44.78125,-109.40625
3015,44.78125,-109.34375
3016,44.84375,-116.84375
3017,44.84375,-116.78125
3018,44.84375,-116.71875
3019,44.84375,-116.65625
3020,44.84375,-116.59375
3021,44.84375,-116.53125
3022,44.84375,-116.46875
3023,44.84375,-116.40625
3024,44.84375,-116.34375
3025,44.84375,-116.28125
3026,44.84375,-116.21875
3027,44.84375,-116.15625
3028,44.84375,-116.09375
3029,44.84375,-116.03125
3030,44.84375,-115.96875
3031,44.84375,-115.90625
3032,44.84375,-115.84375
3033,44.84375,-115.78125
3034,44.84375,-115.71875
3035,44.84375,-115.65625
3036,44.84375,-115.59375
3037,44.84375,-115.53125
3038,44.84375,-115.46875
3039,44.84375,-115.40625
3040,44.84375,-115.34375
3041,44.84375,-115.28125
3042,44.84375,-115.21875
3043,44.84375,-115.15625
3044,44.84375,-115.09375
3045,44.84375,-115.03125
3046,44.84375,-114.96875
3047,44.84375,-114.90625
3048,44.84375,-114.84375
3049,44.84375,-114.78125
3050,44.84375,-114.71875
3051,44.84375,-114.65625
3052,44.84375,-114.59375
3053,44.84375,-114.53125
3054,44.84375,-114.46875
3055,44.84375,-114.40625
3056,44.84375,-114.34375
3057,44.84375,-114.28125
3058,44.84375,-114.21875
3059,44.84375,-114.15625
3060,44.84375,-114.09375
3061,44.84375,-114.03125
3062,44.84375,-113.96875
3063,44.84375,-113.90625
3064,44.84375,-113.84375
3065,44.84375,-113.78125
3066,44.84375,-113.53125
3067,44.84375,-113.46875
3068,44.84375,-113.40625
3069,44.84375,-113.34375
3070,44.84375,-113.28125
3071,44.84375,-113.21875
3072,44.84375,-113.15625
3073,44.84375,-113.09375
3074,44.84375,-112.96875
3075,44.84375,-112.90625
3076,44.84375,-112.84375
3077,44.84375,-112.71875
3078,44.84375,-112.65625
3079,44.84375,-112.46875
3080,44.84375,-112.40625
3081,44.84375,-112.34375
3082,44.84375,-112.28125
3083,44.84375,-112.21875
3084,44.84375,-112.15625
3085,44.84375,-112.09375
3086,44.84375,-112.03125
3087,44.84375,-111.96875
3088,44.84375,-111.90625
3089,44.84375,-111.84375
3090,44.84375,-111.78125
3091,44.84375,-111.71875
3092,44.84375,-111.65625
3093,44.84375,-111.59375
3094,44.84375,-111.53125
3095,44.84375,-111.46875
3096,44.84375,-111.40625
3097,44.84375,-111.34375
3098,44.84375,-111.28125
3099,44.84375,-111.21875
3100,44.84375,-111.15625
3101,44.84375,-111.09375
3102,44.84375,-111.03125
3103,44.84375,-110.96875
3104,44.84375,-110.90625
3105,44.84375,-110.84375
3106,44.84375,-110.78125
3107,44.84375,-110.71875
3108,44.84375,-110.65625
3109,44.84375,-110.59375
3110,44.84375,-110.53125
3111,44.84375,-110.46875
3112,44.84375,-110.40625
3113,44.84375,-110.34375
3114,44.84375,-110.28125
3115,44.84375,-110.21875
3116,44.84375,-110.15625
3117,44.84375,-110.09375
3118,44.84375,-110.03125
3119,44.84375,-109.96875
3120,44.84375,-109.90625
3121,44.84375,-109.84375
3122,44.84375,-109.78125
3123,44.84375,-109.71875
