,lat_southernrockies,lon_southernrockies
159,36.46875,-105.09375
160,36.53125,-106.96875
161,36.53125,-106.90625
162,36.53125,-106.46875
163,36.53125,-106.40625
164,36.53125,-106.34375
165,36.53125,-106.28125
166,36.53125,-106.21875
167,36.53125,-105.53125
168,36.53125,-105.46875
169,36.53125,-105.40625
170,36.53125,-105.34375
171,36.53125,-105.21875
172,36.53125,-105.15625
173,36.53125,-105.09375
174,36.59375,-106.78125
175,36.59375,-106.46875
176,36.59375,-106.40625
177,36.59375,-106.34375
178,36.59375,-106.28125
179,36.59375,-106.21875
180,36.59375,-106.15625
181,36.59375,-106.09375
182,36.59375,-105.59375
183,36.59375,-105.53125
184,36.59375,-105.46875
185,36.59375,-105.40625
186,36.59375,-105.34375
187,36.59375,-105.21875
188,36.59375,-105.15625
189,36.59375,-104.21875
190,36.59375,-104.15625
191,36.65625,-107.03125
192,36.65625,-106.84375
193,36.65625,-106.53125
194,36.65625,-106.46875
195,36.65625,-106.40625
196,36.65625,-106.34375
197,36.65625,-106.28125
198,36.65625,-106.21875
199,36.65625,-106.15625
200,36.65625,-106.09375
201,36.65625,-105.59375
202,36.65625,-105.53125
203,36.65625,-105.46875
204,36.65625,-105.40625
205,36.65625,-105.34375
206,36.65625,-105.21875
207,36.65625,-105.15625
208,36.65625,-104.21875
209,36.65625,-104.15625
210,36.71875,-106.96875
211,36.71875,-106.90625
212,36.71875,-106.84375
213,36.71875,-106.46875
214,36.71875,-106.40625
215,36.71875,-106.34375
216,36.71875,-106.28125
217,36.71875,-106.21875
218,36.71875,-106.15625
219,36.71875,-106.09375
220,36.71875,-105.53125
221,36.71875,-105.46875
222,36.71875,-105.40625
223,36.71875,-105.34375
224,36.71875,-105.28125
225,36.71875,-105.21875
226,36.71875,-105.15625
227,36.71875,-105.03125
228,36.71875,-104.96875
229,36.71875,-104.90625
230,36.71875,-104.15625
231,36.78125,-107.28125
232,36.78125,-107.15625
233,36.78125,-107.09375
234,36.78125,-107.03125
235,36.78125,-106.96875
236,36.78125,-106.90625
237,36.78125,-106.84375
238,36.78125,-106.78125
239,36.78125,-106.71875
240,36.78125,-106.65625
241,36.78125,-106.53125
242,36.78125,-106.46875
243,36.78125,-106.40625
244,36.78125,-106.34375
245,36.78125,-106.28125
246,36.78125,-106.21875
247,36.78125,-106.15625
248,36.78125,-106.09375
249,36.78125,-105.78125
250,36.78125,-105.53125
251,36.78125,-105.46875
252,36.78125,-105.40625
253,36.78125,-105.34375
254,36.78125,-105.28125
255,36.78125,-105.21875
256,36.78125,-105.15625
257,36.78125,-105.03125
258,36.78125,-104.96875
259,36.78125,-104.90625
260,36.84375,-107.15625
261,36.84375,-107.09375
262,36.84375,-107.03125
263,36.84375,-106.96875
264,36.84375,-106.90625
265,36.84375,-106.84375
266,36.84375,-106.78125
267,36.84375,-106.71875
268,36.84375,-106.65625
269,36.84375,-106.59375
270,36.84375,-106.53125
271,36.84375,-106.46875
272,36.84375,-106.40625
273,36.84375,-106.34375
274,36.84375,-106.28125
275,36.84375,-106.21875
276,36.84375,-106.15625
277,36.84375,-106.03125
278,36.84375,-105.53125
279,36.84375,-105.46875
280,36.84375,-105.40625
281,36.84375,-105.34375
282,36.84375,-105.28125
283,36.84375,-105.21875
284,36.84375,-105.15625
285,36.84375,-105.03125
286,36.84375,-104.21875
287,36.84375,-104.15625
288,36.84375,-104.09375
289,36.90625,-107.21875
290,36.90625,-107.15625
291,36.90625,-107.09375
292,36.90625,-107.03125
293,36.90625,-106.96875
294,36.90625,-106.90625
295,36.90625,-106.84375
296,36.90625,-106.78125
297,36.90625,-106.71875
298,36.90625,-106.65625
299,36.90625,-106.59375
300,36.90625,-106.53125
301,36.90625,-106.46875
302,36.90625,-106.40625
303,36.90625,-106.34375
304,36.90625,-106.28125
305,36.90625,-106.21875
306,36.90625,-106.15625
307,36.90625,-106.03125
308,36.90625,-105.53125
309,36.90625,-105.46875
310,36.90625,-105.40625
311,36.90625,-105.34375
312,36.90625,-105.28125
313,36.90625,-105.21875
314,36.90625,-105.15625
315,36.90625,-105.03125
316,36.90625,-104.28125
317,36.90625,-104.21875
318,36.90625,-104.15625
319,36.96875,-107.78125
320,36.96875,-107.65625
321,36.96875,-107.34375
322,36.96875,-107.28125
323,36.96875,-107.15625
324,36.96875,-107.09375
325,36.96875,-107.03125
326,36.96875,-106.96875
327,36.96875,-106.90625
328,36.96875,-106.84375
329,36.96875,-106.78125
330,36.96875,-106.71875
331,36.96875,-106.65625
332,36.96875,-106.59375
333,36.96875,-106.53125
334,36.96875,-106.46875
335,36.96875,-106.40625
336,36.96875,-106.34375
337,36.96875,-106.28125
338,36.96875,-106.21875
339,36.96875,-105.40625
340,36.96875,-105.34375
341,36.96875,-105.28125
342,36.96875,-105.21875
343,36.96875,-105.15625
344,36.96875,-105.03125
345,36.96875,-104.90625
346,36.96875,-104.46875
347,36.96875,-104.40625
348,36.96875,-104.28125
349,36.96875,-104.21875
350,36.96875,-104.15625
351,37.03125,-108.28125
352,37.03125,-107.96875
353,37.03125,-107.84375
354,37.03125,-107.78125
355,37.03125,-107.71875
356,37.03125,-107.65625
357,37.03125,-107.34375
358,37.03125,-107.09375
359,37.03125,-107.03125
360,37.03125,-106.96875
361,37.03125,-106.90625
362,37.03125,-106.84375
363,37.03125,-106.78125
364,37.03125,-106.71875
365,37.03125,-106.65625
366,37.03125,-106.59375
367,37.03125,-106.53125
368,37.03125,-106.46875
369,37.03125,-106.40625
370,37.03125,-106.34375
371,37.03125,-106.28125
372,37.03125,-106.21875
373,37.03125,-105.34375
374,37.03125,-105.28125
375,37.03125,-105.21875
376,37.03125,-105.15625
377,37.03125,-105.09375
378,37.03125,-105.03125
379,37.03125,-104.96875
380,37.03125,-104.46875
381,37.03125,-104.40625
382,37.03125,-104.34375
383,37.03125,-104.28125
384,37.09375,-108.03125
385,37.09375,-107.96875
386,37.09375,-107.78125
387,37.09375,-107.71875
388,37.09375,-107.53125
389,37.09375,-107.46875
390,37.09375,-107.40625
391,37.09375,-107.34375
392,37.09375,-107.28125
393,37.09375,-107.21875
394,37.09375,-107.15625
395,37.09375,-107.09375
396,37.09375,-107.03125
397,37.09375,-106.96875
398,37.09375,-106.90625
399,37.09375,-106.84375
400,37.09375,-106.78125
401,37.09375,-106.71875
402,37.09375,-106.65625
403,37.09375,-106.59375
404,37.09375,-106.53125
405,37.09375,-106.46875
406,37.09375,-106.40625
407,37.09375,-106.34375
408,37.09375,-106.28125
409,37.09375,-106.15625
410,37.09375,-105.28125
411,37.09375,-105.21875
412,37.09375,-105.15625
413,37.09375,-105.09375
414,37.09375,-105.03125
415,37.09375,-104.46875
416,37.09375,-104.40625
417,37.15625,-108.15625
418,37.15625,-108.09375
419,37.15625,-108.03125
420,37.15625,-107.96875
421,37.15625,-107.71875
422,37.15625,-107.53125
423,37.15625,-107.46875
424,37.15625,-107.40625
425,37.15625,-107.34375
426,37.15625,-107.28125
427,37.15625,-107.21875
428,37.15625,-107.15625
429,37.15625,-107.09375
430,37.15625,-107.03125
431,37.15625,-106.96875
432,37.15625,-106.90625
433,37.15625,-106.84375
434,37.15625,-106.78125
435,37.15625,-106.71875
436,37.15625,-106.65625
437,37.15625,-106.59375
438,37.15625,-106.53125
439,37.15625,-106.46875
440,37.15625,-106.40625
441,37.15625,-106.34375
442,37.15625,-106.28125
443,37.15625,-106.21875
444,37.15625,-105.28125
445,37.15625,-105.21875
446,37.15625,-105.15625
447,37.15625,-105.09375
448,37.21875,-108.84375
449,37.21875,-108.78125
450,37.21875,-108.59375
451,37.21875,-108.53125
452,37.21875,-108.46875
453,37.21875,-108.40625
454,37.21875,-108.28125
455,37.21875,-108.21875
456,37.21875,-108.15625
457,37.21875,-108.09375
458,37.21875,-108.03125
459,37.21875,-107.96875
460,37.21875,-107.90625
461,37.21875,-107.84375
462,37.21875,-107.78125
463,37.21875,-107.71875
464,37.21875,-107.65625
465,37.21875,-107.59375
466,37.21875,-107.53125
467,37.21875,-107.46875
468,37.21875,-107.40625
469,37.21875,-107.34375
470,37.21875,-107.28125
471,37.21875,-107.21875
472,37.21875,-107.15625
473,37.21875,-107.09375
474,37.21875,-107.03125
475,37.21875,-106.96875
476,37.21875,-106.90625
477,37.21875,-106.84375
478,37.21875,-106.78125
479,37.21875,-106.71875
480,37.21875,-106.65625
481,37.21875,-106.59375
482,37.21875,-106.53125
483,37.21875,-106.46875
484,37.21875,-106.40625
485,37.21875,-106.34375
486,37.21875,-106.28125
487,37.21875,-105.34375
488,37.21875,-105.28125
489,37.21875,-105.21875
490,37.21875,-105.15625
491,37.21875,-105.09375
492,37.21875,-104.90625
493,37.21875,-104.84375
494,37.28125,-108.84375
495,37.28125,-108.78125
496,37.28125,-108.59375
497,37.28125,-108.53125
498,37.28125,-108.46875
499,37.28125,-108.40625
500,37.28125,-108.34375
501,37.28125,-108.28125
502,37.28125,-108.21875
503,37.28125,-108.15625
504,37.28125,-108.09375
505,37.28125,-108.03125
506,37.28125,-107.96875
507,37.28125,-107.90625
508,37.28125,-107.84375
509,37.28125,-107.78125
510,37.28125,-107.71875
511,37.28125,-107.65625
512,37.28125,-107.59375
513,37.28125,-107.53125
514,37.28125,-107.46875
515,37.28125,-107.40625
516,37.28125,-107.34375
517,37.28125,-107.28125
518,37.28125,-107.21875
519,37.28125,-107.15625
520,37.28125,-107.09375
521,37.28125,-107.03125
522,37.28125,-106.96875
523,37.28125,-106.90625
524,37.28125,-106.84375
525,37.28125,-106.78125
526,37.28125,-106.71875
527,37.28125,-106.65625
528,37.28125,-106.59375
529,37.28125,-106.53125
530,37.28125,-106.46875
531,37.28125,-106.40625
532,37.28125,-106.34375
533,37.28125,-106.28125
534,37.28125,-105.34375
535,37.28125,-105.28125
536,37.28125,-105.21875
537,37.28125,-105.15625
538,37.28125,-105.09375
539,37.28125,-105.03125
540,37.28125,-104.90625
541,37.28125,-104.84375
542,37.28125,-104.78125
543,37.28125,-104.65625
544,37.34375,-108.40625
545,37.34375,-108.28125
546,37.34375,-108.21875
547,37.34375,-108.15625
548,37.34375,-108.09375
549,37.34375,-108.03125
550,37.34375,-107.96875
551,37.34375,-107.90625
552,37.34375,-107.84375
553,37.34375,-107.78125
554,37.34375,-107.71875
555,37.34375,-107.65625
556,37.34375,-107.59375
557,37.34375,-107.53125
558,37.34375,-107.46875
559,37.34375,-107.40625
560,37.34375,-107.34375
561,37.34375,-107.28125
562,37.34375,-107.21875
563,37.34375,-107.15625
564,37.34375,-107.09375
565,37.34375,-107.03125
566,37.34375,-106.96875
567,37.34375,-106.90625
568,37.34375,-106.84375
569,37.34375,-106.78125
570,37.34375,-106.71875
571,37.34375,-106.65625
572,37.34375,-106.59375
573,37.34375,-106.53125
574,37.34375,-106.46875
575,37.34375,-106.40625
576,37.34375,-106.34375
577,37.34375,-106.28125
578,37.34375,-105.28125
579,37.34375,-105.21875
580,37.34375,-105.15625
581,37.34375,-105.09375
582,37.34375,-105.03125
583,37.34375,-104.96875
584,37.34375,-104.90625
585,37.40625,-108.40625
586,37.40625,-108.34375
587,37.40625,-108.28125
588,37.40625,-108.21875
589,37.40625,-108.15625
590,37.40625,-108.09375
591,37.40625,-108.03125
592,37.40625,-107.96875
593,37.40625,-107.90625
594,37.40625,-107.84375
595,37.40625,-107.78125
596,37.40625,-107.71875
597,37.40625,-107.65625
598,37.40625,-107.59375
599,37.40625,-107.53125
600,37.40625,-107.46875
601,37.40625,-107.40625
602,37.40625,-107.34375
603,37.40625,-107.28125
604,37.40625,-107.21875
605,37.40625,-107.15625
606,37.40625,-107.09375
607,37.40625,-107.03125
608,37.40625,-106.96875
609,37.40625,-106.90625
610,37.40625,-106.84375
611,37.40625,-106.78125
612,37.40625,-106.71875
613,37.40625,-106.65625
614,37.40625,-106.59375
615,37.40625,-106.53125
616,37.40625,-106.46875
617,37.40625,-106.40625
618,37.40625,-106.34375
619,37.40625,-106.28125
620,37.40625,-105.21875
621,37.40625,-105.15625
622,37.40625,-105.09375
623,37.40625,-105.03125
624,37.40625,-104.96875
625,37.40625,-104.90625
626,37.40625,-104.78125
627,37.46875,-108.53125
628,37.46875,-108.46875
629,37.46875,-108.40625
630,37.46875,-108.34375
631,37.46875,-108.28125
632,37.46875,-108.21875
633,37.46875,-108.15625
634,37.46875,-108.09375
635,37.46875,-108.03125
636,37.46875,-107.96875
637,37.46875,-107.90625
638,37.46875,-107.84375
639,37.46875,-107.78125
640,37.46875,-107.71875
641,37.46875,-107.65625
642,37.46875,-107.59375
643,37.46875,-107.53125
644,37.46875,-107.46875
645,37.46875,-107.40625
646,37.46875,-107.34375
647,37.46875,-107.28125
648,37.46875,-107.21875
649,37.46875,-107.15625
650,37.46875,-107.09375
651,37.46875,-107.03125
652,37.46875,-106.96875
653,37.46875,-106.90625
654,37.46875,-106.84375
655,37.46875,-106.78125
656,37.46875,-106.71875
657,37.46875,-106.65625
658,37.46875,-106.59375
659,37.46875,-106.53125
660,37.46875,-106.46875
661,37.46875,-106.40625
662,37.46875,-106.34375
663,37.46875,-106.28125
664,37.46875,-105.21875
665,37.46875,-105.15625
666,37.46875,-105.09375
667,37.46875,-105.03125
668,37.46875,-104.96875
669,37.46875,-104.90625
670,37.46875,-104.84375
671,37.53125,-108.71875
672,37.53125,-108.65625
673,37.53125,-108.59375
674,37.53125,-108.53125
675,37.53125,-108.46875
676,37.53125,-108.40625
677,37.53125,-108.34375
678,37.53125,-108.28125
679,37.53125,-108.21875
680,37.53125,-108.15625
681,37.53125,-108.09375
682,37.53125,-108.03125
683,37.53125,-107.96875
684,37.53125,-107.90625
685,37.53125,-107.84375
686,37.53125,-107.78125
687,37.53125,-107.71875
688,37.53125,-107.65625
689,37.53125,-107.59375
690,37.53125,-107.53125
691,37.53125,-107.46875
692,37.53125,-107.40625
693,37.53125,-107.34375
694,37.53125,-107.28125
695,37.53125,-107.21875
696,37.53125,-107.15625
697,37.53125,-107.09375
698,37.53125,-107.03125
699,37.53125,-106.96875
700,37.53125,-106.90625
701,37.53125,-106.84375
702,37.53125,-106.78125
703,37.53125,-106.71875
704,37.53125,-106.65625
705,37.53125,-106.59375
706,37.53125,-106.53125
707,37.53125,-106.46875
708,37.53125,-106.40625
709,37.53125,-106.34375
710,37.53125,-105.46875
711,37.53125,-105.21875
712,37.53125,-105.15625
713,37.53125,-105.03125
714,37.53125,-104.96875
715,37.53125,-104.90625
716,37.59375,-108.71875
717,37.59375,-108.65625
718,37.59375,-108.59375
719,37.59375,-108.53125
720,37.59375,-108.46875
721,37.59375,-108.40625
722,37.59375,-108.34375
723,37.59375,-108.28125
724,37.59375,-108.21875
725,37.59375,-108.15625
726,37.59375,-108.09375
727,37.59375,-108.03125
728,37.59375,-107.96875
729,37.59375,-107.90625
730,37.59375,-107.84375
731,37.59375,-107.78125
732,37.59375,-107.71875
733,37.59375,-107.65625
734,37.59375,-107.59375
735,37.59375,-107.53125
736,37.59375,-107.46875
737,37.59375,-107.40625
738,37.59375,-107.34375
739,37.59375,-107.28125
740,37.59375,-107.21875
741,37.59375,-107.15625
742,37.59375,-107.09375
743,37.59375,-107.03125
744,37.59375,-106.96875
745,37.59375,-106.90625
746,37.59375,-106.84375
747,37.59375,-106.78125
748,37.59375,-106.71875
749,37.59375,-106.65625
750,37.59375,-106.59375
751,37.59375,-106.53125
752,37.59375,-106.46875
753,37.59375,-106.40625
754,37.59375,-105.53125
755,37.59375,-105.46875
756,37.59375,-105.40625
757,37.59375,-105.34375
758,37.59375,-105.28125
759,37.59375,-105.21875
760,37.59375,-105.15625
761,37.59375,-105.09375
762,37.59375,-105.03125
763,37.59375,-104.96875
764,37.65625,-108.71875
765,37.65625,-108.65625
766,37.65625,-108.59375
767,37.65625,-108.53125
768,37.65625,-108.46875
769,37.65625,-108.40625
770,37.65625,-108.34375
771,37.65625,-108.28125
772,37.65625,-108.21875
773,37.65625,-108.15625
774,37.65625,-108.09375
775,37.65625,-108.03125
776,37.65625,-107.96875
777,37.65625,-107.90625
778,37.65625,-107.84375
779,37.65625,-107.78125
780,37.65625,-107.71875
781,37.65625,-107.65625
782,37.65625,-107.59375
783,37.65625,-107.53125
784,37.65625,-107.46875
785,37.65625,-107.40625
786,37.65625,-107.34375
787,37.65625,-107.28125
788,37.65625,-107.21875
789,37.65625,-107.15625
790,37.65625,-107.09375
791,37.65625,-107.03125
792,37.65625,-106.96875
793,37.65625,-106.90625
794,37.65625,-106.84375
795,37.65625,-106.78125
796,37.65625,-106.71875
797,37.65625,-106.65625
798,37.65625,-106.59375
799,37.65625,-106.53125
800,37.65625,-105.53125
801,37.65625,-105.46875
802,37.65625,-105.40625
803,37.65625,-105.34375
804,37.65625,-105.28125
805,37.65625,-105.21875
806,37.65625,-105.15625
807,37.65625,-105.09375
808,37.65625,-105.03125
809,37.65625,-104.96875
810,37.71875,-108.84375
811,37.71875,-108.78125
812,37.71875,-108.71875
813,37.71875,-108.65625
814,37.71875,-108.59375
815,37.71875,-108.53125
816,37.71875,-108.46875
817,37.71875,-108.40625
818,37.71875,-108.34375
819,37.71875,-108.28125
820,37.71875,-108.21875
821,37.71875,-108.15625
822,37.71875,-108.09375
823,37.71875,-108.03125
824,37.71875,-107.96875
825,37.71875,-107.90625
826,37.71875,-107.84375
827,37.71875,-107.78125
828,37.71875,-107.71875
829,37.71875,-107.65625
830,37.71875,-107.59375
831,37.71875,-107.53125
832,37.71875,-107.46875
833,37.71875,-107.40625
834,37.71875,-107.34375
835,37.71875,-107.28125
836,37.71875,-107.21875
837,37.71875,-107.15625
838,37.71875,-107.09375
839,37.71875,-107.03125
840,37.71875,-106.96875
841,37.71875,-106.90625
842,37.71875,-106.84375
843,37.71875,-106.78125
844,37.71875,-106.71875
845,37.71875,-106.65625
846,37.71875,-106.59375
847,37.71875,-105.46875
848,37.71875,-105.40625
849,37.71875,-105.34375
850,37.71875,-105.28125
851,37.71875,-105.21875
852,37.71875,-105.03125
853,37.78125,-108.90625
854,37.78125,-108.84375
855,37.78125,-108.78125
856,37.78125,-108.71875
857,37.78125,-108.65625
858,37.78125,-108.59375
859,37.78125,-108.53125
860,37.78125,-108.46875
861,37.78125,-108.40625
862,37.78125,-108.34375
863,37.78125,-108.28125
864,37.78125,-108.21875
865,37.78125,-108.15625
866,37.78125,-108.09375
867,37.78125,-108.03125
868,37.78125,-107.96875
869,37.78125,-107.90625
870,37.78125,-107.84375
871,37.78125,-107.78125
872,37.78125,-107.71875
873,37.78125,-107.65625
874,37.78125,-107.59375
875,37.78125,-107.53125
876,37.78125,-107.46875
877,37.78125,-107.40625
878,37.78125,-107.34375
879,37.78125,-107.28125
880,37.78125,-107.21875
881,37.78125,-107.15625
882,37.78125,-107.09375
883,37.78125,-107.03125
884,37.78125,-106.96875
885,37.78125,-106.90625
886,37.78125,-106.84375
887,37.78125,-106.78125
888,37.78125,-106.71875
889,37.78125,-106.65625
890,37.78125,-106.59375
891,37.78125,-106.53125
892,37.78125,-106.46875
893,37.78125,-105.46875
894,37.78125,-105.40625
895,37.78125,-105.34375
896,37.78125,-105.09375
897,37.78125,-105.03125
898,37.84375,-108.96875
899,37.84375,-108.90625
900,37.84375,-108.84375
901,37.84375,-108.78125
902,37.84375,-108.71875
903,37.84375,-108.65625
904,37.84375,-108.59375
905,37.84375,-108.53125
906,37.84375,-108.46875
907,37.84375,-108.40625
908,37.84375,-108.34375
909,37.84375,-108.28125
910,37.84375,-108.21875
911,37.84375,-108.15625
912,37.84375,-108.09375
913,37.84375,-108.03125
914,37.84375,-107.96875
915,37.84375,-107.90625
916,37.84375,-107.84375
917,37.84375,-107.78125
918,37.84375,-107.71875
919,37.84375,-107.65625
920,37.84375,-107.59375
921,37.84375,-107.53125
922,37.84375,-107.46875
923,37.84375,-107.40625
924,37.84375,-107.34375
925,37.84375,-107.28125
926,37.84375,-107.21875
927,37.84375,-107.15625
928,37.84375,-107.09375
929,37.84375,-107.03125
930,37.84375,-106.96875
931,37.84375,-106.90625
932,37.84375,-106.84375
933,37.84375,-106.78125
934,37.84375,-106.71875
935,37.84375,-106.65625
936,37.84375,-106.59375
937,37.84375,-106.53125
938,37.84375,-106.46875
939,37.84375,-106.40625
940,37.84375,-105.53125
941,37.84375,-105.46875
942,37.84375,-105.40625
943,37.84375,-105.28125
944,37.84375,-105.21875
945,37.84375,-105.15625
946,37.84375,-105.09375
947,37.84375,-105.03125
948,37.84375,-104.96875
949,37.84375,-104.90625
950,37.90625,-108.96875
951,37.90625,-108.90625
952,37.90625,-108.84375
953,37.90625,-108.78125
954,37.90625,-108.71875
955,37.90625,-108.65625
956,37.90625,-108.59375
957,37.90625,-108.53125
958,37.90625,-108.46875
959,37.90625,-108.40625
960,37.90625,-108.34375
961,37.90625,-108.28125
962,37.90625,-108.21875
963,37.90625,-108.15625
964,37.90625,-108.09375
965,37.90625,-108.03125
966,37.90625,-107.96875
967,37.90625,-107.90625
968,37.90625,-107.84375
969,37.90625,-107.78125
970,37.90625,-107.71875
971,37.90625,-107.65625
972,37.90625,-107.59375
973,37.90625,-107.53125
974,37.90625,-107.46875
975,37.90625,-107.40625
976,37.90625,-107.34375
977,37.90625,-107.28125
978,37.90625,-107.21875
979,37.90625,-107.15625
980,37.90625,-107.09375
981,37.90625,-107.03125
982,37.90625,-106.96875
983,37.90625,-106.90625
984,37.90625,-106.84375
985,37.90625,-106.78125
986,37.90625,-106.71875
987,37.90625,-106.65625
988,37.90625,-106.59375
989,37.90625,-106.53125
990,37.90625,-106.46875
991,37.90625,-106.40625
992,37.90625,-106.34375
993,37.90625,-105.59375
994,37.90625,-105.53125
995,37.90625,-105.46875
996,37.90625,-105.40625
997,37.90625,-105.28125
998,37.90625,-105.21875
999,37.90625,-105.15625
1000,37.90625,-105.09375
1001,37.90625,-105.03125
1002,37.90625,-104.96875
1003,37.90625,-104.90625
1004,37.96875,-108.96875
1005,37.96875,-108.90625
1006,37.96875,-108.84375
1007,37.96875,-108.78125
1008,37.96875,-108.65625
1009,37.96875,-108.59375
1010,37.96875,-108.53125
1011,37.96875,-108.46875
1012,37.96875,-108.40625
1013,37.96875,-108.34375
1014,37.96875,-108.28125
1015,37.96875,-108.21875
1016,37.96875,-108.15625
1017,37.96875,-108.09375
1018,37.96875,-108.03125
1019,37.96875,-107.96875
1020,37.96875,-107.90625
1021,37.96875,-107.84375
1022,37.96875,-107.78125
1023,37.96875,-107.71875
1024,37.96875,-107.65625
1025,37.96875,-107.59375
1026,37.96875,-107.53125
1027,37.96875,-107.46875
1028,37.96875,-107.40625
1029,37.96875,-107.34375
1030,37.96875,-107.28125
1031,37.96875,-107.21875
1032,37.96875,-107.15625
1033,37.96875,-107.09375
1034,37.96875,-107.03125
1035,37.96875,-106.96875
1036,37.96875,-106.90625
1037,37.96875,-106.84375
1038,37.96875,-106.78125
1039,37.96875,-106.71875
1040,37.96875,-106.65625
1041,37.96875,-106.59375
1042,37.96875,-106.53125
1043,37.96875,-106.46875
1044,37.96875,-106.40625
1045,37.96875,-106.34375
1046,37.96875,-105.59375
1047,37.96875,-105.53125
1048,37.96875,-105.46875
1049,37.96875,-105.28125
1050,37.96875,-105.21875
1051,37.96875,-105.15625
1052,37.96875,-105.09375
1053,37.96875,-105.03125
1054,37.96875,-104.90625
1055,38.03125,-108.96875
1056,38.03125,-108.65625
1057,38.03125,-108.59375
1058,38.03125,-108.53125
1059,38.03125,-108.46875
1060,38.03125,-108.40625
1061,38.03125,-108.34375
1062,38.03125,-108.28125
1063,38.03125,-108.21875
1064,38.03125,-108.15625
1065,38.03125,-108.09375
1066,38.03125,-108.03125
1067,38.03125,-107.96875
1068,38.03125,-107.90625
1069,38.03125,-107.84375
1070,38.03125,-107.78125
1071,38.03125,-107.71875
1072,38.03125,-107.65625
1073,38.03125,-107.59375
1074,38.03125,-107.53125
1075,38.03125,-107.46875
1076,38.03125,-107.40625
1077,38.03125,-107.34375
1078,38.03125,-107.28125
1079,38.03125,-107.21875
1080,38.03125,-107.15625
1081,38.03125,-107.09375
1082,38.03125,-107.03125
1083,38.03125,-106.96875
1084,38.03125,-106.90625
1085,38.03125,-106.84375
1086,38.03125,-106.78125
1087,38.03125,-106.71875
1088,38.03125,-106.65625
1089,38.03125,-106.59375
1090,38.03125,-106.53125
1091,38.03125,-106.46875
1092,38.03125,-106.40625
1093,38.03125,-106.34375
1094,38.03125,-106.28125
1095,38.03125,-105.65625
1096,38.03125,-105.59375
1097,38.03125,-105.53125
1098,38.03125,-105.34375
1099,38.03125,-105.28125
1100,38.03125,-105.21875
1101,38.03125,-105.15625
1102,38.03125,-105.09375
1103,38.03125,-105.03125
1104,38.03125,-104.96875
1105,38.09375,-108.96875
1106,38.09375,-108.78125
1107,38.09375,-108.71875
1108,38.09375,-108.65625
1109,38.09375,-108.59375
1110,38.09375,-108.53125
1111,38.09375,-108.46875
1112,38.09375,-108.40625
1113,38.09375,-108.34375
1114,38.09375,-108.28125
1115,38.09375,-108.21875
1116,38.09375,-108.15625
1117,38.09375,-108.09375
1118,38.09375,-108.03125
1119,38.09375,-107.96875
1120,38.09375,-107.90625
1121,38.09375,-107.84375
1122,38.09375,-107.78125
1123,38.09375,-107.71875
1124,38.09375,-107.65625
1125,38.09375,-107.59375
1126,38.09375,-107.53125
1127,38.09375,-107.46875
1128,38.09375,-107.40625
1129,38.09375,-107.34375
1130,38.09375,-107.28125
1131,38.09375,-107.21875
1132,38.09375,-107.15625
1133,38.09375,-107.09375
1134,38.09375,-107.03125
1135,38.09375,-106.96875
1136,38.09375,-106.90625
1137,38.09375,-106.84375
1138,38.09375,-106.78125
1139,38.09375,-106.71875
1140,38.09375,-106.65625
1141,38.09375,-106.59375
1142,38.09375,-106.53125
1143,38.09375,-106.46875
1144,38.09375,-106.40625
1145,38.09375,-105.71875
1146,38.09375,-105.65625
1147,38.09375,-105.59375
1148,38.09375,-105.40625
1149,38.09375,-105.34375
1150,38.09375,-105.28125
1151,38.09375,-105.21875
1152,38.09375,-105.15625
1153,38.09375,-105.09375
1154,38.15625,-108.84375
1155,38.15625,-108.78125
1156,38.15625,-108.71875
1157,38.15625,-108.65625
1158,38.15625,-108.59375
1159,38.15625,-108.53125
1160,38.15625,-108.46875
1161,38.15625,-108.40625
1162,38.15625,-108.34375
1163,38.15625,-108.28125
1164,38.15625,-108.21875
1165,38.15625,-108.15625
1166,38.15625,-108.09375
1167,38.15625,-108.03125
1168,38.15625,-107.96875
1169,38.15625,-107.90625
1170,38.15625,-107.84375
1171,38.15625,-107.78125
1172,38.15625,-107.71875
1173,38.15625,-107.65625
1174,38.15625,-107.59375
1175,38.15625,-107.53125
1176,38.15625,-107.46875
1177,38.15625,-107.40625
1178,38.15625,-107.34375
1179,38.15625,-107.28125
1180,38.15625,-107.21875
1181,38.15625,-107.15625
1182,38.15625,-107.09375
1183,38.15625,-107.03125
1184,38.15625,-106.96875
1185,38.15625,-106.90625
1186,38.15625,-106.84375
1187,38.15625,-106.78125
1188,38.15625,-106.71875
1189,38.15625,-106.65625
1190,38.15625,-106.59375
1191,38.15625,-106.53125
1192,38.15625,-105.78125
1193,38.15625,-105.71875
1194,38.15625,-105.65625
1195,38.15625,-105.59375
1196,38.15625,-105.46875
1197,38.15625,-105.40625
1198,38.15625,-105.34375
1199,38.15625,-105.28125
1200,38.15625,-105.21875
1201,38.15625,-105.15625
1202,38.21875,-108.84375
1203,38.21875,-108.78125
1204,38.21875,-108.40625
1205,38.21875,-108.34375
1206,38.21875,-108.28125
1207,38.21875,-108.21875
1208,38.21875,-108.15625
1209,38.21875,-108.09375
1210,38.21875,-108.03125
1211,38.21875,-107.96875
1212,38.21875,-107.90625
1213,38.21875,-107.84375
1214,38.21875,-107.78125
1215,38.21875,-107.71875
1216,38.21875,-107.65625
