,lat_cascades,lon_cascades
610,43.09375,-121.40625
611,43.15625,-122.96875
612,43.15625,-122.90625
613,43.15625,-122.84375
614,43.15625,-122.78125
615,43.15625,-122.71875
616,43.15625,-122.65625
617,43.15625,-122.59375
618,43.15625,-122.53125
619,43.15625,-122.46875
620,43.15625,-122.40625
621,43.15625,-122.34375
622,43.15625,-122.28125
623,43.15625,-122.21875
624,43.15625,-122.15625
625,43.15625,-122.09375
626,43.15625,-122.03125
627,43.15625,-121.96875
628,43.15625,-121.90625
629,43.15625,-121.84375
630,43.15625,-121.78125
631,43.15625,-121.71875
632,43.15625,-121.65625
633,43.15625,-121.59375
634,43.15625,-121.53125
635,43.15625,-121.46875
636,43.15625,-121.40625
637,43.15625,-121.34375
638,43.15625,-121.28125
639,43.21875,-122.90625
640,43.21875,-122.84375
641,43.21875,-122.78125
642,43.21875,-122.71875
643,43.21875,-122.65625
644,43.21875,-122.59375
645,43.21875,-122.53125
646,43.21875,-122.46875
647,43.21875,-122.40625
648,43.21875,-122.34375
649,43.21875,-122.28125
650,43.21875,-122.21875
651,43.21875,-122.15625
652,43.21875,-122.09375
653,43.21875,-122.03125
654,43.21875,-121.96875
655,43.21875,-121.90625
656,43.21875,-121.84375
657,43.21875,-121.78125
658,43.21875,-121.71875
659,43.21875,-121.65625
660,43.21875,-121.59375
661,43.21875,-121.53125
662,43.21875,-121.46875
663,43.21875,-121.40625
664,43.21875,-121.34375
665,43.21875,-121.28125
666,43.28125,-122.84375
667,43.28125,-122.78125
668,43.28125,-122.71875
669,43.28125,-122.65625
670,43.28125,-122.59375
671,43.28125,-122.53125
672,43.28125,-122.46875
673,43.28125,-122.40625
674,43.28125,-122.34375
675,43.28125,-122.28125
676,43.28125,-122.21875
677,43.28125,-122.15625
678,43.28125,-122.09375
679,43.28125,-122.03125
680,43.28125,-121.96875
681,43.28125,-121.90625
682,43.28125,-121.84375
683,43.28125,-121.78125
684,43.28125,-121.71875
685,43.28125,-121.65625
686,43.28125,-121.59375
687,43.28125,-121.53125
688,43.28125,-121.46875
689,43.28125,-121.40625
690,43.28125,-121.34375
691,43.28125,-121.28125
692,43.34375,-122.90625
693,43.34375,-122.84375
694,43.34375,-122.65625
695,43.34375,-122.59375
696,43.34375,-122.53125
697,43.34375,-122.46875
698,43.34375,-122.40625
699,43.34375,-122.34375
700,43.34375,-122.28125
701,43.34375,-122.21875
702,43.34375,-122.15625
703,43.34375,-122.09375
704,43.34375,-122.03125
705,43.34375,-121.96875
706,43.34375,-121.90625
707,43.34375,-121.84375
708,43.34375,-121.78125
709,43.34375,-121.71875
710,43.34375,-121.65625
711,43.34375,-121.59375
712,43.34375,-121.53125
713,43.34375,-121.46875
714,43.34375,-121.40625
715,43.34375,-121.34375
716,43.34375,-121.28125
717,43.40625,-122.96875
718,43.40625,-122.84375
719,43.40625,-122.78125
720,43.40625,-122.71875
721,43.40625,-122.53125
722,43.40625,-122.46875
723,43.40625,-122.40625
724,43.40625,-122.34375
725,43.40625,-122.28125
726,43.40625,-122.21875
727,43.40625,-122.15625
728,43.40625,-122.09375
729,43.40625,-122.03125
730,43.40625,-121.96875
731,43.40625,-121.90625
732,43.40625,-121.84375
733,43.40625,-121.78125
734,43.40625,-121.71875
735,43.40625,-121.65625
736,43.40625,-121.59375
737,43.40625,-121.53125
738,43.40625,-121.46875
739,43.40625,-121.40625
740,43.40625,-121.34375
741,43.40625,-121.28125
742,43.46875,-122.96875
743,43.46875,-122.90625
744,43.46875,-122.84375
745,43.46875,-122.78125
746,43.46875,-122.71875
747,43.46875,-122.65625
748,43.46875,-122.59375
749,43.46875,-122.53125
750,43.46875,-122.46875
751,43.46875,-122.40625
752,43.46875,-122.34375
753,43.46875,-122.28125
754,43.46875,-122.21875
755,43.46875,-122.15625
756,43.46875,-122.09375
757,43.46875,-122.03125
758,43.46875,-121.96875
759,43.46875,-121.90625
760,43.46875,-121.84375
761,43.46875,-121.78125
762,43.46875,-121.71875
763,43.46875,-121.65625
764,43.46875,-121.59375
765,43.46875,-121.53125
766,43.46875,-121.46875
767,43.46875,-121.40625
768,43.53125,-122.96875
769,43.53125,-122.90625
770,43.53125,-122.84375
771,43.53125,-122.78125
772,43.53125,-122.71875
773,43.53125,-122.65625
774,43.53125,-122.59375
775,43.53125,-122.53125
776,43.53125,-122.46875
777,43.53125,-122.40625
778,43.53125,-122.34375
779,43.53125,-122.28125
780,43.53125,-122.21875
781,43.53125,-122.15625
782,43.53125,-122.09375
783,43.53125,-122.03125
784,43.53125,-121.96875
785,43.53125,-121.90625
786,43.53125,-121.84375
787,43.53125,-121.78125
788,43.53125,-121.71875
789,43.53125,-121.65625
790,43.53125,-121.59375
791,43.53125,-121.53125
792,43.53125,-121.40625
793,43.53125,-121.34375
794,43.53125,-121.28125
795,43.53125,-121.21875
796,43.59375,-122.84375
797,43.59375,-122.78125
798,43.59375,-122.71875
799,43.59375,-122.65625
800,43.59375,-122.59375
801,43.59375,-122.53125
802,43.59375,-122.40625
803,43.59375,-122.34375
804,43.59375,-122.28125
805,43.59375,-122.21875
806,43.59375,-122.15625
807,43.59375,-122.09375
808,43.59375,-122.03125
809,43.59375,-121.96875
810,43.59375,-121.90625
811,43.59375,-121.84375
812,43.59375,-121.78125
813,43.59375,-121.71875
814,43.59375,-121.65625
815,43.59375,-121.59375
816,43.59375,-121.40625
817,43.59375,-121.34375
818,43.59375,-121.28125
819,43.59375,-121.21875
820,43.59375,-121.15625
821,43.65625,-122.84375
822,43.65625,-122.71875
823,43.65625,-122.65625
824,43.65625,-122.59375
825,43.65625,-122.53125
826,43.65625,-122.40625
827,43.65625,-122.34375
828,43.65625,-122.28125
829,43.65625,-122.21875
830,43.65625,-122.15625
831,43.65625,-122.09375
832,43.65625,-122.03125
833,43.65625,-121.96875
834,43.65625,-121.90625
835,43.65625,-121.84375
836,43.65625,-121.78125
837,43.65625,-121.71875
838,43.65625,-121.65625
839,43.65625,-121.59375
840,43.65625,-121.40625
841,43.65625,-121.34375
842,43.65625,-121.28125
843,43.65625,-121.21875
844,43.65625,-121.15625
845,43.71875,-122.65625
846,43.71875,-122.59375
847,43.71875,-122.53125
848,43.71875,-122.34375
849,43.71875,-122.28125
850,43.71875,-122.21875
851,43.71875,-122.15625
852,43.71875,-122.09375
853,43.71875,-122.03125
854,43.71875,-121.96875
855,43.71875,-121.90625
856,43.71875,-121.84375
857,43.71875,-121.78125
858,43.71875,-121.71875
859,43.71875,-121.65625
860,43.71875,-121.59375
861,43.71875,-121.40625
862,43.71875,-121.34375
863,43.71875,-121.28125
864,43.71875,-121.21875
865,43.71875,-121.15625
866,43.78125,-122.78125
867,43.78125,-122.71875
868,43.78125,-122.65625
869,43.78125,-122.59375
870,43.78125,-122.40625
871,43.78125,-122.34375
872,43.78125,-122.28125
873,43.78125,-122.21875
874,43.78125,-122.15625
875,43.78125,-122.09375
876,43.78125,-122.03125
877,43.78125,-121.96875
878,43.78125,-121.90625
879,43.78125,-121.84375
880,43.78125,-121.78125
881,43.78125,-121.71875
882,43.78125,-121.65625
883,43.78125,-121.59375
884,43.78125,-121.40625
885,43.78125,-121.34375
886,43.78125,-121.28125
887,43.78125,-121.21875
888,43.78125,-121.15625
889,43.84375,-122.53125
890,43.84375,-122.46875
891,43.84375,-122.34375
892,43.84375,-122.28125
893,43.84375,-122.21875
894,43.84375,-122.15625
895,43.84375,-122.09375
896,43.84375,-122.03125
897,43.84375,-121.96875
898,43.84375,-121.90625
899,43.84375,-121.84375
900,43.84375,-121.78125
901,43.84375,-121.71875
902,43.84375,-121.65625
903,43.84375,-121.59375
904,43.84375,-121.53125
905,43.84375,-121.34375
906,43.84375,-121.28125
907,43.84375,-121.21875
908,43.84375,-121.15625
909,43.90625,-122.53125
910,43.90625,-122.46875
911,43.90625,-122.40625
912,43.90625,-122.34375
913,43.90625,-122.28125
914,43.90625,-122.21875
915,43.90625,-122.15625
916,43.90625,-122.09375
917,43.90625,-122.03125
918,43.90625,-121.96875
919,43.90625,-121.90625
920,43.90625,-121.84375
921,43.90625,-121.78125
922,43.90625,-121.71875
923,43.90625,-121.65625
924,43.90625,-121.59375
925,43.90625,-121.53125
926,43.90625,-121.34375
927,43.90625,-121.28125
928,43.90625,-121.21875
929,43.96875,-122.40625
930,43.96875,-122.34375
931,43.96875,-122.28125
932,43.96875,-122.21875
933,43.96875,-122.15625
934,43.96875,-122.09375
935,43.96875,-122.03125
936,43.96875,-121.96875
937,43.96875,-121.90625
938,43.96875,-121.84375
939,43.96875,-121.78125
940,43.96875,-121.71875
941,43.96875,-121.65625
942,43.96875,-121.59375
943,43.96875,-121.53125
944,43.96875,-121.46875
945,44.03125,-122.53125
946,44.03125,-122.46875
947,44.03125,-122.40625
948,44.03125,-122.34375
949,44.03125,-122.28125
950,44.03125,-122.21875
951,44.03125,-122.15625
952,44.03125,-122.09375
953,44.03125,-122.03125
954,44.03125,-121.96875
955,44.03125,-121.90625
956,44.03125,-121.84375
957,44.03125,-121.78125
958,44.03125,-121.71875
959,44.03125,-121.65625
960,44.03125,-121.59375
961,44.03125,-121.53125
962,44.03125,-121.46875
963,44.09375,-122.59375
964,44.09375,-122.53125
965,44.09375,-122.34375
966,44.09375,-122.28125
967,44.09375,-122.21875
968,44.09375,-122.15625
969,44.09375,-122.09375
970,44.09375,-122.03125
971,44.09375,-121.96875
972,44.09375,-121.90625
973,44.09375,-121.84375
974,44.09375,-121.78125
975,44.09375,-121.71875
976,44.09375,-121.65625
977,44.09375,-121.59375
978,44.09375,-121.53125
979,44.15625,-122.40625
980,44.15625,-122.21875
981,44.15625,-122.15625
982,44.15625,-122.09375
983,44.15625,-122.03125
984,44.15625,-121.96875
985,44.15625,-121.90625
986,44.15625,-121.84375
987,44.15625,-121.78125
988,44.15625,-121.71875
989,44.15625,-121.65625
990,44.15625,-121.59375
991,44.15625,-121.53125
992,44.21875,-122.59375
993,44.21875,-122.53125
994,44.21875,-122.46875
995,44.21875,-122.40625
996,44.21875,-122.34375
997,44.21875,-122.28125
998,44.21875,-122.21875
999,44.21875,-122.15625
1000,44.21875,-122.09375
1001,44.21875,-122.03125
1002,44.21875,-121.96875
1003,44.21875,-121.90625
1004,44.21875,-121.84375
1005,44.21875,-121.78125
1006,44.21875,-121.71875
1007,44.21875,-121.65625
1008,44.28125,-122.59375
1009,44.28125,-122.53125
1010,44.28125,-122.46875
1011,44.28125,-122.40625
1012,44.28125,-122.34375
1013,44.28125,-122.28125
1014,44.28125,-122.21875
1015,44.28125,-122.15625
1016,44.28125,-122.09375
1017,44.28125,-122.03125
1018,44.28125,-121.96875
1019,44.28125,-121.90625
1020,44.28125,-121.84375
1021,44.28125,-121.78125
1022,44.28125,-121.71875
1023,44.28125,-121.65625
1024,44.34375,-122.53125
1025,44.34375,-122.46875
1026,44.34375,-122.40625
1027,44.34375,-122.34375
1028,44.34375,-122.28125
1029,44.34375,-122.21875
1030,44.34375,-122.15625
1031,44.34375,-122.09375
1032,44.34375,-122.03125
1033,44.34375,-121.96875
1034,44.34375,-121.90625
1035,44.34375,-121.84375
1036,44.34375,-121.78125
1037,44.34375,-121.71875
1038,44.40625,-122.34375
1039,44.40625,-122.28125
1040,44.40625,-122.21875
1041,44.40625,-122.15625
1042,44.40625,-122.09375
1043,44.40625,-122.03125
1044,44.40625,-121.96875
1045,44.40625,-121.90625
1046,44.40625,-121.84375
1047,44.40625,-121.78125
1048,44.40625,-121.65625
1049,44.46875,-122.59375
1050,44.46875,-122.34375
1051,44.46875,-122.28125
1052,44.46875,-122.21875
1053,44.46875,-122.15625
1054,44.46875,-122.09375
1055,44.46875,-122.03125
1056,44.46875,-121.96875
1057,44.46875,-121.90625
1058,44.46875,-121.84375
1059,44.46875,-121.78125
1060,44.46875,-121.59375
1061,44.46875,-121.53125
1062,44.53125,-122.59375
1063,44.53125,-122.53125
1064,44.53125,-122.40625
1065,44.53125,-122.34375
