,lat_california,lon_california
264,37.15625,-118.46875
265,37.15625,-118.40625
266,37.21875,-119.28125
267,37.21875,-119.21875
268,37.21875,-119.15625
269,37.21875,-119.09375
270,37.21875,-119.03125
271,37.21875,-118.96875
272,37.21875,-118.90625
273,37.21875,-118.84375
274,37.21875,-118.78125
275,37.21875,-118.71875
276,37.21875,-118.65625
277,37.21875,-118.59375
278,37.21875,-118.53125
279,37.21875,-118.46875
280,37.21875,-118.40625
281,37.21875,-118.09375
282,37.21875,-118.03125
283,37.28125,-119.46875
284,37.28125,-119.40625
285,37.28125,-119.28125
286,37.28125,-119.21875
287,37.28125,-119.15625
288,37.28125,-119.09375
289,37.28125,-119.03125
290,37.28125,-118.96875
291,37.28125,-118.90625
292,37.28125,-118.84375
293,37.28125,-118.78125
294,37.28125,-118.71875
295,37.28125,-118.65625
296,37.28125,-118.59375
297,37.28125,-118.53125
298,37.28125,-118.46875
299,37.34375,-119.53125
300,37.34375,-119.46875
301,37.34375,-119.40625
302,37.34375,-119.21875
303,37.34375,-119.15625
304,37.34375,-119.09375
305,37.34375,-119.03125
306,37.34375,-118.96875
307,37.34375,-118.90625
308,37.34375,-118.84375
309,37.34375,-118.78125
310,37.34375,-118.71875
311,37.34375,-118.65625
312,37.34375,-118.21875
313,37.40625,-119.59375
314,37.40625,-119.53125
315,37.40625,-119.46875
316,37.40625,-119.40625
317,37.40625,-119.21875
318,37.40625,-119.15625
319,37.40625,-119.09375
320,37.40625,-119.03125
321,37.40625,-118.96875
322,37.40625,-118.90625
323,37.40625,-118.84375
324,37.40625,-118.78125
325,37.40625,-118.71875
326,37.40625,-118.65625
327,37.40625,-118.21875
328,37.40625,-118.15625
329,37.46875,-119.65625
330,37.46875,-119.59375
331,37.46875,-119.53125
332,37.46875,-119.46875
333,37.46875,-119.40625
334,37.46875,-119.34375
335,37.46875,-119.28125
336,37.46875,-119.15625
337,37.46875,-119.09375
338,37.46875,-119.03125
339,37.46875,-118.96875
340,37.46875,-118.90625
341,37.46875,-118.84375
342,37.46875,-118.78125
343,37.46875,-118.71875
344,37.46875,-118.65625
345,37.46875,-118.21875
346,37.46875,-118.15625
347,37.46875,-118.09375
348,37.46875,-118.03125
349,37.53125,-119.78125
350,37.53125,-119.71875
351,37.53125,-119.65625
352,37.53125,-119.59375
353,37.53125,-119.53125
354,37.53125,-119.46875
355,37.53125,-119.40625
356,37.53125,-119.34375
357,37.53125,-119.28125
358,37.53125,-119.21875
359,37.53125,-119.15625
360,37.53125,-119.09375
361,37.53125,-119.03125
362,37.53125,-118.96875
363,37.53125,-118.90625
364,37.53125,-118.84375
365,37.53125,-118.78125
366,37.53125,-118.71875
367,37.53125,-118.65625
368,37.53125,-118.28125
369,37.53125,-118.21875
370,37.53125,-118.15625
371,37.53125,-118.09375
372,37.59375,-119.65625
373,37.59375,-119.59375
374,37.59375,-119.53125
375,37.59375,-119.46875
376,37.59375,-119.40625
377,37.59375,-119.34375
378,37.59375,-119.28125
379,37.59375,-119.21875
380,37.59375,-119.15625
381,37.59375,-119.09375
382,37.59375,-119.03125
383,37.59375,-118.96875
384,37.59375,-118.90625
385,37.59375,-118.84375
386,37.59375,-118.78125
387,37.59375,-118.71875
388,37.59375,-118.65625
389,37.59375,-118.59375
390,37.59375,-118.53125
391,37.59375,-118.28125
392,37.59375,-118.21875
393,37.59375,-118.15625
394,37.65625,-119.71875
395,37.65625,-119.65625
396,37.65625,-119.59375
397,37.65625,-119.53125
398,37.65625,-119.46875
399,37.65625,-119.40625
400,37.65625,-119.34375
401,37.65625,-119.28125
402,37.65625,-119.21875
403,37.65625,-119.15625
404,37.65625,-119.09375
405,37.65625,-119.03125
406,37.65625,-118.96875
407,37.65625,-118.90625
408,37.65625,-118.84375
409,37.65625,-118.78125
410,37.65625,-118.71875
411,37.65625,-118.65625
412,37.65625,-118.59375
413,37.65625,-118.28125
414,37.65625,-118.21875
415,37.71875,-119.84375
416,37.71875,-119.78125
417,37.71875,-119.71875
418,37.71875,-119.65625
419,37.71875,-119.59375
420,37.71875,-119.53125
421,37.71875,-119.46875
422,37.71875,-119.40625
423,37.71875,-119.34375
424,37.71875,-119.28125
425,37.71875,-119.21875
426,37.71875,-119.15625
427,37.71875,-119.09375
428,37.71875,-119.03125
429,37.71875,-118.96875
430,37.71875,-118.90625
431,37.71875,-118.84375
432,37.71875,-118.78125
433,37.71875,-118.71875
434,37.71875,-118.65625
435,37.71875,-118.59375
436,37.71875,-118.34375
437,37.71875,-118.28125
438,37.71875,-118.21875
439,37.71875,-117.90625
440,37.78125,-119.90625
441,37.78125,-119.84375
442,37.78125,-119.78125
443,37.78125,-119.71875
444,37.78125,-119.65625
445,37.78125,-119.59375
446,37.78125,-119.53125
447,37.78125,-119.46875
448,37.78125,-119.40625
449,37.78125,-119.34375
450,37.78125,-119.28125
451,37.78125,-119.21875
452,37.78125,-119.15625
453,37.78125,-119.09375
454,37.78125,-119.03125
455,37.78125,-118.96875
456,37.78125,-118.90625
457,37.78125,-118.84375
458,37.78125,-118.78125
459,37.78125,-118.71875
460,37.78125,-118.65625
461,37.78125,-118.59375
462,37.78125,-118.34375
463,37.78125,-118.28125
464,37.84375,-119.78125
465,37.84375,-119.71875
466,37.84375,-119.65625
467,37.84375,-119.59375
468,37.84375,-119.53125
469,37.84375,-119.46875
470,37.84375,-119.40625
471,37.84375,-119.34375
472,37.84375,-119.28125
473,37.84375,-119.21875
474,37.84375,-119.15625
475,37.84375,-119.09375
476,37.84375,-119.03125
477,37.84375,-118.96875
478,37.84375,-118.90625
479,37.84375,-118.84375
480,37.84375,-118.78125
481,37.84375,-118.71875
482,37.84375,-118.65625
483,37.84375,-118.40625
484,37.84375,-118.34375
485,37.84375,-118.28125
486,37.90625,-119.78125
487,37.90625,-119.71875
488,37.90625,-119.65625
489,37.90625,-119.59375
490,37.90625,-119.53125
491,37.90625,-119.46875
492,37.90625,-119.40625
493,37.90625,-119.34375
494,37.90625,-119.28125
495,37.90625,-119.21875
496,37.90625,-119.15625
497,37.90625,-119.03125
498,37.90625,-118.96875
499,37.90625,-118.90625
500,37.90625,-118.84375
501,37.90625,-118.78125
502,37.90625,-118.34375
503,37.90625,-118.28125
504,37.96875,-119.96875
505,37.96875,-119.84375
506,37.96875,-119.78125
507,37.96875,-119.71875
508,37.96875,-119.65625
509,37.96875,-119.59375
510,37.96875,-119.53125
511,37.96875,-119.46875
512,37.96875,-119.40625
513,37.96875,-119.34375
514,37.96875,-119.28125
515,37.96875,-119.21875
516,37.96875,-119.15625
517,37.96875,-118.90625
518,37.96875,-118.84375
519,37.96875,-118.78125
520,37.96875,-118.46875
521,38.03125,-120.09375
522,38.03125,-120.03125
523,38.03125,-119.96875
524,38.03125,-119.90625
525,38.03125,-119.84375
526,38.03125,-119.78125
527,38.03125,-119.71875
528,38.03125,-119.65625
529,38.03125,-119.59375
530,38.03125,-119.53125
531,38.03125,-119.46875
532,38.03125,-119.40625
533,38.03125,-119.34375
534,38.03125,-119.28125
535,38.03125,-119.21875
536,38.03125,-119.15625
537,38.03125,-118.84375
538,38.03125,-118.78125
539,38.03125,-118.53125
540,38.03125,-118.46875
541,38.09375,-120.15625
542,38.09375,-120.09375
543,38.09375,-120.03125
544,38.09375,-119.96875
545,38.09375,-119.90625
546,38.09375,-119.84375
547,38.09375,-119.78125
548,38.09375,-119.71875
549,38.09375,-119.65625
550,38.09375,-119.59375
551,38.09375,-119.53125
552,38.09375,-119.46875
553,38.09375,-119.40625
554,38.09375,-119.34375
555,38.09375,-119.28125
556,38.09375,-119.21875
557,38.09375,-119.15625
558,38.09375,-119.09375
559,38.09375,-118.71875
560,38.09375,-118.65625
561,38.15625,-120.15625
562,38.15625,-120.09375
563,38.15625,-120.03125
564,38.15625,-119.96875
565,38.15625,-119.90625
566,38.15625,-119.84375
567,38.15625,-119.78125
568,38.15625,-119.71875
569,38.15625,-119.65625
570,38.15625,-119.59375
571,38.15625,-119.53125
572,38.15625,-119.46875
573,38.15625,-119.40625
574,38.15625,-119.34375
575,38.15625,-119.28125
576,38.15625,-119.21875
577,38.15625,-119.15625
578,38.15625,-119.09375
579,38.15625,-119.03125
580,38.15625,-118.96875
581,38.15625,-118.84375
582,38.15625,-118.71875
583,38.15625,-118.65625
584,38.21875,-120.21875
585,38.21875,-120.15625
586,38.21875,-120.09375
587,38.21875,-120.03125
588,38.21875,-119.96875
589,38.21875,-119.90625
590,38.21875,-119.84375
591,38.21875,-119.78125
592,38.21875,-119.71875
593,38.21875,-119.65625
594,38.21875,-119.59375
595,38.21875,-119.53125
596,38.21875,-119.46875
597,38.21875,-119.40625
598,38.21875,-119.34375
599,38.21875,-119.15625
600,38.21875,-119.09375
601,38.21875,-119.03125
602,38.21875,-118.96875
603,38.21875,-118.90625
604,38.21875,-118.84375
605,38.21875,-118.78125
606,38.21875,-118.71875
607,38.21875,-118.65625
608,38.21875,-118.59375
609,38.28125,-120.34375
610,38.28125,-120.28125
611,38.28125,-120.21875
612,38.28125,-120.15625
613,38.28125,-120.09375
614,38.28125,-120.03125
615,38.28125,-119.96875
616,38.28125,-119.90625
617,38.28125,-119.84375
618,38.28125,-119.78125
619,38.28125,-119.71875
620,38.28125,-119.65625
621,38.28125,-119.59375
622,38.28125,-119.53125
623,38.28125,-119.46875
624,38.28125,-119.40625
625,38.28125,-119.34375
626,38.28125,-119.15625
627,38.28125,-119.09375
628,38.28125,-119.03125
629,38.28125,-118.96875
630,38.28125,-118.90625
631,38.28125,-118.84375
632,38.28125,-118.78125
633,38.28125,-118.71875
634,38.28125,-118.65625
635,38.34375,-120.34375
636,38.34375,-120.28125
637,38.34375,-120.21875
638,38.34375,-120.15625
639,38.34375,-120.09375
640,38.34375,-120.03125
641,38.34375,-119.96875
642,38.34375,-119.90625
643,38.34375,-119.84375
644,38.34375,-119.78125
645,38.34375,-119.71875
646,38.34375,-119.65625
647,38.34375,-119.59375
648,38.34375,-119.53125
649,38.34375,-119.46875
650,38.34375,-119.40625
651,38.34375,-119.34375
652,38.34375,-119.28125
653,38.34375,-119.21875
654,38.34375,-119.15625
655,38.34375,-119.09375
656,38.34375,-119.03125
657,38.34375,-118.96875
658,38.34375,-118.84375
659,38.34375,-118.78125
660,38.34375,-118.71875
661,38.34375,-118.65625
662,38.40625,-120.34375
663,38.40625,-120.28125
664,38.40625,-120.21875
665,38.40625,-120.15625
666,38.40625,-120.09375
667,38.40625,-120.03125
668,38.40625,-119.96875
669,38.40625,-119.90625
670,38.40625,-119.84375
671,38.40625,-119.78125
672,38.40625,-119.71875
673,38.40625,-119.65625
674,38.40625,-119.59375
675,38.40625,-119.53125
676,38.40625,-119.46875
677,38.40625,-119.40625
678,38.40625,-119.34375
679,38.40625,-119.28125
680,38.40625,-119.21875
681,38.40625,-119.15625
682,38.40625,-119.09375
683,38.40625,-119.03125
684,38.40625,-118.78125
685,38.40625,-118.71875
686,38.40625,-118.65625
687,38.46875,-120.28125
688,38.46875,-120.21875
689,38.46875,-120.15625
690,38.46875,-120.09375
691,38.46875,-120.03125
692,38.46875,-119.96875
693,38.46875,-119.90625
694,38.46875,-119.84375
695,38.46875,-119.78125
696,38.46875,-119.71875
697,38.46875,-119.65625
698,38.46875,-119.59375
699,38.46875,-119.53125
700,38.46875,-119.46875
701,38.46875,-119.40625
702,38.46875,-119.34375
703,38.46875,-119.28125
704,38.46875,-119.21875
705,38.46875,-119.15625
706,38.46875,-118.84375
707,38.46875,-118.78125
708,38.46875,-118.71875
709,38.53125,-120.40625
710,38.53125,-120.34375
711,38.53125,-120.28125
712,38.53125,-120.21875
713,38.53125,-120.15625
714,38.53125,-120.09375
715,38.53125,-120.03125
716,38.53125,-119.96875
717,38.53125,-119.90625
718,38.53125,-119.84375
719,38.53125,-119.78125
720,38.53125,-119.71875
721,38.53125,-119.65625
722,38.53125,-119.59375
723,38.53125,-119.53125
724,38.53125,-119.40625
725,38.53125,-119.34375
726,38.53125,-119.28125
727,38.53125,-119.21875
728,38.53125,-119.15625
729,38.53125,-119.09375
730,38.53125,-119.03125
731,38.53125,-118.84375
732,38.53125,-118.78125
733,38.53125,-118.71875
734,38.59375,-120.40625
735,38.59375,-120.34375
736,38.59375,-120.28125
737,38.59375,-120.21875
738,38.59375,-120.15625
739,38.59375,-120.09375
740,38.59375,-120.03125
741,38.59375,-119.96875
742,38.59375,-119.90625
743,38.59375,-119.84375
744,38.59375,-119.78125
745,38.59375,-119.71875
746,38.59375,-119.65625
747,38.59375,-119.59375
748,38.59375,-119.53125
749,38.59375,-119.34375
750,38.59375,-119.28125
751,38.59375,-119.15625
752,38.59375,-119.09375
753,38.59375,-118.84375
754,38.59375,-118.78125
755,38.65625,-120.46875
756,38.65625,-120.40625
757,38.65625,-120.34375
758,38.65625,-120.28125
759,38.65625,-120.21875
760,38.65625,-120.15625
761,38.65625,-120.09375
762,38.65625,-120.03125
763,38.65625,-119.96875
764,38.65625,-119.90625
765,38.65625,-119.84375
766,38.65625,-119.78125
767,38.65625,-119.71875
768,38.65625,-119.65625
769,38.65625,-119.59375
770,38.65625,-119.34375
771,38.65625,-119.15625
772,38.65625,-119.09375
773,38.65625,-118.84375
774,38.71875,-120.34375
775,38.71875,-120.28125
776,38.71875,-120.21875
777,38.71875,-120.15625
778,38.71875,-120.09375
779,38.71875,-120.03125
780,38.71875,-119.96875
781,38.71875,-119.90625
782,38.71875,-119.84375
783,38.71875,-119.71875
784,38.71875,-119.65625
785,38.71875,-119.59375
786,38.71875,-118.84375
787,38.78125,-120.34375
788,38.78125,-120.28125
789,38.78125,-120.21875
790,38.78125,-120.15625
791,38.78125,-120.09375
792,38.78125,-120.03125
793,38.78125,-119.96875
794,38.78125,-119.90625
795,38.78125,-119.84375
796,38.78125,-119.65625
797,38.78125,-119.53125
798,38.78125,-118.84375
799,38.84375,-120.46875
800,38.84375,-120.40625
801,38.84375,-120.34375
802,38.84375,-120.28125
803,38.84375,-120.21875
804,38.84375,-120.15625
805,38.84375,-120.09375
806,38.84375,-120.03125
807,38.84375,-119.96875
808,38.84375,-119.90625
809,38.84375,-119.84375
810,38.84375,-119.59375
811,38.84375,-119.53125
812,38.84375,-119.46875
813,38.90625,-120.53125
814,38.90625,-120.46875
815,38.90625,-120.40625
816,38.90625,-120.34375
817,38.90625,-120.28125
818,38.90625,-120.21875
819,38.90625,-120.15625
820,38.90625,-120.09375
821,38.90625,-120.03125
822,38.90625,-119.96875
823,38.90625,-119.90625
824,38.90625,-119.84375
825,38.90625,-119.53125
826,38.90625,-119.46875
827,38.96875,-120.53125
828,38.96875,-120.46875
829,38.96875,-120.40625
830,38.96875,-120.34375
831,38.96875,-120.28125
832,38.96875,-120.21875
833,38.96875,-120.15625
834,38.96875,-120.09375
835,38.96875,-120.03125
836,38.96875,-119.96875
837,38.96875,-119.90625
838,38.96875,-119.46875
839,39.03125,-120.59375
840,39.03125,-120.53125
841,39.03125,-120.46875
842,39.03125,-120.40625
843,39.03125,-120.34375
844,39.03125,-120.28125
845,39.03125,-120.21875
846,39.03125,-120.15625
847,39.03125,-120.09375
848,39.03125,-120.03125
849,39.03125,-119.96875
850,39.03125,-119.90625
851,39.09375,-120.59375
852,39.09375,-120.53125
853,39.09375,-120.46875
854,39.09375,-120.40625
855,39.09375,-120.34375
856,39.09375,-120.28125
857,39.09375,-120.21875
858,39.09375,-120.15625
859,39.09375,-120.09375
860,39.09375,-119.90625
861,39.15625,-120.65625
862,39.15625,-120.59375
863,39.15625,-120.53125
864,39.15625,-120.46875
865,39.15625,-120.40625
866,39.15625,-120.34375
867,39.15625,-120.28125
868,39.15625,-120.21875
869,39.15625,-120.15625
870,39.15625,-120.09375
871,39.15625,-120.03125
872,39.15625,-119.90625
873,39.15625,-119.84375
874,39.21875,-120.65625
875,39.21875,-120.59375
876,39.21875,-120.53125
877,39.21875,-120.46875
878,39.21875,-120.40625
879,39.21875,-120.34375
880,39.21875,-120.28125
881,39.21875,-120.21875
882,39.21875,-120.15625
883,39.21875,-120.09375
884,39.21875,-120.03125
885,39.21875,-119.96875
886,39.21875,-119.90625
887,39.21875,-119.84375
888,39.28125,-120.71875
889,39.28125,-120.65625
890,39.28125,-120.59375
891,39.28125,-120.53125
892,39.28125,-120.46875
893,39.28125,-120.40625
894,39.28125,-120.34375
895,39.28125,-120.28125
896,39.28125,-120.21875
897,39.28125,-120.15625
898,39.28125,-120.09375
899,39.28125,-120.03125
900,39.28125,-119.96875
901,39.28125,-119.90625
902,39.34375,-120.71875
903,39.34375,-120.65625
904,39.34375,-120.59375
905,39.34375,-120.53125
906,39.34375,-120.46875
907,39.34375,-120.40625
908,39.34375,-120.34375
909,39.34375,-120.28125
910,39.34375,-120.21875
911,39.34375,-120.15625
912,39.34375,-120.09375
913,39.34375,-120.03125
914,39.34375,-119.96875
915,39.34375,-119.90625
916,39.34375,-119.84375
917,39.40625,-120.84375
918,39.40625,-120.78125
919,39.40625,-120.71875
920,39.40625,-120.65625
921,39.40625,-120.59375
922,39.40625,-120.53125
923,39.40625,-120.46875
924,39.40625,-120.40625
925,39.40625,-120.34375
926,39.40625,-120.28125
927,39.40625,-120.21875
928,39.40625,-120.15625
929,39.40625,-120.09375
930,39.40625,-120.03125
931,39.40625,-119.96875
932,39.40625,-119.90625
933,39.40625,-119.84375
934,39.46875,-120.96875
935,39.46875,-120.90625
936,39.46875,-120.84375
937,39.46875,-120.78125
938,39.46875,-120.71875
939,39.46875,-120.65625
940,39.46875,-120.59375
941,39.46875,-120.53125
942,39.46875,-120.46875
943,39.46875,-120.40625
944,39.46875,-120.34375
945,39.46875,-120.28125
946,39.46875,-120.21875
947,39.46875,-120.15625
948,39.46875,-120.09375
949,39.46875,-120.03125
950,39.46875,-119.96875
951,39.46875,-119.90625
952,39.53125,-120.96875
953,39.53125,-120.90625
954,39.53125,-120.84375
955,39.53125,-120.78125
956,39.53125,-120.71875
957,39.53125,-120.65625
958,39.53125,-120.59375
959,39.53125,-120.53125
960,39.53125,-120.46875
961,39.53125,-120.40625
962,39.53125,-120.34375
963,39.53125,-120.28125
964,39.53125,-120.21875
965,39.53125,-120.15625
966,39.53125,-120.09375
967,39.53125,-120.03125
968,39.59375,-121.15625
969,39.59375,-121.09375
970,39.59375,-121.03125
971,39.59375,-120.96875
972,39.59375,-120.90625
973,39.59375,-120.84375
974,39.59375,-120.78125
975,39.59375,-120.71875
976,39.59375,-120.65625
977,39.59375,-120.59375
978,39.59375,-120.53125
979,39.59375,-120.46875
980,39.59375,-120.40625
981,39.59375,-120.28125
982,39.59375,-120.21875
983,39.59375,-120.15625
984,39.59375,-120.09375
985,39.59375,-120.03125
986,39.59375,-119.96875
987,39.59375,-119.90625
988,39.65625,-121.21875
989,39.65625,-121.15625
990,39.65625,-121.09375
991,39.65625,-121.03125
992,39.65625,-120.96875
993,39.65625,-120.90625
994,39.65625,-120.84375
995,39.65625,-120.78125
996,39.65625,-120.71875
997,39.65625,-120.65625
998,39.65625,-120.59375
999,39.65625,-120.53125
1000,39.65625,-120.46875
1001,39.65625,-120.34375
1002,39.65625,-120.28125
1003,39.65625,-120.15625
1004,39.65625,-120.09375
1005,39.71875,-121.21875
1006,39.71875,-121.15625
1007,39.71875,-121.09375
1008,39.71875,-121.03125
1009,39.71875,-120.96875
1010,39.71875,-120.90625
1011,39.71875,-120.84375
1012,39.71875,-120.78125
1013,39.71875,-120.71875
1014,39.71875,-120.65625
1015,39.71875,-120.59375
1016,39.71875,-120.53125
1017,39.71875,-120.46875
1018,39.71875,-120.15625
1019,39.78125,-121.28125
1020,39.78125,-121.21875
1021,39.78125,-121.15625
1022,39.78125,-121.09375
1023,39.78125,-121.03125
1024,39.78125,-120.96875
1025,39.78125,-120.90625
1026,39.78125,-120.84375
1027,39.78125,-120.78125
1028,39.78125,-120.71875
1029,39.78125,-120.65625
1030,39.78125,-120.59375
1031,39.78125,-120.53125
1032,39.78125,-120.46875
1033,39.78125,-120.40625
1034,39.84375,-121.34375
1035,39.84375,-121.28125
1036,39.84375,-121.21875
1037,39.84375,-121.15625
1038,39.84375,-121.09375
1039,39.84375,-121.03125
1040,39.84375,-120.96875
1041,39.84375,-120.90625
1042,39.84375,-120.84375
1043,39.84375,-120.78125
1044,39.84375,-120.71875
1045,39.84375,-120.65625
1046,39.84375,-120.59375
1047,39.84375,-120.53125
1048,39.84375,-120.46875
1049,39.84375,-120.40625
1050,39.84375,-120.34375
1051,39.84375,-120.28125
1052,39.90625,-121.46875
1053,39.90625,-121.40625
1054,39.90625,-121.28125
1055,39.90625,-121.21875
1056,39.90625,-121.15625
1057,39.90625,-121.09375
1058,39.90625,-121.03125
1059,39.90625,-120.96875
1060,39.90625,-120.90625
1061,39.90625,-120.84375
1062,39.90625,-120.78125
1063,39.90625,-120.71875
1064,39.90625,-120.65625
1065,39.90625,-120.59375
1066,39.90625,-120.53125
1067,39.90625,-120.46875
