,lat_california,lon_california
1068,39.90625,-120.40625
1069,39.90625,-120.34375
1070,39.90625,-120.28125
1071,39.90625,-120.09375
1072,39.96875,-121.53125
1073,39.96875,-121.46875
1074,39.96875,-121.40625
1075,39.96875,-121.34375
1076,39.96875,-121.28125
1077,39.96875,-121.21875
1078,39.96875,-121.15625
1079,39.96875,-121.09375
1080,39.96875,-120.84375
1081,39.96875,-120.78125
1082,39.96875,-120.71875
1083,39.96875,-120.65625
1084,39.96875,-120.59375
1085,39.96875,-120.53125
1086,39.96875,-120.46875
1087,39.96875,-120.40625
1088,39.96875,-120.34375
1089,39.96875,-120.28125
1090,39.96875,-120.15625
1091,40.03125,-121.59375
1092,40.03125,-121.53125
1093,40.03125,-121.46875
1094,40.03125,-121.40625
1095,40.03125,-121.34375
1096,40.03125,-121.28125
1097,40.03125,-121.15625
1098,40.03125,-121.09375
1099,40.03125,-120.90625
1100,40.03125,-120.84375
1101,40.03125,-120.78125
1102,40.03125,-120.71875
1103,40.03125,-120.65625
1104,40.03125,-120.59375
1105,40.03125,-120.53125
1106,40.03125,-120.46875
1107,40.03125,-120.40625
1108,40.03125,-120.34375
1109,40.03125,-120.28125
1110,40.03125,-119.78125
1111,40.09375,-121.59375
1112,40.09375,-121.53125
1113,40.09375,-121.46875
1114,40.09375,-121.40625
1115,40.09375,-121.34375
1116,40.09375,-121.28125
1117,40.09375,-121.21875
1118,40.09375,-121.15625
1119,40.09375,-121.09375
1120,40.09375,-121.03125
1121,40.09375,-120.96875
1122,40.09375,-120.78125
1123,40.09375,-120.71875
1124,40.09375,-120.65625
1125,40.09375,-120.59375
1126,40.09375,-120.53125
1127,40.09375,-120.46875
1128,40.09375,-120.40625
1129,40.15625,-121.53125
1130,40.15625,-121.46875
1131,40.15625,-121.40625
1132,40.15625,-121.34375
1133,40.15625,-121.28125
1134,40.15625,-121.21875
1135,40.15625,-121.15625
1136,40.15625,-121.09375
1137,40.15625,-121.03125
1138,40.15625,-120.90625
1139,40.15625,-120.84375
1140,40.15625,-120.78125
1141,40.15625,-120.71875
1142,40.15625,-120.65625
1143,40.15625,-120.59375
1144,40.15625,-120.53125
1145,40.15625,-120.46875
1146,40.15625,-120.40625
1147,40.21875,-121.59375
1148,40.21875,-121.53125
1149,40.21875,-121.46875
1150,40.21875,-121.40625
1151,40.21875,-121.34375
1152,40.21875,-121.28125
1153,40.21875,-121.21875
1154,40.21875,-121.15625
1155,40.21875,-121.09375
1156,40.21875,-121.03125
1157,40.21875,-120.96875
1158,40.21875,-120.90625
1159,40.21875,-120.84375
1160,40.21875,-120.78125
1161,40.21875,-120.71875
1162,40.21875,-120.65625
1163,40.21875,-120.59375
1164,40.21875,-120.53125
1165,40.21875,-120.46875
1166,40.28125,-121.65625
1167,40.28125,-121.59375
1168,40.28125,-121.53125
1169,40.28125,-121.46875
1170,40.28125,-121.40625
1171,40.28125,-121.34375
1172,40.28125,-121.28125
1173,40.28125,-121.21875
1174,40.28125,-121.15625
1175,40.28125,-121.09375
1176,40.28125,-121.03125
1177,40.28125,-120.96875
1178,40.28125,-120.90625
1179,40.28125,-120.84375
1180,40.28125,-120.78125
1181,40.28125,-120.71875
1182,40.28125,-120.65625
1183,40.28125,-120.59375
1184,40.28125,-120.53125
1185,40.34375,-121.65625
1186,40.34375,-121.59375
1187,40.34375,-121.53125
1188,40.34375,-121.46875
1189,40.34375,-121.40625
1190,40.34375,-121.34375
1191,40.34375,-121.28125
1192,40.34375,-121.21875
1193,40.34375,-121.15625
1194,40.34375,-121.09375
1195,40.34375,-121.03125
1196,40.34375,-120.96875
1197,40.34375,-120.90625
1198,40.34375,-120.84375
1199,40.34375,-120.78125
1200,40.34375,-120.71875
1201,40.34375,-120.65625
1202,40.40625,-121.71875
1203,40.40625,-121.65625
1204,40.40625,-121.59375
1205,40.40625,-121.53125
1206,40.40625,-121.46875
1207,40.40625,-121.40625
1208,40.40625,-121.34375
1209,40.40625,-121.28125
1210,40.40625,-121.21875
1211,40.40625,-121.15625
1212,40.40625,-121.09375
1213,40.40625,-121.03125
1214,40.40625,-120.96875
1215,40.40625,-120.90625
1216,40.40625,-120.84375
1217,40.40625,-120.78125
1218,40.40625,-120.71875
1219,40.46875,-121.65625
1220,40.46875,-121.59375
1221,40.46875,-121.53125
1222,40.46875,-121.46875
1223,40.46875,-121.40625
1224,40.46875,-121.34375
1225,40.46875,-121.28125
1226,40.46875,-121.21875
1227,40.46875,-121.15625
1228,40.46875,-121.09375
1229,40.46875,-121.03125
1230,40.46875,-120.96875
1231,40.46875,-120.90625
1232,40.46875,-120.84375
1233,40.46875,-120.78125
1234,40.46875,-120.71875
1235,40.46875,-120.65625
1236,40.53125,-121.65625
1237,40.53125,-121.59375
1238,40.53125,-121.53125
1239,40.53125,-121.46875
1240,40.53125,-121.40625
1241,40.53125,-121.34375
1242,40.53125,-121.28125
1243,40.53125,-121.21875
1244,40.53125,-121.15625
1245,40.53125,-121.09375
1246,40.53125,-121.03125
1247,40.53125,-120.96875
1248,40.53125,-120.90625
1249,40.53125,-120.84375
1250,40.53125,-120.78125
1251,40.53125,-120.71875
1252,40.53125,-120.65625
1253,40.59375,-121.71875
1254,40.59375,-121.65625
1255,40.59375,-121.59375
1256,40.59375,-121.53125
1257,40.59375,-121.46875
1258,40.59375,-121.40625
1259,40.59375,-121.34375
1260,40.59375,-121.28125
1261,40.59375,-121.21875
1262,40.59375,-121.15625
1263,40.59375,-121.09375
1264,40.59375,-121.03125
1265,40.59375,-120.96875
1266,40.59375,-120.90625
1267,40.59375,-120.84375
1268,40.59375,-120.71875
1269,40.59375,-120.65625
1270,40.65625,-121.78125
1271,40.65625,-121.71875
1272,40.65625,-121.65625
1273,40.65625,-121.59375
1274,40.65625,-121.53125
1275,40.65625,-121.34375
1276,40.65625,-121.28125
1277,40.65625,-121.21875
1278,40.65625,-121.15625
1279,40.65625,-121.09375
1280,40.65625,-121.03125
1281,40.65625,-120.96875
1282,40.65625,-120.90625
1283,40.65625,-120.84375
1284,40.65625,-120.59375
1285,40.71875,-121.84375
1286,40.71875,-121.78125
1287,40.71875,-121.71875
1288,40.71875,-121.65625
1289,40.71875,-121.59375
1290,40.71875,-121.53125
1291,40.71875,-121.28125
1292,40.71875,-121.21875
1293,40.71875,-121.15625
1294,40.71875,-121.09375
1295,40.71875,-121.03125
1296,40.71875,-120.96875
1297,40.71875,-120.90625
1298,40.71875,-120.84375
1299,40.71875,-120.65625
1300,40.71875,-120.59375
1301,40.78125,-121.84375
1302,40.78125,-121.78125
1303,40.78125,-121.71875
1304,40.78125,-121.65625
1305,40.78125,-121.59375
1306,40.78125,-121.53125
1307,40.78125,-121.40625
1308,40.78125,-121.34375
1309,40.78125,-121.28125
1310,40.78125,-121.21875
1311,40.78125,-121.15625
1312,40.78125,-121.09375
1313,40.78125,-121.03125
1314,40.78125,-120.96875
1315,40.78125,-120.90625
1316,40.78125,-120.84375
1317,40.78125,-120.78125
1318,40.84375,-121.84375
1319,40.84375,-121.78125
1320,40.84375,-121.71875
1321,40.84375,-121.65625
1322,40.84375,-121.59375
1323,40.84375,-121.34375
1324,40.84375,-121.28125
1325,40.84375,-121.21875
1326,40.84375,-121.15625
1327,40.84375,-120.90625
1328,40.84375,-120.84375
1329,40.90625,-121.84375
1330,40.90625,-121.78125
1331,40.90625,-120.84375
1332,40.90625,-119.96875
1333,40.96875,-122.28125
1334,40.96875,-121.84375
1335,40.96875,-121.78125
1336,40.96875,-121.09375
1337,40.96875,-121.03125
1338,40.96875,-120.90625
1339,40.96875,-120.84375
1340,40.96875,-120.78125
1341,40.96875,-120.71875
1342,40.96875,-120.65625
1343,40.96875,-120.40625
1344,40.96875,-120.09375
1345,40.96875,-120.03125
1346,41.03125,-122.46875
1347,41.03125,-122.28125
1348,41.03125,-122.21875
1349,41.03125,-122.15625
1350,41.03125,-122.09375
1351,41.03125,-121.84375
1352,41.03125,-121.78125
1353,41.03125,-120.96875
1354,41.03125,-120.90625
1355,41.03125,-120.84375
1356,41.03125,-120.78125
1357,41.03125,-120.71875
1358,41.09375,-122.46875
1359,41.09375,-122.40625
1360,41.09375,-122.28125
1361,41.09375,-122.15625
1362,41.09375,-122.09375
1363,41.09375,-122.03125
1364,41.09375,-121.96875
1365,41.09375,-121.84375
1366,41.09375,-121.78125
1367,41.09375,-121.71875
1368,41.09375,-121.65625
1369,41.09375,-121.59375
1370,41.09375,-120.84375
1371,41.09375,-120.78125
1372,41.09375,-120.59375
1373,41.09375,-120.53125
1374,41.09375,-120.28125
1375,41.09375,-120.21875
1376,41.09375,-120.15625
1377,41.09375,-120.09375
1378,41.09375,-120.03125
1379,41.15625,-122.46875
1380,41.15625,-122.40625
1381,41.15625,-122.34375
1382,41.15625,-122.21875
1383,41.15625,-122.03125
1384,41.15625,-121.96875
1385,41.15625,-121.90625
1386,41.15625,-121.84375
1387,41.15625,-121.78125
1388,41.15625,-121.71875
1389,41.15625,-121.65625
1390,41.15625,-121.28125
1391,41.15625,-120.78125
1392,41.15625,-120.71875
1393,41.15625,-120.65625
1394,41.15625,-120.59375
1395,41.15625,-120.53125
1396,41.15625,-120.46875
1397,41.15625,-120.34375
1398,41.15625,-120.28125
1399,41.15625,-120.21875
1400,41.15625,-120.15625
1401,41.15625,-120.09375
1402,41.21875,-122.46875
1403,41.21875,-122.40625
1404,41.21875,-122.34375
1405,41.21875,-122.28125
1406,41.21875,-122.21875
1407,41.21875,-121.96875
1408,41.21875,-121.90625
1409,41.21875,-121.84375
1410,41.21875,-121.78125
1411,41.21875,-121.71875
1412,41.21875,-121.65625
1413,41.21875,-121.34375
1414,41.21875,-120.78125
1415,41.21875,-120.71875
1416,41.21875,-120.65625
1417,41.21875,-120.28125
1418,41.21875,-120.21875
1419,41.21875,-120.15625
1420,41.21875,-119.90625
1421,41.28125,-122.46875
1422,41.28125,-122.40625
1423,41.28125,-122.21875
1424,41.28125,-122.15625
1425,41.28125,-121.96875
1426,41.28125,-121.90625
1427,41.28125,-121.84375
1428,41.28125,-121.78125
1429,41.28125,-121.71875
1430,41.28125,-121.65625
1431,41.28125,-121.03125
1432,41.28125,-120.84375
1433,41.28125,-120.78125
1434,41.28125,-120.71875
1435,41.28125,-120.34375
1436,41.28125,-120.28125
1437,41.28125,-120.21875
1438,41.28125,-120.15625
1439,41.28125,-119.90625
1440,41.34375,-122.46875
1441,41.34375,-122.40625
1442,41.34375,-122.28125
1443,41.34375,-122.21875
1444,41.34375,-122.15625
1445,41.34375,-122.09375
1446,41.34375,-122.03125
1447,41.34375,-121.96875
1448,41.34375,-121.90625
1449,41.34375,-121.84375
1450,41.34375,-121.78125
1451,41.34375,-121.71875
1452,41.34375,-120.90625
1453,41.34375,-120.84375
1454,41.34375,-120.78125
1455,41.34375,-120.34375
1456,41.34375,-120.28125
1457,41.34375,-120.21875
1458,41.34375,-120.15625
1459,41.34375,-119.90625
1460,41.40625,-122.46875
1461,41.40625,-122.34375
1462,41.40625,-122.28125
1463,41.40625,-122.21875
1464,41.40625,-122.15625
1465,41.40625,-122.09375
1466,41.40625,-122.03125
1467,41.40625,-121.96875
1468,41.40625,-121.90625
1469,41.40625,-121.84375
1470,41.40625,-121.78125
1471,41.40625,-121.71875
1472,41.40625,-120.34375
1473,41.40625,-120.28125
1474,41.40625,-120.21875
1475,41.46875,-122.28125
1476,41.46875,-122.21875
1477,41.46875,-122.15625
1478,41.46875,-122.09375
1479,41.46875,-122.03125
1480,41.46875,-121.96875
1481,41.46875,-121.90625
1482,41.46875,-121.84375
1483,41.46875,-121.78125
1484,41.46875,-121.71875
1485,41.46875,-121.65625
1486,41.46875,-121.59375
1487,41.46875,-121.53125
1488,41.46875,-120.34375
1489,41.46875,-120.28125
1490,41.46875,-120.21875
