,lat_missouri,lon_missouri
4482,43.65625,-109.46875
4483,43.65625,-109.40625
4484,43.65625,-108.90625
4485,43.65625,-108.84375
4486,43.65625,-108.78125
4487,43.65625,-108.71875
4488,43.65625,-108.65625
4489,43.65625,-108.59375
4490,43.65625,-108.53125
4491,43.65625,-108.46875
4492,43.65625,-108.40625
4493,43.65625,-108.34375
4494,43.65625,-108.28125
4495,43.65625,-108.21875
4496,43.65625,-108.15625
4497,43.65625,-108.09375
4498,43.65625,-108.03125
4499,43.65625,-107.96875
4500,43.65625,-107.90625
4501,43.65625,-107.84375
4502,43.65625,-107.78125
4503,43.65625,-107.71875
4504,43.65625,-107.65625
4505,43.65625,-107.59375
4506,43.65625,-107.53125
4507,43.65625,-107.46875
4508,43.65625,-107.40625
4509,43.65625,-107.34375
4510,43.65625,-107.28125
4511,43.65625,-107.03125
4512,43.65625,-106.96875
4513,43.65625,-106.90625
4514,43.65625,-106.84375
4515,43.65625,-106.78125
4516,43.65625,-106.71875
4517,43.65625,-106.65625
4518,43.65625,-106.59375
4519,43.65625,-106.53125
4520,43.65625,-106.46875
4521,43.65625,-106.40625
4522,43.65625,-106.34375
4523,43.65625,-106.28125
4524,43.65625,-106.21875
4525,43.65625,-106.15625
4526,43.65625,-106.09375
4527,43.65625,-106.03125
4528,43.65625,-105.96875
4529,43.65625,-105.90625
4530,43.65625,-105.84375
4531,43.65625,-105.78125
4532,43.65625,-105.71875
4533,43.65625,-105.65625
4534,43.65625,-105.59375
4535,43.65625,-105.53125
4536,43.65625,-105.46875
4537,43.65625,-105.40625
4538,43.65625,-105.34375
4539,43.65625,-105.28125
4540,43.65625,-105.21875
4541,43.65625,-105.15625
4542,43.65625,-105.09375
4543,43.65625,-105.03125
4544,43.65625,-104.96875
4545,43.65625,-104.90625
4546,43.65625,-104.84375
4547,43.65625,-104.78125
4548,43.65625,-104.71875
4549,43.65625,-104.65625
4550,43.65625,-104.59375
4551,43.65625,-104.53125
4552,43.65625,-104.46875
4553,43.65625,-104.40625
4554,43.65625,-104.34375
4555,43.65625,-104.28125
4556,43.65625,-104.21875
4557,43.65625,-104.15625
4558,43.65625,-104.09375
4559,43.65625,-104.03125
4560,43.65625,-103.96875
4561,43.65625,-103.90625
4562,43.65625,-103.84375
4563,43.65625,-103.78125
4564,43.65625,-103.71875
4565,43.65625,-103.65625
4566,43.65625,-103.59375
4567,43.65625,-103.53125
4568,43.65625,-103.46875
4569,43.65625,-103.40625
4570,43.65625,-103.34375
4571,43.65625,-103.28125
4572,43.65625,-103.21875
4573,43.65625,-103.15625
4574,43.65625,-103.09375
4575,43.65625,-103.03125
4576,43.71875,-108.96875
4577,43.71875,-108.90625
4578,43.71875,-108.84375
4579,43.71875,-108.78125
4580,43.71875,-108.71875
4581,43.71875,-108.65625
4582,43.71875,-108.59375
4583,43.71875,-108.53125
4584,43.71875,-108.46875
4585,43.71875,-108.40625
4586,43.71875,-108.34375
4587,43.71875,-108.28125
4588,43.71875,-108.21875
4589,43.71875,-108.15625
4590,43.71875,-108.09375
4591,43.71875,-108.03125
4592,43.71875,-107.96875
4593,43.71875,-107.90625
4594,43.71875,-107.84375
4595,43.71875,-107.78125
4596,43.71875,-107.71875
4597,43.71875,-107.65625
4598,43.71875,-107.59375
4599,43.71875,-107.53125
4600,43.71875,-107.46875
4601,43.71875,-107.40625
4602,43.71875,-107.34375
4603,43.71875,-107.28125
4604,43.71875,-107.21875
4605,43.71875,-107.03125
4606,43.71875,-106.96875
4607,43.71875,-106.90625
4608,43.71875,-106.84375
4609,43.71875,-106.78125
4610,43.71875,-106.71875
4611,43.71875,-106.65625
4612,43.71875,-106.59375
4613,43.71875,-106.53125
4614,43.71875,-106.46875
4615,43.71875,-106.40625
4616,43.71875,-106.34375
4617,43.71875,-106.28125
4618,43.71875,-106.21875
4619,43.71875,-106.15625
4620,43.71875,-106.09375
4621,43.71875,-106.03125
4622,43.71875,-105.96875
4623,43.71875,-105.90625
4624,43.71875,-105.84375
4625,43.71875,-105.78125
4626,43.71875,-105.71875
4627,43.71875,-105.65625
4628,43.71875,-105.59375
4629,43.71875,-105.53125
4630,43.71875,-105.46875
4631,43.71875,-105.40625
4632,43.71875,-105.34375
4633,43.71875,-105.28125
4634,43.71875,-105.21875
4635,43.71875,-105.15625
4636,43.71875,-105.09375
4637,43.71875,-105.03125
4638,43.71875,-104.96875
4639,43.71875,-104.90625
4640,43.71875,-104.84375
4641,43.71875,-104.78125
4642,43.71875,-104.71875
4643,43.71875,-104.65625
4644,43.71875,-104.59375
4645,43.71875,-104.53125
4646,43.71875,-104.46875
4647,43.71875,-104.40625
4648,43.71875,-104.34375
4649,43.71875,-104.28125
4650,43.71875,-104.21875
4651,43.71875,-104.15625
4652,43.71875,-104.09375
4653,43.71875,-104.03125
4654,43.71875,-103.96875
4655,43.71875,-103.90625
4656,43.71875,-103.84375
4657,43.71875,-103.78125
4658,43.71875,-103.71875
4659,43.71875,-103.65625
4660,43.71875,-103.59375
4661,43.71875,-103.53125
4662,43.71875,-103.46875
4663,43.71875,-103.40625
4664,43.71875,-103.34375
4665,43.71875,-103.28125
4666,43.71875,-103.21875
4667,43.71875,-103.15625
4668,43.71875,-103.09375
4669,43.71875,-103.03125
4670,43.78125,-108.90625
4671,43.78125,-108.84375
4672,43.78125,-108.78125
4673,43.78125,-108.71875
4674,43.78125,-108.65625
4675,43.78125,-108.59375
4676,43.78125,-108.53125
4677,43.78125,-108.46875
4678,43.78125,-108.40625
4679,43.78125,-108.34375
4680,43.78125,-108.28125
4681,43.78125,-108.21875
4682,43.78125,-108.15625
4683,43.78125,-108.09375
4684,43.78125,-108.03125
4685,43.78125,-107.96875
4686,43.78125,-107.90625
4687,43.78125,-107.84375
4688,43.78125,-107.78125
4689,43.78125,-107.71875
4690,43.78125,-107.65625
4691,43.78125,-107.59375
4692,43.78125,-107.53125
4693,43.78125,-107.46875
4694,43.78125,-107.40625
4695,43.78125,-107.34375
4696,43.78125,-107.28125
4697,43.78125,-107.21875
4698,43.78125,-107.15625
4699,43.78125,-107.03125
4700,43.78125,-106.96875
4701,43.78125,-106.90625
4702,43.78125,-106.84375
4703,43.78125,-106.78125
4704,43.78125,-106.71875
4705,43.78125,-106.65625
4706,43.78125,-106.59375
4707,43.78125,-106.53125
4708,43.78125,-106.46875
4709,43.78125,-106.40625
4710,43.78125,-106.34375
4711,43.78125,-106.28125
4712,43.78125,-106.21875
4713,43.78125,-106.15625
4714,43.78125,-106.09375
4715,43.78125,-106.03125
4716,43.78125,-105.96875
4717,43.78125,-105.90625
4718,43.78125,-105.84375
4719,43.78125,-105.78125
4720,43.78125,-105.71875
4721,43.78125,-105.65625
4722,43.78125,-105.59375
4723,43.78125,-105.53125
4724,43.78125,-105.46875
4725,43.78125,-105.40625
4726,43.78125,-105.34375
4727,43.78125,-105.28125
4728,43.78125,-105.21875
4729,43.78125,-105.15625
4730,43.78125,-105.09375
4731,43.78125,-105.03125
4732,43.78125,-104.96875
4733,43.78125,-104.90625
4734,43.78125,-104.84375
4735,43.78125,-104.78125
4736,43.78125,-104.71875
4737,43.78125,-104.65625
4738,43.78125,-104.59375
4739,43.78125,-104.53125
4740,43.78125,-104.46875
4741,43.78125,-104.40625
4742,43.78125,-104.34375
4743,43.78125,-104.28125
4744,43.78125,-104.21875
4745,43.78125,-104.15625
4746,43.78125,-104.09375
4747,43.78125,-104.03125
4748,43.78125,-103.96875
4749,43.78125,-103.90625
4750,43.78125,-103.84375
4751,43.78125,-103.78125
4752,43.78125,-103.71875
4753,43.78125,-103.65625
4754,43.78125,-103.59375
4755,43.78125,-103.53125
4756,43.78125,-103.46875
4757,43.78125,-103.40625
4758,43.78125,-103.34375
4759,43.78125,-103.28125
4760,43.78125,-103.21875
4761,43.78125,-103.15625
4762,43.78125,-103.09375
4763,43.78125,-103.03125
4764,43.84375,-108.84375
4765,43.84375,-108.78125
4766,43.84375,-108.71875
4767,43.84375,-108.65625
4768,43.84375,-108.59375
4769,43.84375,-108.53125
4770,43.84375,-108.46875
4771,43.84375,-108.40625
4772,43.84375,-108.34375
4773,43.84375,-108.28125
4774,43.84375,-108.21875
4775,43.84375,-108.15625
4776,43.84375,-108.09375
4777,43.84375,-108.03125
4778,43.84375,-107.96875
4779,43.84375,-107.90625
4780,43.84375,-107.84375
4781,43.84375,-107.78125
4782,43.84375,-107.71875
4783,43.84375,-107.65625
4784,43.84375,-107.59375
4785,43.84375,-107.53125
4786,43.84375,-107.46875
4787,43.84375,-107.40625
4788,43.84375,-107.34375
4789,43.84375,-107.28125
4790,43.84375,-107.21875
4791,43.84375,-107.15625
4792,43.84375,-106.96875
4793,43.84375,-106.90625
4794,43.84375,-106.84375
4795,43.84375,-106.78125
4796,43.84375,-106.71875
4797,43.84375,-106.65625
4798,43.84375,-106.59375
4799,43.84375,-106.53125
4800,43.84375,-106.46875
4801,43.84375,-106.40625
4802,43.84375,-106.34375
4803,43.84375,-106.28125
4804,43.84375,-106.21875
4805,43.84375,-106.15625
4806,43.84375,-106.09375
4807,43.84375,-106.03125
4808,43.84375,-105.96875
4809,43.84375,-105.90625
4810,43.84375,-105.84375
4811,43.84375,-105.78125
4812,43.84375,-105.71875
4813,43.84375,-105.65625
4814,43.84375,-105.59375
4815,43.84375,-105.53125
4816,43.84375,-105.46875
4817,43.84375,-105.40625
4818,43.84375,-105.34375
4819,43.84375,-105.28125
4820,43.84375,-105.21875
4821,43.84375,-105.15625
4822,43.84375,-105.09375
4823,43.84375,-105.03125
4824,43.84375,-104.96875
4825,43.84375,-104.90625
4826,43.84375,-104.84375
4827,43.84375,-104.78125
4828,43.84375,-104.71875
4829,43.84375,-104.65625
4830,43.84375,-104.59375
4831,43.84375,-104.53125
4832,43.84375,-104.46875
4833,43.84375,-104.40625
4834,43.84375,-104.34375
4835,43.84375,-104.28125
4836,43.84375,-104.21875
4837,43.84375,-104.15625
4838,43.84375,-104.09375
4839,43.84375,-104.03125
4840,43.84375,-103.96875
4841,43.84375,-103.90625
4842,43.84375,-103.84375
4843,43.84375,-103.78125
4844,43.84375,-103.71875
4845,43.84375,-103.65625
4846,43.84375,-103.59375
4847,43.84375,-103.53125
4848,43.84375,-103.46875
4849,43.84375,-103.40625
4850,43.84375,-103.34375
4851,43.84375,-103.28125
4852,43.84375,-103.21875
4853,43.84375,-103.15625
4854,43.84375,-103.09375
4855,43.84375,-103.03125
4856,43.90625,-108.84375
4857,43.90625,-108.78125
4858,43.90625,-108.71875
4859,43.90625,-108.65625
4860,43.90625,-108.59375
4861,43.90625,-108.53125
4862,43.90625,-108.46875
4863,43.90625,-108.40625
4864,43.90625,-108.34375
4865,43.90625,-108.28125
4866,43.90625,-108.21875
4867,43.90625,-108.15625
4868,43.90625,-108.09375
4869,43.90625,-108.03125
4870,43.90625,-107.96875
4871,43.90625,-107.90625
4872,43.90625,-107.84375
4873,43.90625,-107.78125
4874,43.90625,-107.71875
4875,43.90625,-107.65625
4876,43.90625,-107.59375
4877,43.90625,-107.53125
4878,43.90625,-107.46875
4879,43.90625,-107.40625
4880,43.90625,-107.34375
4881,43.90625,-107.28125
4882,43.90625,-107.21875
4883,43.90625,-107.15625
4884,43.90625,-106.90625
4885,43.90625,-106.84375
4886,43.90625,-106.78125
4887,43.90625,-106.71875
4888,43.90625,-106.65625
4889,43.90625,-106.59375
4890,43.90625,-106.53125
4891,43.90625,-106.46875
4892,43.90625,-106.40625
4893,43.90625,-106.34375
4894,43.90625,-106.28125
4895,43.90625,-106.21875
4896,43.90625,-106.15625
4897,43.90625,-106.09375
4898,43.90625,-106.03125
4899,43.90625,-105.96875
4900,43.90625,-105.90625
4901,43.90625,-105.84375
4902,43.90625,-105.78125
4903,43.90625,-105.71875
4904,43.90625,-105.65625
4905,43.90625,-105.59375
4906,43.90625,-105.53125
4907,43.90625,-105.46875
4908,43.90625,-105.40625
4909,43.90625,-105.34375
4910,43.90625,-105.28125
4911,43.90625,-105.21875
4912,43.90625,-105.15625
4913,43.90625,-105.09375
4914,43.90625,-105.03125
4915,43.90625,-104.96875
4916,43.90625,-104.90625
4917,43.90625,-104.84375
4918,43.90625,-104.78125
4919,43.90625,-104.71875
4920,43.90625,-104.65625
4921,43.90625,-104.59375
4922,43.90625,-104.53125
4923,43.90625,-104.46875
4924,43.90625,-104.40625
4925,43.90625,-104.34375
4926,43.90625,-104.28125
4927,43.90625,-104.21875
4928,43.90625,-104.15625
4929,43.90625,-104.09375
4930,43.90625,-104.03125
4931,43.90625,-103.96875
4932,43.90625,-103.90625
4933,43.90625,-103.84375
4934,43.90625,-103.71875
4935,43.90625,-103.65625
4936,43.90625,-103.59375
4937,43.90625,-103.53125
4938,43.90625,-103.46875
4939,43.90625,-103.40625
4940,43.90625,-103.34375
4941,43.90625,-103.28125
4942,43.90625,-103.21875
4943,43.90625,-103.15625
4944,43.90625,-103.09375
4945,43.90625,-103.03125
4946,43.96875,-108.96875
4947,43.96875,-108.90625
4948,43.96875,-108.84375
4949,43.96875,-108.78125
4950,43.96875,-108.71875
4951,43.96875,-108.65625
4952,43.96875,-108.59375
4953,43.96875,-108.53125
4954,43.96875,-108.46875
4955,43.96875,-108.40625
4956,43.96875,-108.34375
4957,43.96875,-108.28125
4958,43.96875,-108.21875
4959,43.96875,-108.15625
4960,43.96875,-108.09375
4961,43.96875,-108.03125
4962,43.96875,-107.96875
4963,43.96875,-107.90625
4964,43.96875,-107.84375
4965,43.96875,-107.78125
4966,43.96875,-107.71875
4967,43.96875,-107.65625
4968,43.96875,-107.59375
4969,43.96875,-107.53125
4970,43.96875,-107.46875
4971,43.96875,-107.40625
4972,43.96875,-107.34375
4973,43.96875,-107.28125
4974,43.96875,-107.21875
4975,43.96875,-107.15625
4976,43.96875,-106.96875
4977,43.96875,-106.90625
4978,43.96875,-106.84375
4979,43.96875,-106.78125
4980,43.96875,-106.71875
4981,43.96875,-106.65625
4982,43.96875,-106.59375
4983,43.96875,-106.53125
4984,43.96875,-106.46875
4985,43.96875,-106.40625
4986,43.96875,-106.34375
4987,43.96875,-106.28125
4988,43.96875,-106.21875
4989,43.96875,-106.15625
4990,43.96875,-106.09375
4991,43.96875,-106.03125
4992,43.96875,-105.96875
4993,43.96875,-105.90625
4994,43.96875,-105.84375
4995,43.96875,-105.78125
4996,43.96875,-105.71875
4997,43.96875,-105.65625
4998,43.96875,-105.59375
4999,43.96875,-105.53125
5000,43.96875,-105.46875
5001,43.96875,-105.40625
5002,43.96875,-105.34375
5003,43.96875,-105.28125
5004,43.96875,-105.21875
5005,43.96875,-105.15625
5006,43.96875,-105.09375
5007,43.96875,-105.03125
5008,43.96875,-104.96875
5009,43.96875,-104.90625
5010,43.96875,-104.84375
5011,43.96875,-104.78125
5012,43.96875,-104.71875
5013,43.96875,-104.65625
5014,43.96875,-104.59375
5015,43.96875,-104.53125
5016,43.96875,-104.46875
5017,43.96875,-104.40625
5018,43.96875,-104.34375
5019,43.96875,-104.28125
5020,43.96875,-104.21875
5021,43.96875,-104.15625
5022,43.96875,-104.09375
5023,43.96875,-103.71875
5024,43.96875,-103.65625
5025,43.96875,-103.59375
5026,43.96875,-103.53125
5027,43.96875,-103.46875
5028,43.96875,-103.40625
5029,43.96875,-103.34375
5030,43.96875,-103.28125
5031,43.96875,-103.21875
5032,43.96875,-103.15625
5033,43.96875,-103.09375
5034,43.96875,-103.03125
5035,44.03125,-109.09375
5036,44.03125,-109.03125
5037,44.03125,-108.96875
5038,44.03125,-108.90625
5039,44.03125,-108.84375
5040,44.03125,-108.78125
5041,44.03125,-108.71875
5042,44.03125,-108.65625
5043,44.03125,-108.59375
5044,44.03125,-108.53125
5045,44.03125,-108.46875
5046,44.03125,-108.40625
5047,44.03125,-108.34375
5048,44.03125,-108.28125
5049,44.03125,-108.21875
5050,44.03125,-108.15625
5051,44.03125,-108.09375
5052,44.03125,-108.03125
5053,44.03125,-107.96875
5054,44.03125,-107.90625
5055,44.03125,-107.84375
5056,44.03125,-107.78125
5057,44.03125,-107.71875
5058,44.03125,-107.65625
5059,44.03125,-107.59375
5060,44.03125,-107.53125
5061,44.03125,-107.46875
5062,44.03125,-107.40625
5063,44.03125,-107.34375
5064,44.03125,-107.28125
5065,44.03125,-107.21875
5066,44.03125,-106.84375
5067,44.03125,-106.78125
5068,44.03125,-106.71875
5069,44.03125,-106.65625
5070,44.03125,-106.59375
5071,44.03125,-106.53125
5072,44.03125,-106.46875
5073,44.03125,-106.40625
5074,44.03125,-106.34375
5075,44.03125,-106.28125
5076,44.03125,-106.21875
5077,44.03125,-106.15625
5078,44.03125,-106.09375
5079,44.03125,-106.03125
5080,44.03125,-105.96875
5081,44.03125,-105.90625
5082,44.03125,-105.84375
5083,44.03125,-105.78125
5084,44.03125,-105.71875
5085,44.03125,-105.65625
5086,44.03125,-105.59375
5087,44.03125,-105.53125
5088,44.03125,-105.46875
5089,44.03125,-105.40625
5090,44.03125,-105.34375
5091,44.03125,-105.28125
5092,44.03125,-105.21875
5093,44.03125,-105.15625
5094,44.03125,-105.09375
5095,44.03125,-105.03125
5096,44.03125,-104.96875
5097,44.03125,-104.90625
5098,44.03125,-104.84375
5099,44.03125,-104.78125
5100,44.03125,-104.71875
5101,44.03125,-104.65625
5102,44.03125,-104.59375
5103,44.03125,-104.53125
5104,44.03125,-104.46875
5105,44.03125,-104.40625
5106,44.03125,-104.34375
5107,44.03125,-104.28125
5108,44.03125,-104.21875
5109,44.03125,-104.15625
5110,44.03125,-104.09375
5111,44.03125,-103.78125
5112,44.03125,-103.71875
5113,44.03125,-103.65625
5114,44.03125,-103.59375
5115,44.03125,-103.53125
5116,44.03125,-103.46875
5117,44.03125,-103.40625
5118,44.03125,-103.34375
5119,44.03125,-103.28125
5120,44.03125,-103.21875
5121,44.03125,-103.15625
5122,44.03125,-103.09375
5123,44.03125,-103.03125
5124,44.09375,-109.21875
5125,44.09375,-109.15625
5126,44.09375,-109.09375
5127,44.09375,-109.03125
5128,44.09375,-108.96875
5129,44.09375,-108.90625
5130,44.09375,-108.84375
5131,44.09375,-108.78125
5132,44.09375,-108.71875
5133,44.09375,-108.65625
5134,44.09375,-108.59375
5135,44.09375,-108.53125
5136,44.09375,-108.46875
5137,44.09375,-108.40625
5138,44.09375,-108.34375
5139,44.09375,-108.28125
5140,44.09375,-108.21875
5141,44.09375,-108.15625
5142,44.09375,-108.09375
5143,44.09375,-108.03125
5144,44.09375,-107.96875
5145,44.09375,-107.90625
5146,44.09375,-107.84375
5147,44.09375,-107.78125
5148,44.09375,-107.71875
5149,44.09375,-107.65625
5150,44.09375,-107.59375
5151,44.09375,-107.53125
5152,44.09375,-107.46875
5153,44.09375,-107.40625
5154,44.09375,-107.34375
5155,44.09375,-107.28125
5156,44.09375,-106.84375
5157,44.09375,-106.78125
5158,44.09375,-106.71875
5159,44.09375,-106.65625
5160,44.09375,-106.59375
5161,44.09375,-106.53125
5162,44.09375,-106.46875
5163,44.09375,-106.40625
5164,44.09375,-106.34375
5165,44.09375,-106.28125
5166,44.09375,-106.21875
5167,44.09375,-106.15625
5168,44.09375,-106.09375
5169,44.09375,-106.03125
5170,44.09375,-105.96875
5171,44.09375,-105.90625
5172,44.09375,-105.84375
5173,44.09375,-105.78125
5174,44.09375,-105.71875
5175,44.09375,-105.65625
5176,44.09375,-105.59375
5177,44.09375,-105.53125
5178,44.09375,-105.46875
5179,44.09375,-105.40625
5180,44.09375,-105.34375
5181,44.09375,-105.28125
5182,44.09375,-105.21875
5183,44.09375,-105.15625
5184,44.09375,-105.09375
5185,44.09375,-105.03125
5186,44.09375,-104.96875
5187,44.09375,-104.90625
5188,44.09375,-104.84375
5189,44.09375,-104.78125
5190,44.09375,-104.71875
5191,44.09375,-104.65625
5192,44.09375,-104.59375
5193,44.09375,-104.53125
5194,44.09375,-104.46875
5195,44.09375,-104.40625
5196,44.09375,-104.34375
5197,44.09375,-104.28125
5198,44.09375,-104.21875
5199,44.09375,-104.15625
5200,44.09375,-103.78125
5201,44.09375,-103.71875
5202,44.09375,-103.65625
5203,44.09375,-103.59375
5204,44.09375,-103.53125
5205,44.09375,-103.46875
5206,44.09375,-103.40625
5207,44.09375,-103.34375
5208,44.09375,-103.28125
5209,44.09375,-103.21875
5210,44.09375,-103.15625
5211,44.09375,-103.09375
5212,44.09375,-103.03125
5213,44.15625,-109.21875
5214,44.15625,-109.15625
5215,44.15625,-109.09375
5216,44.15625,-109.03125
5217,44.15625,-108.96875
5218,44.15625,-108.90625
5219,44.15625,-108.84375
5220,44.15625,-108.78125
5221,44.15625,-108.71875
5222,44.15625,-108.65625
5223,44.15625,-108.59375
5224,44.15625,-108.53125
5225,44.15625,-108.46875
5226,44.15625,-108.40625
5227,44.15625,-108.34375
5228,44.15625,-108.28125
5229,44.15625,-108.21875
5230,44.15625,-108.15625
5231,44.15625,-108.09375
5232,44.15625,-108.03125
5233,44.15625,-107.96875
5234,44.15625,-107.90625
5235,44.15625,-107.84375
5236,44.15625,-107.78125
5237,44.15625,-107.71875
5238,44.15625,-107.65625
5239,44.15625,-107.59375
5240,44.15625,-107.53125
5241,44.15625,-107.46875
5242,44.15625,-107.40625
5243,44.15625,-107.34375
5244,44.15625,-106.84375
5245,44.15625,-106.78125
5246,44.15625,-106.71875
5247,44.15625,-106.65625
5248,44.15625,-106.59375
5249,44.15625,-106.53125
5250,44.15625,-106.46875
5251,44.15625,-106.40625
5252,44.15625,-106.34375
5253,44.15625,-106.28125
5254,44.15625,-106.21875
5255,44.15625,-106.15625
5256,44.15625,-106.09375
5257,44.15625,-106.03125
5258,44.15625,-105.96875
5259,44.15625,-105.90625
5260,44.15625,-105.84375
5261,44.15625,-105.78125
5262,44.15625,-105.71875
5263,44.15625,-105.65625
5264,44.15625,-105.59375
5265,44.15625,-105.53125
5266,44.15625,-105.46875
5267,44.15625,-105.40625
5268,44.15625,-105.34375
5269,44.15625,-105.28125
5270,44.15625,-105.21875
5271,44.15625,-105.15625
5272,44.15625,-105.09375
5273,44.15625,-105.03125
5274,44.15625,-104.96875
5275,44.15625,-104.90625
5276,44.15625,-104.84375
5277,44.15625,-104.78125
5278,44.15625,-104.71875
5279,44.15625,-104.65625
5280,44.15625,-104.59375
5281,44.15625,-104.53125
5282,44.15625,-104.46875
5283,44.15625,-104.40625
5284,44.15625,-104.34375
5285,44.15625,-104.28125
5286,44.15625,-104.21875
5287,44.15625,-104.15625
5288,44.15625,-103.78125
5289,44.15625,-103.71875
5290,44.15625,-103.65625
5291,44.15625,-103.59375
5292,44.15625,-103.53125
5293,44.15625,-103.46875
5294,44.15625,-103.40625
5295,44.15625,-103.34375
5296,44.15625,-103.28125
5297,44.15625,-103.21875
5298,44.15625,-103.15625
5299,44.15625,-103.09375
5300,44.15625,-103.03125
5301,44.21875,-109.53125
5302,44.21875,-109.09375
5303,44.21875,-109.03125
5304,44.21875,-108.96875
5305,44.21875,-108.90625
5306,44.21875,-108.84375
5307,44.21875,-108.78125
5308,44.21875,-108.71875
5309,44.21875,-108.65625
5310,44.21875,-108.59375
5311,44.21875,-108.53125
5312,44.21875,-108.46875
5313,44.21875,-108.40625
5314,44.21875,-108.34375
5315,44.21875,-108.28125
5316,44.21875,-108.21875
5317,44.21875,-108.15625
5318,44.21875,-108.09375
5319,44.21875,-108.03125
5320,44.21875,-107.96875
5321,44.21875,-107.90625
5322,44.21875,-107.84375
5323,44.21875,-107.78125
5324,44.21875,-107.71875
5325,44.21875,-107.65625
5326,44.21875,-107.59375
5327,44.21875,-107.53125
5328,44.21875,-107.46875
5329,44.21875,-107.40625
5330,44.21875,-106.84375
5331,44.21875,-106.78125
5332,44.21875,-106.71875
5333,44.21875,-106.65625
5334,44.21875,-106.59375
5335,44.21875,-106.53125
5336,44.21875,-106.46875
5337,44.21875,-106.40625
5338,44.21875,-106.34375
5339,44.21875,-106.28125
5340,44.21875,-106.21875
5341,44.21875,-106.15625
5342,44.21875,-106.09375
5343,44.21875,-106.03125
5344,44.21875,-105.96875
5345,44.21875,-105.90625
5346,44.21875,-105.84375
5347,44.21875,-105.78125
5348,44.21875,-105.71875
5349,44.21875,-105.65625
5350,44.21875,-105.59375
5351,44.21875,-105.53125
5352,44.21875,-105.46875
5353,44.21875,-105.40625
5354,44.21875,-105.34375
5355,44.21875,-105.28125
5356,44.21875,-105.21875
5357,44.21875,-105.15625
5358,44.21875,-105.09375
5359,44.21875,-105.03125
5360,44.21875,-104.96875
5361,44.21875,-104.90625
5362,44.21875,-104.84375
5363,44.21875,-104.78125
5364,44.21875,-104.71875
5365,44.21875,-104.65625
5366,44.21875,-104.59375
5367,44.21875,-104.53125
5368,44.21875,-104.46875
5369,44.21875,-104.40625
5370,44.21875,-104.34375
5371,44.21875,-104.28125
5372,44.21875,-104.21875
5373,44.21875,-103.59375
5374,44.21875,-103.53125
5375,44.21875,-103.46875
5376,44.21875,-103.40625
5377,44.21875,-103.34375
5378,44.21875,-103.28125
5379,44.21875,-103.21875
5380,44.21875,-103.15625
5381,44.21875,-103.09375
5382,44.21875,-103.03125
5383,44.28125,-109.53125
5384,44.28125,-109.46875
5385,44.28125,-109.09375
5386,44.28125,-109.03125
5387,44.28125,-108.96875
5388,44.28125,-108.90625
5389,44.28125,-108.84375
5390,44.28125,-108.78125
5391,44.28125,-108.71875
5392,44.28125,-108.65625
5393,44.28125,-108.59375
5394,44.28125,-108.53125
5395,44.28125,-108.46875
5396,44.28125,-108.40625
5397,44.28125,-108.34375
5398,44.28125,-108.28125
5399,44.28125,-108.21875
5400,44.28125,-108.15625
5401,44.28125,-108.09375
5402,44.28125,-108.03125
5403,44.28125,-107.96875
5404,44.28125,-107.90625
5405,44.28125,-107.84375
5406,44.28125,-107.78125
5407,44.28125,-107.71875
5408,44.28125,-107.65625
5409,44.28125,-107.59375
5410,44.28125,-107.53125
5411,44.28125,-107.46875
5412,44.28125,-107.40625
5413,44.28125,-106.84375
5414,44.28125,-106.78125
5415,44.28125,-106.71875
5416,44.28125,-106.65625
5417,44.28125,-106.59375
5418,44.28125,-106.53125
5419,44.28125,-106.46875
5420,44.28125,-106.40625
5421,44.28125,-106.34375
5422,44.28125,-106.28125
5423,44.28125,-106.21875
5424,44.28125,-106.15625
5425,44.28125,-106.09375
5426,44.28125,-106.03125
5427,44.28125,-105.96875
5428,44.28125,-105.90625
5429,44.28125,-105.84375
5430,44.28125,-105.78125
5431,44.28125,-105.71875
5432,44.28125,-105.65625
5433,44.28125,-105.59375
5434,44.28125,-105.53125
5435,44.28125,-105.46875
5436,44.28125,-105.40625
5437,44.28125,-105.34375
5438,44.28125,-105.28125
5439,44.28125,-105.21875
5440,44.28125,-105.15625
5441,44.28125,-105.09375
5442,44.28125,-105.03125
5443,44.28125,-104.96875
5444,44.28125,-104.90625
5445,44.28125,-104.84375
5446,44.28125,-104.78125
5447,44.28125,-104.71875
5448,44.28125,-104.65625
5449,44.28125,-104.59375
5450,44.28125,-104.53125
5451,44.28125,-104.46875
5452,44.28125,-104.40625
5453,44.28125,-104.34375
5454,44.28125,-104.28125
5455,44.28125,-103.59375
5456,44.28125,-103.53125
5457,44.28125,-103.46875
5458,44.28125,-103.40625
5459,44.28125,-103.34375
5460,44.28125,-103.28125
5461,44.28125,-103.21875
5462,44.28125,-103.15625
5463,44.28125,-103.09375
5464,44.28125,-103.03125
5465,44.34375,-109.40625
5466,44.34375,-109.34375
5467,44.34375,-109.28125
5468,44.34375,-109.09375
5469,44.34375,-109.03125
5470,44.34375,-108.96875
5471,44.34375,-108.90625
5472,44.34375,-108.84375
5473,44.34375,-108.78125
5474,44.34375,-108.71875
5475,44.34375,-108.65625
5476,44.34375,-108.59375
5477,44.34375,-108.53125
5478,44.34375,-108.46875
5479,44.34375,-108.40625
