,lat_missouri,lon_missouri
324,39.59375,-104.71875
325,39.59375,-104.65625
326,39.59375,-104.59375
327,39.59375,-104.53125
328,39.59375,-104.46875
329,39.59375,-104.40625
330,39.59375,-104.34375
331,39.59375,-104.28125
332,39.59375,-104.21875
333,39.59375,-104.15625
334,39.59375,-104.09375
335,39.59375,-104.03125
336,39.59375,-103.96875
337,39.59375,-103.90625
338,39.59375,-103.84375
339,39.59375,-103.78125
340,39.59375,-103.71875
341,39.59375,-103.65625
342,39.59375,-103.59375
343,39.59375,-103.53125
344,39.59375,-103.46875
345,39.59375,-103.40625
346,39.59375,-103.34375
347,39.59375,-103.28125
348,39.59375,-103.21875
349,39.59375,-103.15625
350,39.59375,-103.09375
351,39.59375,-103.03125
352,39.65625,-105.40625
353,39.65625,-105.34375
354,39.65625,-105.28125
355,39.65625,-105.21875
356,39.65625,-105.15625
357,39.65625,-105.09375
358,39.65625,-105.03125
359,39.65625,-104.96875
360,39.65625,-104.90625
361,39.65625,-104.84375
362,39.65625,-104.78125
363,39.65625,-104.71875
364,39.65625,-104.65625
365,39.65625,-104.59375
366,39.65625,-104.53125
367,39.65625,-104.46875
368,39.65625,-104.40625
369,39.65625,-104.34375
370,39.65625,-104.28125
371,39.65625,-104.21875
372,39.65625,-104.15625
373,39.65625,-104.09375
374,39.65625,-104.03125
375,39.65625,-103.96875
376,39.65625,-103.90625
377,39.65625,-103.84375
378,39.65625,-103.78125
379,39.65625,-103.71875
380,39.65625,-103.65625
381,39.65625,-103.59375
382,39.65625,-103.53125
383,39.65625,-103.46875
384,39.65625,-103.40625
385,39.65625,-103.34375
386,39.65625,-103.28125
387,39.65625,-103.21875
388,39.65625,-103.15625
389,39.65625,-103.09375
390,39.65625,-103.03125
391,39.71875,-105.40625
392,39.71875,-105.34375
393,39.71875,-105.28125
394,39.71875,-105.21875
395,39.71875,-105.15625
396,39.71875,-105.09375
397,39.71875,-105.03125
398,39.71875,-104.96875
399,39.71875,-104.90625
400,39.71875,-104.84375
401,39.71875,-104.78125
402,39.71875,-104.71875
403,39.71875,-104.65625
404,39.71875,-104.59375
405,39.71875,-104.53125
406,39.71875,-104.46875
407,39.71875,-104.40625
408,39.71875,-104.34375
409,39.71875,-104.28125
410,39.71875,-104.21875
411,39.71875,-104.15625
412,39.71875,-104.09375
413,39.71875,-104.03125
414,39.71875,-103.96875
415,39.71875,-103.90625
416,39.71875,-103.84375
417,39.71875,-103.78125
418,39.71875,-103.71875
419,39.71875,-103.65625
420,39.71875,-103.59375
421,39.71875,-103.53125
422,39.71875,-103.46875
423,39.71875,-103.40625
424,39.71875,-103.34375
425,39.71875,-103.28125
426,39.71875,-103.21875
427,39.71875,-103.15625
428,39.71875,-103.09375
429,39.71875,-103.03125
430,39.78125,-105.46875
431,39.78125,-105.34375
432,39.78125,-105.28125
433,39.78125,-105.21875
434,39.78125,-105.15625
435,39.78125,-105.09375
436,39.78125,-105.03125
437,39.78125,-104.96875
438,39.78125,-104.90625
439,39.78125,-104.84375
440,39.78125,-104.78125
441,39.78125,-104.71875
442,39.78125,-104.65625
443,39.78125,-104.59375
444,39.78125,-104.53125
445,39.78125,-104.46875
446,39.78125,-104.40625
447,39.78125,-104.34375
448,39.78125,-104.28125
449,39.78125,-104.21875
450,39.78125,-104.15625
451,39.78125,-104.09375
452,39.78125,-104.03125
453,39.78125,-103.96875
454,39.78125,-103.90625
455,39.78125,-103.84375
456,39.78125,-103.78125
457,39.78125,-103.71875
458,39.78125,-103.65625
459,39.78125,-103.59375
460,39.78125,-103.53125
461,39.78125,-103.46875
462,39.78125,-103.40625
463,39.78125,-103.34375
464,39.78125,-103.28125
465,39.78125,-103.21875
466,39.78125,-103.15625
467,39.78125,-103.09375
468,39.78125,-103.03125
469,39.84375,-105.28125
470,39.84375,-105.21875
471,39.84375,-105.15625
472,39.84375,-105.09375
473,39.84375,-105.03125
474,39.84375,-104.96875
475,39.84375,-104.90625
476,39.84375,-104.84375
477,39.84375,-104.78125
478,39.84375,-104.71875
479,39.84375,-104.65625
480,39.84375,-104.59375
481,39.84375,-104.53125
482,39.84375,-104.46875
483,39.84375,-104.40625
484,39.84375,-104.34375
485,39.84375,-104.28125
486,39.84375,-104.21875
487,39.84375,-104.15625
488,39.84375,-104.09375
489,39.84375,-104.03125
490,39.84375,-103.96875
491,39.84375,-103.90625
492,39.84375,-103.84375
493,39.84375,-103.78125
494,39.84375,-103.71875
495,39.84375,-103.65625
496,39.84375,-103.59375
497,39.84375,-103.53125
498,39.84375,-103.46875
499,39.84375,-103.40625
500,39.84375,-103.34375
501,39.84375,-103.28125
502,39.84375,-103.21875
503,39.84375,-103.15625
504,39.84375,-103.09375
505,39.84375,-103.03125
506,39.90625,-105.28125
507,39.90625,-105.21875
508,39.90625,-105.15625
509,39.90625,-105.09375
510,39.90625,-105.03125
511,39.90625,-104.96875
512,39.90625,-104.90625
513,39.90625,-104.84375
514,39.90625,-104.78125
515,39.90625,-104.71875
516,39.90625,-104.65625
517,39.90625,-104.59375
518,39.90625,-104.53125
519,39.90625,-104.46875
520,39.90625,-104.40625
521,39.90625,-104.34375
522,39.90625,-104.28125
523,39.90625,-104.21875
524,39.90625,-104.15625
525,39.90625,-104.09375
526,39.90625,-104.03125
527,39.90625,-103.96875
528,39.90625,-103.90625
529,39.90625,-103.84375
530,39.90625,-103.78125
531,39.90625,-103.71875
532,39.90625,-103.65625
533,39.90625,-103.59375
534,39.90625,-103.53125
535,39.90625,-103.46875
536,39.90625,-103.40625
537,39.90625,-103.34375
538,39.90625,-103.28125
539,39.90625,-103.21875
540,39.90625,-103.15625
541,39.90625,-103.09375
542,39.90625,-103.03125
543,39.96875,-105.34375
544,39.96875,-105.28125
545,39.96875,-105.21875
546,39.96875,-105.15625
547,39.96875,-105.09375
548,39.96875,-105.03125
549,39.96875,-104.96875
550,39.96875,-104.90625
551,39.96875,-104.84375
552,39.96875,-104.78125
553,39.96875,-104.71875
554,39.96875,-104.65625
555,39.96875,-104.59375
556,39.96875,-104.53125
557,39.96875,-104.46875
558,39.96875,-104.40625
559,39.96875,-104.34375
560,39.96875,-104.28125
561,39.96875,-104.21875
562,39.96875,-104.15625
563,39.96875,-104.09375
564,39.96875,-104.03125
565,39.96875,-103.96875
566,39.96875,-103.90625
567,39.96875,-103.84375
568,39.96875,-103.78125
569,39.96875,-103.71875
570,39.96875,-103.65625
571,39.96875,-103.59375
572,39.96875,-103.53125
573,39.96875,-103.46875
574,39.96875,-103.40625
575,39.96875,-103.34375
576,39.96875,-103.28125
577,39.96875,-103.21875
578,39.96875,-103.15625
579,39.96875,-103.09375
580,39.96875,-103.03125
581,40.03125,-105.40625
582,40.03125,-105.34375
583,40.03125,-105.28125
584,40.03125,-105.21875
585,40.03125,-105.15625
586,40.03125,-105.09375
587,40.03125,-105.03125
588,40.03125,-104.96875
589,40.03125,-104.90625
590,40.03125,-104.84375
591,40.03125,-104.78125
592,40.03125,-104.71875
593,40.03125,-104.65625
594,40.03125,-104.59375
595,40.03125,-104.53125
596,40.03125,-104.46875
597,40.03125,-104.40625
598,40.03125,-104.34375
599,40.03125,-104.28125
600,40.03125,-104.21875
601,40.03125,-104.15625
602,40.03125,-104.09375
603,40.03125,-104.03125
604,40.03125,-103.96875
605,40.03125,-103.90625
606,40.03125,-103.84375
607,40.03125,-103.78125
608,40.03125,-103.71875
609,40.03125,-103.65625
610,40.03125,-103.59375
611,40.03125,-103.53125
612,40.03125,-103.46875
613,40.03125,-103.40625
614,40.03125,-103.34375
615,40.03125,-103.28125
616,40.03125,-103.21875
617,40.03125,-103.15625
618,40.03125,-103.09375
619,40.03125,-103.03125
620,40.09375,-105.34375
621,40.09375,-105.28125
622,40.09375,-105.21875
623,40.09375,-105.15625
624,40.09375,-105.09375
625,40.09375,-105.03125
626,40.09375,-104.96875
627,40.09375,-104.90625
628,40.09375,-104.84375
629,40.09375,-104.78125
630,40.09375,-104.71875
631,40.09375,-104.65625
632,40.09375,-104.59375
633,40.09375,-104.53125
634,40.09375,-104.46875
635,40.09375,-104.40625
636,40.09375,-104.34375
637,40.09375,-104.28125
638,40.09375,-104.21875
639,40.09375,-104.15625
640,40.09375,-104.09375
641,40.09375,-104.03125
642,40.09375,-103.96875
643,40.09375,-103.90625
644,40.09375,-103.84375
645,40.09375,-103.78125
646,40.09375,-103.71875
647,40.09375,-103.65625
648,40.09375,-103.59375
649,40.09375,-103.53125
650,40.09375,-103.46875
651,40.09375,-103.40625
652,40.09375,-103.34375
653,40.09375,-103.28125
654,40.09375,-103.21875
655,40.09375,-103.15625
656,40.09375,-103.09375
657,40.09375,-103.03125
658,40.15625,-105.34375
659,40.15625,-105.28125
660,40.15625,-105.21875
661,40.15625,-105.15625
662,40.15625,-105.09375
663,40.15625,-105.03125
664,40.15625,-104.96875
665,40.15625,-104.90625
666,40.15625,-104.84375
667,40.15625,-104.78125
668,40.15625,-104.71875
669,40.15625,-104.65625
670,40.15625,-104.59375
671,40.15625,-104.53125
672,40.15625,-104.46875
673,40.15625,-104.40625
674,40.15625,-104.34375
675,40.15625,-104.28125
676,40.15625,-104.21875
677,40.15625,-104.15625
678,40.15625,-104.09375
679,40.15625,-104.03125
680,40.15625,-103.96875
681,40.15625,-103.90625
682,40.15625,-103.84375
683,40.15625,-103.78125
684,40.15625,-103.71875
685,40.15625,-103.65625
686,40.15625,-103.59375
687,40.15625,-103.53125
688,40.15625,-103.46875
689,40.15625,-103.40625
690,40.15625,-103.34375
691,40.15625,-103.28125
692,40.15625,-103.21875
693,40.15625,-103.15625
694,40.15625,-103.09375
695,40.15625,-103.03125
696,40.21875,-105.40625
697,40.21875,-105.34375
698,40.21875,-105.28125
699,40.21875,-105.21875
700,40.21875,-105.15625
701,40.21875,-105.09375
702,40.21875,-105.03125
703,40.21875,-104.96875
704,40.21875,-104.90625
705,40.21875,-104.84375
706,40.21875,-104.78125
707,40.21875,-104.71875
708,40.21875,-104.65625
709,40.21875,-104.59375
710,40.21875,-104.53125
711,40.21875,-104.46875
712,40.21875,-104.40625
713,40.21875,-104.34375
714,40.21875,-104.28125
715,40.21875,-104.21875
716,40.21875,-104.15625
717,40.21875,-104.09375
718,40.21875,-104.03125
719,40.21875,-103.96875
720,40.21875,-103.90625
721,40.21875,-103.84375
722,40.21875,-103.78125
723,40.21875,-103.71875
724,40.21875,-103.65625
725,40.21875,-103.59375
726,40.21875,-103.53125
727,40.21875,-103.46875
728,40.21875,-103.40625
729,40.21875,-103.34375
730,40.21875,-103.28125
731,40.21875,-103.21875
732,40.21875,-103.15625
733,40.21875,-103.09375
734,40.21875,-103.03125
735,40.28125,-105.34375
736,40.28125,-105.28125
737,40.28125,-105.21875
738,40.28125,-105.15625
739,40.28125,-105.09375
740,40.28125,-105.03125
741,40.28125,-104.96875
742,40.28125,-104.90625
743,40.28125,-104.84375
744,40.28125,-104.78125
745,40.28125,-104.71875
746,40.28125,-104.65625
747,40.28125,-104.59375
748,40.28125,-104.53125
749,40.28125,-104.46875
750,40.28125,-104.40625
751,40.28125,-104.34375
752,40.28125,-104.28125
753,40.28125,-104.21875
754,40.28125,-104.15625
755,40.28125,-104.09375
756,40.28125,-104.03125
757,40.28125,-103.96875
758,40.28125,-103.90625
759,40.28125,-103.84375
760,40.28125,-103.78125
761,40.28125,-103.71875
762,40.28125,-103.65625
763,40.28125,-103.59375
764,40.28125,-103.53125
765,40.28125,-103.46875
766,40.28125,-103.40625
767,40.28125,-103.34375
768,40.28125,-103.28125
769,40.28125,-103.21875
770,40.28125,-103.15625
771,40.28125,-103.09375
772,40.28125,-103.03125
773,40.34375,-105.46875
774,40.34375,-105.34375
775,40.34375,-105.28125
776,40.34375,-105.21875
777,40.34375,-105.15625
778,40.34375,-105.09375
779,40.34375,-105.03125
780,40.34375,-104.96875
781,40.34375,-104.90625
782,40.34375,-104.84375
783,40.34375,-104.78125
784,40.34375,-104.71875
785,40.34375,-104.65625
786,40.34375,-104.59375
787,40.34375,-104.53125
788,40.34375,-104.46875
789,40.34375,-104.40625
790,40.34375,-104.34375
791,40.34375,-104.28125
792,40.34375,-104.21875
793,40.34375,-104.15625
794,40.34375,-104.09375
795,40.34375,-104.03125
796,40.34375,-103.96875
797,40.34375,-103.90625
798,40.34375,-103.84375
799,40.34375,-103.78125
800,40.34375,-103.71875
801,40.34375,-103.65625
802,40.34375,-103.59375
803,40.34375,-103.53125
804,40.34375,-103.46875
805,40.34375,-103.40625
806,40.34375,-103.34375
807,40.34375,-103.28125
808,40.34375,-103.21875
809,40.34375,-103.15625
810,40.34375,-103.09375
811,40.34375,-103.03125
812,40.40625,-105.53125
813,40.40625,-105.46875
814,40.40625,-105.34375
815,40.40625,-105.28125
816,40.40625,-105.21875
817,40.40625,-105.15625
818,40.40625,-105.09375
819,40.40625,-105.03125
820,40.40625,-104.96875
821,40.40625,-104.90625
822,40.40625,-104.84375
823,40.40625,-104.78125
824,40.40625,-104.71875
825,40.40625,-104.65625
826,40.40625,-104.59375
827,40.40625,-104.53125
828,40.40625,-104.46875
829,40.40625,-104.40625
830,40.40625,-104.34375
831,40.40625,-104.28125
832,40.40625,-104.21875
833,40.40625,-104.15625
834,40.40625,-104.09375
835,40.40625,-104.03125
836,40.40625,-103.96875
837,40.40625,-103.90625
838,40.40625,-103.84375
839,40.40625,-103.78125
840,40.40625,-103.71875
841,40.40625,-103.65625
842,40.40625,-103.59375
843,40.40625,-103.53125
844,40.40625,-103.46875
845,40.40625,-103.40625
846,40.40625,-103.34375
847,40.40625,-103.28125
848,40.40625,-103.21875
849,40.40625,-103.15625
850,40.40625,-103.09375
851,40.40625,-103.03125
852,40.46875,-105.46875
853,40.46875,-105.40625
854,40.46875,-105.28125
855,40.46875,-105.21875
856,40.46875,-105.15625
857,40.46875,-105.09375
858,40.46875,-105.03125
859,40.46875,-104.96875
860,40.46875,-104.90625
861,40.46875,-104.84375
862,40.46875,-104.78125
863,40.46875,-104.71875
864,40.46875,-104.65625
865,40.46875,-104.59375
866,40.46875,-104.53125
867,40.46875,-104.46875
868,40.46875,-104.40625
869,40.46875,-104.34375
870,40.46875,-104.28125
871,40.46875,-104.21875
872,40.46875,-104.15625
873,40.46875,-104.09375
874,40.46875,-104.03125
875,40.46875,-103.96875
876,40.46875,-103.90625
877,40.46875,-103.84375
878,40.46875,-103.78125
879,40.46875,-103.71875
880,40.46875,-103.65625
881,40.46875,-103.59375
882,40.46875,-103.53125
883,40.46875,-103.46875
884,40.46875,-103.40625
885,40.46875,-103.34375
886,40.46875,-103.28125
887,40.46875,-103.21875
888,40.46875,-103.15625
889,40.46875,-103.09375
890,40.46875,-103.03125
891,40.53125,-106.46875
892,40.53125,-106.40625
893,40.53125,-106.34375
894,40.53125,-106.28125
895,40.53125,-106.21875
896,40.53125,-105.28125
897,40.53125,-105.21875
898,40.53125,-105.15625
899,40.53125,-105.09375
900,40.53125,-105.03125
901,40.53125,-104.96875
902,40.53125,-104.90625
903,40.53125,-104.84375
904,40.53125,-104.78125
905,40.53125,-104.71875
906,40.53125,-104.65625
907,40.53125,-104.59375
908,40.53125,-104.53125
909,40.53125,-104.46875
910,40.53125,-104.40625
911,40.53125,-104.34375
912,40.53125,-104.28125
913,40.53125,-104.21875
914,40.53125,-104.15625
915,40.53125,-104.09375
916,40.53125,-104.03125
917,40.53125,-103.96875
918,40.53125,-103.90625
919,40.53125,-103.84375
920,40.53125,-103.78125
921,40.53125,-103.71875
922,40.53125,-103.65625
923,40.53125,-103.59375
924,40.53125,-103.53125
925,40.53125,-103.46875
926,40.53125,-103.40625
927,40.53125,-103.34375
928,40.53125,-103.28125
929,40.53125,-103.21875
930,40.53125,-103.15625
931,40.53125,-103.09375
932,40.53125,-103.03125
933,40.59375,-106.46875
934,40.59375,-106.40625
935,40.59375,-106.34375
936,40.59375,-106.28125
937,40.59375,-106.21875
938,40.59375,-106.15625
939,40.59375,-106.09375
940,40.59375,-105.34375
941,40.59375,-105.28125
942,40.59375,-105.21875
943,40.59375,-105.15625
944,40.59375,-105.09375
945,40.59375,-105.03125
946,40.59375,-104.96875
947,40.59375,-104.90625
948,40.59375,-104.84375
949,40.59375,-104.78125
950,40.59375,-104.71875
951,40.59375,-104.65625
952,40.59375,-104.59375
953,40.59375,-104.53125
954,40.59375,-104.46875
955,40.59375,-104.40625
956,40.59375,-104.34375
957,40.59375,-104.28125
958,40.59375,-104.21875
959,40.59375,-104.15625
960,40.59375,-104.09375
961,40.59375,-104.03125
962,40.59375,-103.96875
963,40.59375,-103.90625
964,40.59375,-103.84375
965,40.59375,-103.78125
966,40.59375,-103.71875
967,40.59375,-103.65625
968,40.59375,-103.59375
969,40.59375,-103.53125
970,40.59375,-103.46875
971,40.59375,-103.40625
972,40.59375,-103.34375
973,40.59375,-103.28125
974,40.59375,-103.21875
975,40.59375,-103.15625
976,40.59375,-103.09375
977,40.59375,-103.03125
978,40.65625,-106.46875
979,40.65625,-106.40625
980,40.65625,-106.34375
981,40.65625,-106.28125
982,40.65625,-106.21875
983,40.65625,-106.15625
984,40.65625,-106.09375
985,40.65625,-105.34375
986,40.65625,-105.28125
987,40.65625,-105.21875
988,40.65625,-105.15625
989,40.65625,-105.09375
990,40.65625,-105.03125
991,40.65625,-104.96875
992,40.65625,-104.90625
993,40.65625,-104.84375
994,40.65625,-104.78125
995,40.65625,-104.71875
996,40.65625,-104.65625
997,40.65625,-104.59375
998,40.65625,-104.53125
999,40.65625,-104.46875
1000,40.65625,-104.40625
1001,40.65625,-104.34375
1002,40.65625,-104.28125
1003,40.65625,-104.21875
1004,40.65625,-104.15625
1005,40.65625,-104.09375
1006,40.65625,-104.03125
1007,40.65625,-103.96875
1008,40.65625,-103.90625
1009,40.65625,-103.84375
1010,40.65625,-103.78125
1011,40.65625,-103.71875
1012,40.65625,-103.65625
1013,40.65625,-103.59375
1014,40.65625,-103.53125
1015,40.65625,-103.46875
1016,40.65625,-103.40625
1017,40.65625,-103.34375
1018,40.65625,-103.28125
1019,40.65625,-103.21875
1020,40.65625,-103.15625
1021,40.65625,-103.09375
1022,40.65625,-103.03125
1023,40.71875,-106.46875
1024,40.71875,-106.40625
1025,40.71875,-106.34375
1026,40.71875,-106.28125
1027,40.71875,-106.21875
1028,40.71875,-106.15625
1029,40.71875,-106.09375
1030,40.71875,-105.59375
1031,40.71875,-105.53125
1032,40.71875,-105.46875
1033,40.71875,-105.40625
1034,40.71875,-105.34375
1035,40.71875,-105.28125
1036,40.71875,-105.21875
1037,40.71875,-105.15625
1038,40.71875,-105.09375
1039,40.71875,-105.03125
1040,40.71875,-104.96875
1041,40.71875,-104.90625
1042,40.71875,-104.84375
1043,40.71875,-104.78125
1044,40.71875,-104.71875
1045,40.71875,-104.65625
1046,40.71875,-104.59375
1047,40.71875,-104.53125
1048,40.71875,-104.46875
1049,40.71875,-104.40625
1050,40.71875,-104.34375
1051,40.71875,-104.28125
1052,40.71875,-104.21875
1053,40.71875,-104.15625
1054,40.71875,-104.09375
1055,40.71875,-104.03125
1056,40.71875,-103.96875
1057,40.71875,-103.90625
1058,40.71875,-103.84375
1059,40.71875,-103.78125
1060,40.71875,-103.71875
1061,40.71875,-103.65625
1062,40.71875,-103.59375
1063,40.71875,-103.53125
1064,40.71875,-103.46875
1065,40.71875,-103.40625
1066,40.71875,-103.34375
1067,40.71875,-103.28125
