,lat_coastalnorth,lon_coastalnorth
1066,44.53125,-122.96875
1067,44.53125,-122.90625
1068,44.53125,-122.84375
1069,44.53125,-122.78125
1070,44.53125,-122.71875
1071,44.53125,-122.65625
1072,44.53125,-122.46875
1073,44.59375,-123.84375
1074,44.59375,-123.78125
1075,44.59375,-123.71875
1076,44.59375,-123.65625
1077,44.59375,-123.59375
1078,44.59375,-123.53125
1079,44.59375,-123.46875
1080,44.59375,-123.40625
1081,44.59375,-123.34375
1082,44.59375,-123.28125
1083,44.59375,-123.21875
1084,44.59375,-123.15625
1085,44.59375,-123.09375
1086,44.59375,-123.03125
1087,44.59375,-122.96875
1088,44.59375,-122.90625
1089,44.59375,-122.84375
1090,44.59375,-122.78125
1091,44.59375,-122.71875
1092,44.59375,-122.65625
1093,44.65625,-123.96875
1094,44.65625,-123.90625
1095,44.65625,-123.84375
1096,44.65625,-123.78125
1097,44.65625,-123.71875
1098,44.65625,-123.65625
1099,44.65625,-123.59375
1100,44.65625,-123.53125
1101,44.65625,-123.46875
1102,44.65625,-123.40625
1103,44.65625,-123.34375
1104,44.65625,-123.28125
1105,44.65625,-123.21875
1106,44.65625,-123.15625
1107,44.65625,-123.09375
1108,44.65625,-123.03125
1109,44.65625,-122.96875
1110,44.65625,-122.90625
1111,44.65625,-122.84375
1112,44.65625,-122.78125
1113,44.65625,-122.71875
1114,44.65625,-122.65625
1115,44.71875,-123.96875
1116,44.71875,-123.90625
1117,44.71875,-123.84375
1118,44.71875,-123.78125
1119,44.71875,-123.71875
1120,44.71875,-123.65625
1121,44.71875,-123.59375
1122,44.71875,-123.53125
1123,44.71875,-123.46875
1124,44.71875,-123.40625
1125,44.71875,-123.34375
1126,44.71875,-123.28125
1127,44.71875,-123.21875
1128,44.71875,-123.15625
1129,44.71875,-123.09375
1130,44.71875,-123.03125
1131,44.71875,-122.96875
1132,44.71875,-122.90625
1133,44.71875,-122.84375
1134,44.71875,-122.78125
1135,44.71875,-122.71875
1136,44.71875,-122.65625
1137,44.71875,-122.59375
1138,44.71875,-122.53125
1139,44.71875,-122.40625
1140,44.78125,-123.96875
1141,44.78125,-123.90625
1142,44.78125,-123.84375
1143,44.78125,-123.78125
1144,44.78125,-123.71875
1145,44.78125,-123.65625
1146,44.78125,-123.59375
1147,44.78125,-123.53125
1148,44.78125,-123.46875
1149,44.78125,-123.40625
1150,44.78125,-123.34375
1151,44.78125,-123.28125
1152,44.78125,-123.21875
1153,44.78125,-123.15625
1154,44.78125,-123.09375
1155,44.78125,-123.03125
1156,44.78125,-122.96875
1157,44.78125,-122.90625
1158,44.78125,-122.84375
1159,44.78125,-122.78125
1160,44.78125,-122.71875
1161,44.78125,-122.65625
1162,44.78125,-122.59375
1163,44.78125,-122.53125
1164,44.78125,-122.46875
1165,44.78125,-122.40625
1166,44.84375,-123.96875
1167,44.84375,-123.90625
1168,44.84375,-123.84375
1169,44.84375,-123.78125
1170,44.84375,-123.71875
1171,44.84375,-123.65625
1172,44.84375,-123.46875
1173,44.84375,-123.40625
1174,44.84375,-123.34375
1175,44.84375,-123.28125
1176,44.84375,-123.21875
1177,44.84375,-123.15625
1178,44.84375,-123.09375
1179,44.84375,-123.03125
1180,44.84375,-122.96875
1181,44.84375,-122.90625
1182,44.84375,-122.84375
1183,44.84375,-122.78125
1184,44.84375,-122.71875
1185,44.84375,-122.65625
1186,44.84375,-122.59375
1187,44.90625,-123.96875
1188,44.90625,-123.90625
1189,44.90625,-123.84375
1190,44.90625,-123.78125
1191,44.90625,-123.71875
1192,44.90625,-123.46875
1193,44.90625,-123.40625
1194,44.90625,-123.34375
1195,44.90625,-123.28125
1196,44.90625,-123.21875
1197,44.90625,-123.15625
1198,44.90625,-123.09375
1199,44.90625,-123.03125
1200,44.90625,-122.96875
1201,44.90625,-122.90625
1202,44.90625,-122.84375
1203,44.90625,-122.78125
1204,44.90625,-122.71875
1205,44.90625,-122.65625
1206,44.90625,-122.59375
1207,44.90625,-122.53125
1208,44.96875,-123.96875
1209,44.96875,-123.90625
1210,44.96875,-123.84375
1211,44.96875,-123.53125
1212,44.96875,-123.46875
1213,44.96875,-123.40625
1214,44.96875,-123.34375
1215,44.96875,-123.28125
1216,44.96875,-123.21875
1217,44.96875,-123.15625
1218,44.96875,-123.09375
1219,44.96875,-123.03125
1220,44.96875,-122.96875
1221,44.96875,-122.90625
1222,44.96875,-122.84375
1223,44.96875,-122.78125
1224,44.96875,-122.71875
1225,44.96875,-122.65625
1226,44.96875,-122.59375
1227,44.96875,-122.53125
1228,44.96875,-122.46875
1229,45.03125,-123.96875
1230,45.03125,-123.90625
1231,45.03125,-123.84375
1232,45.03125,-123.78125
1233,45.03125,-123.71875
1234,45.03125,-123.65625
1235,45.03125,-123.59375
1236,45.03125,-123.53125
1237,45.03125,-123.46875
1238,45.03125,-123.40625
1239,45.03125,-123.34375
1240,45.03125,-123.28125
1241,45.03125,-123.21875
1242,45.03125,-123.15625
1243,45.03125,-123.09375
1244,45.03125,-123.03125
1245,45.03125,-122.96875
1246,45.03125,-122.90625
1247,45.03125,-122.84375
1248,45.03125,-122.78125
1249,45.03125,-122.71875
1250,45.03125,-122.65625
1251,45.03125,-122.59375
1252,45.03125,-122.53125
1253,45.03125,-122.46875
1254,45.09375,-123.96875
1255,45.09375,-123.90625
1256,45.09375,-123.84375
1257,45.09375,-123.78125
1258,45.09375,-123.71875
1259,45.09375,-123.65625
1260,45.09375,-123.59375
1261,45.09375,-123.53125
1262,45.09375,-123.46875
1263,45.09375,-123.40625
1264,45.09375,-123.34375
1265,45.09375,-123.28125
1266,45.09375,-123.21875
1267,45.09375,-123.15625
1268,45.09375,-123.09375
1269,45.09375,-123.03125
1270,45.09375,-122.96875
1271,45.09375,-122.90625
1272,45.09375,-122.84375
1273,45.09375,-122.78125
1274,45.09375,-122.71875
1275,45.09375,-122.65625
1276,45.09375,-122.59375
1277,45.09375,-122.53125
1278,45.09375,-122.46875
1279,45.09375,-122.40625
1280,45.15625,-123.96875
1281,45.15625,-123.90625
1282,45.15625,-123.84375
1283,45.15625,-123.78125
1284,45.15625,-123.71875
1285,45.15625,-123.65625
1286,45.15625,-123.59375
1287,45.15625,-123.53125
1288,45.15625,-123.46875
1289,45.15625,-123.40625
1290,45.15625,-123.34375
1291,45.15625,-123.28125
1292,45.15625,-123.21875
1293,45.15625,-123.15625
1294,45.15625,-123.09375
1295,45.15625,-123.03125
1296,45.15625,-122.96875
1297,45.15625,-122.90625
1298,45.15625,-122.84375
1299,45.15625,-122.78125
1300,45.15625,-122.71875
1301,45.15625,-122.65625
1302,45.15625,-122.59375
1303,45.15625,-122.53125
1304,45.15625,-122.46875
1305,45.15625,-122.40625
1306,45.21875,-123.96875
1307,45.21875,-123.90625
1308,45.21875,-123.84375
1309,45.21875,-123.78125
1310,45.21875,-123.65625
1311,45.21875,-123.59375
1312,45.21875,-123.53125
1313,45.21875,-123.46875
1314,45.21875,-123.40625
1315,45.21875,-123.34375
1316,45.21875,-123.28125
1317,45.21875,-123.21875
1318,45.21875,-123.15625
1319,45.21875,-123.09375
1320,45.21875,-123.03125
1321,45.21875,-122.96875
1322,45.21875,-122.90625
1323,45.21875,-122.84375
1324,45.21875,-122.78125
1325,45.21875,-122.71875
1326,45.21875,-122.65625
1327,45.21875,-122.59375
1328,45.21875,-122.53125
1329,45.21875,-122.46875
1330,45.21875,-122.40625
1331,45.21875,-122.34375
1332,45.21875,-122.28125
1333,45.21875,-122.21875
1334,45.28125,-123.96875
1335,45.28125,-123.90625
1336,45.28125,-123.84375
1337,45.28125,-123.78125
1338,45.28125,-123.71875
1339,45.28125,-123.65625
1340,45.28125,-123.59375
1341,45.28125,-123.53125
1342,45.28125,-123.34375
1343,45.28125,-123.28125
1344,45.28125,-123.21875
1345,45.28125,-123.15625
1346,45.28125,-123.09375
1347,45.28125,-123.03125
1348,45.28125,-122.96875
1349,45.28125,-122.90625
1350,45.28125,-122.84375
1351,45.28125,-122.78125
1352,45.28125,-122.71875
1353,45.28125,-122.65625
1354,45.28125,-122.59375
1355,45.28125,-122.53125
1356,45.28125,-122.46875
1357,45.28125,-122.40625
1358,45.28125,-122.34375
1359,45.28125,-122.28125
1360,45.28125,-122.21875
1361,45.28125,-122.15625
1362,45.34375,-123.96875
1363,45.34375,-123.90625
1364,45.34375,-123.84375
1365,45.34375,-123.78125
1366,45.34375,-123.71875
1367,45.34375,-123.65625
1368,45.34375,-123.59375
1369,45.34375,-123.34375
1370,45.34375,-123.28125
1371,45.34375,-123.21875
1372,45.34375,-123.15625
1373,45.34375,-123.09375
1374,45.34375,-123.03125
1375,45.34375,-122.96875
1376,45.34375,-122.90625
1377,45.34375,-122.84375
1378,45.34375,-122.78125
1379,45.34375,-122.71875
1380,45.34375,-122.65625
1381,45.34375,-122.59375
1382,45.34375,-122.53125
1383,45.34375,-122.46875
1384,45.34375,-122.40625
1385,45.34375,-122.34375
1386,45.34375,-122.28125
1387,45.34375,-122.21875
1388,45.34375,-122.15625
1389,45.40625,-123.96875
1390,45.40625,-123.90625
1391,45.40625,-123.84375
1392,45.40625,-123.78125
1393,45.40625,-123.71875
1394,45.40625,-123.65625
1395,45.40625,-123.59375
1396,45.40625,-123.34375
1397,45.40625,-123.28125
1398,45.40625,-123.21875
1399,45.40625,-123.15625
1400,45.40625,-123.09375
1401,45.40625,-123.03125
1402,45.40625,-122.96875
1403,45.40625,-122.90625
1404,45.40625,-122.84375
1405,45.40625,-122.78125
1406,45.40625,-122.71875
1407,45.40625,-122.65625
1408,45.40625,-122.59375
1409,45.40625,-122.53125
1410,45.40625,-122.46875
1411,45.40625,-122.40625
1412,45.40625,-122.34375
1413,45.40625,-122.28125
1414,45.40625,-122.21875
1415,45.40625,-122.15625
1416,45.40625,-122.09375
1417,45.46875,-123.96875
1418,45.46875,-123.90625
1419,45.46875,-123.84375
1420,45.46875,-123.78125
1421,45.46875,-123.71875
1422,45.46875,-123.65625
1423,45.46875,-123.59375
1424,45.46875,-123.34375
1425,45.46875,-123.28125
1426,45.46875,-123.21875
1427,45.46875,-123.15625
1428,45.46875,-123.09375
1429,45.46875,-123.03125
1430,45.46875,-122.96875
1431,45.46875,-122.90625
1432,45.46875,-122.84375
1433,45.46875,-122.78125
1434,45.46875,-122.71875
1435,45.46875,-122.65625
1436,45.46875,-122.59375
1437,45.46875,-122.53125
1438,45.46875,-122.46875
1439,45.46875,-122.40625
1440,45.46875,-122.34375
1441,45.46875,-122.28125
1442,45.46875,-122.21875
1443,45.46875,-122.15625
1444,45.46875,-122.09375
1445,45.53125,-123.84375
1446,45.53125,-123.78125
1447,45.53125,-123.71875
1448,45.53125,-123.65625
1449,45.53125,-123.59375
1450,45.53125,-123.28125
1451,45.53125,-123.21875
1452,45.53125,-123.15625
1453,45.53125,-123.09375
1454,45.53125,-123.03125
1455,45.53125,-122.96875
1456,45.53125,-122.90625
1457,45.53125,-122.84375
1458,45.53125,-122.78125
1459,45.53125,-122.71875
1460,45.53125,-122.65625
1461,45.53125,-122.59375
1462,45.53125,-122.53125
1463,45.53125,-122.46875
1464,45.53125,-122.40625
1465,45.53125,-122.34375
1466,45.53125,-122.28125
1467,45.53125,-122.21875
1468,45.59375,-123.84375
1469,45.59375,-123.78125
1470,45.59375,-123.71875
1471,45.59375,-123.59375
1472,45.59375,-123.53125
1473,45.59375,-123.28125
1474,45.59375,-123.21875
1475,45.59375,-123.15625
1476,45.59375,-123.09375
1477,45.59375,-123.03125
1478,45.59375,-122.96875
1479,45.59375,-122.90625
1480,45.59375,-122.84375
1481,45.59375,-122.78125
1482,45.59375,-122.71875
1483,45.59375,-122.65625
1484,45.59375,-122.59375
1485,45.59375,-122.53125
1486,45.59375,-122.46875
1487,45.59375,-122.40625
1488,45.59375,-122.34375
1489,45.59375,-122.28125
1490,45.59375,-122.21875
1491,45.59375,-122.15625
1492,45.59375,-122.09375
1493,45.65625,-123.84375
1494,45.65625,-123.78125
1495,45.65625,-123.34375
1496,45.65625,-123.28125
1497,45.65625,-123.21875
1498,45.65625,-123.15625
1499,45.65625,-123.09375
1500,45.65625,-123.03125
1501,45.65625,-122.96875
1502,45.65625,-122.90625
1503,45.65625,-122.84375
1504,45.65625,-122.78125
1505,45.65625,-122.71875
1506,45.65625,-122.65625
1507,45.65625,-122.59375
1508,45.65625,-122.53125
1509,45.65625,-122.46875
1510,45.65625,-122.40625
1511,45.65625,-122.34375
1512,45.65625,-122.28125
1513,45.71875,-123.84375
1514,45.71875,-123.78125
1515,45.71875,-123.71875
1516,45.71875,-123.34375
1517,45.71875,-123.28125
1518,45.71875,-123.21875
1519,45.71875,-123.15625
1520,45.71875,-123.09375
1521,45.71875,-123.03125
1522,45.71875,-122.96875
1523,45.71875,-122.90625
1524,45.71875,-122.84375
1525,45.71875,-122.78125
1526,45.71875,-122.71875
1527,45.71875,-122.65625
1528,45.71875,-122.59375
1529,45.71875,-122.53125
1530,45.71875,-122.46875
1531,45.71875,-122.40625
1532,45.78125,-123.96875
1533,45.78125,-123.90625
1534,45.78125,-123.84375
1535,45.78125,-123.78125
1536,45.78125,-123.71875
1537,45.78125,-123.65625
1538,45.78125,-123.59375
1539,45.78125,-123.34375
1540,45.78125,-123.28125
1541,45.78125,-123.21875
1542,45.78125,-123.15625
1543,45.78125,-123.09375
1544,45.78125,-123.03125
1545,45.78125,-122.96875
1546,45.78125,-122.90625
1547,45.78125,-122.84375
1548,45.78125,-122.78125
1549,45.78125,-122.71875
1550,45.78125,-122.65625
1551,45.78125,-122.59375
1552,45.78125,-122.53125
1553,45.78125,-122.46875
1554,45.78125,-122.40625
1555,45.78125,-122.34375
1556,45.84375,-123.96875
1557,45.84375,-123.90625
1558,45.84375,-123.84375
1559,45.84375,-123.78125
1560,45.84375,-123.71875
1561,45.84375,-123.65625
1562,45.84375,-123.59375
1563,45.84375,-123.53125
1564,45.84375,-123.34375
1565,45.84375,-123.28125
1566,45.84375,-123.21875
1567,45.84375,-123.15625
1568,45.84375,-123.09375
1569,45.84375,-123.03125
1570,45.84375,-122.96875
1571,45.84375,-122.90625
1572,45.84375,-122.84375
1573,45.84375,-122.78125
1574,45.84375,-122.71875
1575,45.84375,-122.65625
1576,45.84375,-122.59375
1577,45.84375,-122.53125
1578,45.84375,-122.46875
1579,45.84375,-122.40625
1580,45.90625,-123.96875
1581,45.90625,-123.90625
1582,45.90625,-123.84375
1583,45.90625,-123.78125
1584,45.90625,-123.71875
1585,45.90625,-123.65625
1586,45.90625,-123.59375
1587,45.90625,-123.53125
1588,45.90625,-123.46875
1589,45.90625,-123.40625
1590,45.90625,-123.34375
1591,45.90625,-123.28125
1592,45.90625,-123.21875
1593,45.90625,-123.15625
1594,45.90625,-123.09375
1595,45.90625,-123.03125
1596,45.90625,-122.96875
1597,45.90625,-122.90625
1598,45.90625,-122.84375
1599,45.90625,-122.78125
1600,45.90625,-122.71875
1601,45.90625,-122.65625
1602,45.90625,-122.59375
1603,45.90625,-122.53125
1604,45.90625,-122.46875
1605,45.90625,-122.40625
1606,45.96875,-123.96875
1607,45.96875,-123.90625
1608,45.96875,-123.84375
1609,45.96875,-123.78125
1610,45.96875,-123.71875
1611,45.96875,-123.65625
1612,45.96875,-123.59375
1613,45.96875,-123.53125
1614,45.96875,-123.46875
1615,45.96875,-123.40625
1616,45.96875,-123.34375
1617,45.96875,-123.28125
1618,45.96875,-123.21875
1619,45.96875,-123.15625
1620,45.96875,-123.09375
1621,45.96875,-123.03125
1622,45.96875,-122.96875
1623,45.96875,-122.90625
1624,45.96875,-122.84375
1625,45.96875,-122.78125
1626,45.96875,-122.71875
1627,45.96875,-122.65625
1628,45.96875,-122.59375
1629,45.96875,-122.53125
1630,45.96875,-122.46875
1631,45.96875,-122.40625
1632,45.96875,-122.34375
1633,46.03125,-123.84375
1634,46.03125,-123.78125
1635,46.03125,-123.71875
1636,46.03125,-123.65625
1637,46.03125,-123.59375
1638,46.03125,-123.53125
1639,46.03125,-123.46875
1640,46.03125,-123.40625
1641,46.03125,-123.34375
1642,46.03125,-123.28125
1643,46.03125,-123.21875
1644,46.03125,-123.15625
1645,46.03125,-123.09375
1646,46.03125,-123.03125
1647,46.03125,-122.96875
1648,46.03125,-122.90625
1649,46.03125,-122.84375
1650,46.03125,-122.78125
1651,46.03125,-122.71875
1652,46.03125,-122.65625
1653,46.03125,-122.53125
1654,46.09375,-123.84375
1655,46.09375,-123.78125
1656,46.09375,-123.71875
1657,46.09375,-123.65625
1658,46.09375,-123.53125
1659,46.09375,-123.40625
1660,46.09375,-123.34375
1661,46.09375,-123.28125
1662,46.09375,-123.21875
1663,46.09375,-123.15625
1664,46.09375,-123.09375
1665,46.09375,-123.03125
1666,46.09375,-122.96875
1667,46.09375,-122.90625
1668,46.09375,-122.84375
1669,46.09375,-122.78125
1670,46.09375,-122.71875
1671,46.09375,-122.65625
1672,46.09375,-122.59375
1673,46.15625,-123.34375
1674,46.15625,-123.28125
1675,46.15625,-123.21875
1676,46.15625,-123.15625
1677,46.15625,-123.09375
1678,46.15625,-123.03125
1679,46.15625,-122.96875
1680,46.15625,-122.90625
1681,46.15625,-122.84375
1682,46.15625,-122.78125
1683,46.15625,-122.71875
1684,46.15625,-122.65625
1685,46.15625,-122.59375
1686,46.21875,-123.34375
1687,46.21875,-123.28125
1688,46.21875,-123.21875
1689,46.21875,-123.15625
1690,46.21875,-123.09375
1691,46.21875,-123.03125
1692,46.21875,-122.96875
1693,46.21875,-122.90625
1694,46.21875,-122.84375
1695,46.21875,-122.78125
1696,46.21875,-122.71875
1697,46.21875,-122.65625
1698,46.28125,-123.96875
1699,46.28125,-123.90625
1700,46.28125,-123.84375
1701,46.28125,-123.78125
1702,46.28125,-123.71875
1703,46.28125,-123.65625
1704,46.28125,-123.59375
1705,46.28125,-123.53125
1706,46.28125,-123.46875
1707,46.28125,-123.40625
1708,46.28125,-123.34375
1709,46.28125,-123.28125
1710,46.28125,-123.21875
1711,46.28125,-123.15625
1712,46.28125,-123.09375
1713,46.28125,-123.03125
1714,46.28125,-122.96875
1715,46.28125,-122.90625
1716,46.28125,-122.84375
1717,46.28125,-122.78125
1718,46.28125,-122.71875
1719,46.28125,-122.65625
1720,46.28125,-122.59375
1721,46.34375,-123.96875
1722,46.34375,-123.90625
1723,46.34375,-123.84375
1724,46.34375,-123.78125
1725,46.34375,-123.71875
1726,46.34375,-123.65625
1727,46.34375,-123.59375
1728,46.34375,-123.53125
1729,46.34375,-123.46875
1730,46.34375,-123.40625
1731,46.34375,-123.28125
1732,46.34375,-123.21875
1733,46.34375,-123.15625
1734,46.34375,-123.03125
1735,46.34375,-122.96875
1736,46.34375,-122.90625
1737,46.34375,-122.84375
1738,46.34375,-122.78125
1739,46.34375,-122.71875
1740,46.34375,-122.65625
1741,46.34375,-122.53125
1742,46.34375,-122.46875
1743,46.40625,-123.84375
1744,46.40625,-123.78125
1745,46.40625,-123.71875
1746,46.40625,-123.65625
1747,46.40625,-123.59375
1748,46.40625,-123.53125
1749,46.40625,-123.46875
1750,46.40625,-123.15625
1751,46.40625,-123.09375
1752,46.40625,-123.03125
1753,46.40625,-122.96875
1754,46.40625,-122.90625
1755,46.40625,-122.84375
1756,46.40625,-122.78125
1757,46.40625,-122.71875
1758,46.40625,-122.65625
1759,46.40625,-122.59375
1760,46.40625,-122.53125
1761,46.40625,-122.46875
1762,46.46875,-123.84375
1763,46.46875,-123.78125
1764,46.46875,-123.71875
1765,46.46875,-123.65625
1766,46.46875,-123.28125
1767,46.46875,-123.15625
1768,46.46875,-123.09375
1769,46.46875,-123.03125
1770,46.46875,-122.96875
1771,46.46875,-122.90625
1772,46.46875,-122.84375
1773,46.46875,-122.78125
1774,46.46875,-122.71875
1775,46.46875,-122.65625
1776,46.46875,-122.59375
1777,46.46875,-122.53125
1778,46.46875,-122.46875
1779,46.46875,-122.40625
1780,46.46875,-122.28125
1781,46.46875,-122.21875
1782,46.46875,-122.09375
1783,46.46875,-122.03125
1784,46.53125,-123.84375
1785,46.53125,-123.78125
1786,46.53125,-123.65625
1787,46.53125,-123.59375
1788,46.53125,-123.53125
1789,46.53125,-123.46875
1790,46.53125,-123.40625
1791,46.53125,-123.34375
1792,46.53125,-123.28125
1793,46.53125,-123.21875
1794,46.53125,-123.15625
1795,46.53125,-123.09375
1796,46.53125,-123.03125
1797,46.53125,-122.96875
1798,46.53125,-122.90625
1799,46.53125,-122.84375
1800,46.53125,-122.78125
1801,46.53125,-122.71875
1802,46.53125,-122.65625
1803,46.53125,-122.59375
1804,46.53125,-122.53125
1805,46.53125,-122.46875
1806,46.53125,-122.40625
1807,46.53125,-122.34375
1808,46.53125,-122.09375
1809,46.53125,-122.03125
1810,46.59375,-123.84375
1811,46.59375,-123.78125
1812,46.59375,-123.71875
1813,46.59375,-123.65625
1814,46.59375,-123.59375
1815,46.59375,-123.53125
1816,46.59375,-123.46875
1817,46.59375,-123.40625
1818,46.59375,-123.34375
1819,46.59375,-123.28125
1820,46.59375,-123.21875
1821,46.59375,-123.15625
1822,46.59375,-123.09375
1823,46.59375,-123.03125
1824,46.59375,-122.96875
1825,46.59375,-122.90625
1826,46.59375,-122.84375
1827,46.59375,-122.78125
1828,46.59375,-122.71875
1829,46.59375,-122.65625
1830,46.59375,-122.59375
1831,46.59375,-122.53125
1832,46.59375,-122.46875
1833,46.65625,-123.71875
1834,46.65625,-123.65625
1835,46.65625,-123.59375
1836,46.65625,-123.53125
1837,46.65625,-123.46875
1838,46.65625,-123.40625
1839,46.65625,-123.34375
1840,46.65625,-123.28125
1841,46.65625,-123.21875
1842,46.65625,-123.15625
1843,46.65625,-123.09375
1844,46.65625,-123.03125
1845,46.65625,-122.96875
1846,46.65625,-122.90625
1847,46.65625,-122.84375
1848,46.65625,-122.78125
1849,46.65625,-122.71875
1850,46.65625,-122.65625
1851,46.65625,-122.59375
1852,46.71875,-123.71875
1853,46.71875,-123.65625
1854,46.71875,-123.59375
1855,46.71875,-123.53125
1856,46.71875,-123.46875
1857,46.71875,-123.40625
1858,46.71875,-123.28125
1859,46.71875,-123.21875
1860,46.71875,-123.15625
1861,46.71875,-123.09375
1862,46.71875,-123.03125
1863,46.71875,-122.96875
1864,46.71875,-122.90625
1865,46.71875,-122.84375
1866,46.71875,-122.78125
1867,46.71875,-122.71875
1868,46.71875,-122.65625
1869,46.71875,-122.21875
1870,46.71875,-122.15625
1871,46.78125,-124.09375
1872,46.78125,-124.03125
1873,46.78125,-123.96875
1874,46.78125,-123.90625
1875,46.78125,-123.84375
1876,46.78125,-123.78125
1877,46.78125,-123.71875
1878,46.78125,-123.65625
1879,46.78125,-123.59375
1880,46.78125,-123.53125
1881,46.78125,-123.46875
1882,46.78125,-123.40625
1883,46.78125,-123.34375
1884,46.78125,-123.28125
1885,46.78125,-123.21875
1886,46.78125,-123.15625
1887,46.78125,-123.09375
1888,46.78125,-123.03125
1889,46.78125,-122.96875
1890,46.78125,-122.90625
1891,46.78125,-122.84375
1892,46.78125,-122.78125
1893,46.78125,-122.71875
1894,46.78125,-122.65625
1895,46.78125,-122.59375
1896,46.78125,-122.53125
1897,46.78125,-122.46875
1898,46.78125,-122.40625
1899,46.78125,-122.34375
1900,46.78125,-122.28125
1901,46.78125,-122.21875
1902,46.84375,-124.09375
1903,46.84375,-124.03125
1904,46.84375,-123.96875
1905,46.84375,-123.90625
1906,46.84375,-123.84375
1907,46.84375,-123.78125
1908,46.84375,-123.71875
1909,46.84375,-123.65625
1910,46.84375,-123.59375
1911,46.84375,-123.53125
1912,46.84375,-123.46875
1913,46.84375,-123.40625
1914,46.84375,-123.34375
1915,46.84375,-123.28125
1916,46.84375,-123.21875
1917,46.84375,-123.15625
1918,46.84375,-123.09375
1919,46.84375,-123.03125
1920,46.84375,-122.96875
1921,46.84375,-122.90625
1922,46.84375,-122.84375
1923,46.84375,-122.78125
1924,46.84375,-122.71875
1925,46.84375,-122.65625
1926,46.84375,-122.59375
1927,46.84375,-122.53125
1928,46.84375,-122.46875
1929,46.84375,-122.40625
1930,46.84375,-122.34375
1931,46.84375,-122.28125
1932,46.84375,-122.21875
1933,46.84375,-122.15625
1934,46.90625,-123.71875
1935,46.90625,-123.65625
1936,46.90625,-123.59375
1937,46.90625,-123.53125
1938,46.90625,-123.46875
1939,46.90625,-123.40625
1940,46.90625,-123.34375
1941,46.90625,-123.28125
1942,46.90625,-123.21875
1943,46.90625,-123.15625
1944,46.90625,-123.09375
1945,46.90625,-123.03125
1946,46.90625,-122.96875
1947,46.90625,-122.90625
1948,46.90625,-122.84375
1949,46.90625,-122.78125
1950,46.90625,-122.71875
1951,46.90625,-122.65625
1952,46.90625,-122.59375
1953,46.90625,-122.53125
1954,46.90625,-122.46875
1955,46.90625,-122.40625
1956,46.90625,-122.34375
1957,46.90625,-122.28125
1958,46.90625,-122.21875
1959,46.96875,-123.71875
1960,46.96875,-123.65625
1961,46.96875,-123.59375
1962,46.96875,-123.53125
1963,46.96875,-123.46875
1964,46.96875,-123.40625
1965,46.96875,-123.34375
1966,46.96875,-123.28125
1967,46.96875,-123.21875
1968,46.96875,-123.09375
1969,46.96875,-123.03125
1970,46.96875,-122.96875
1971,46.96875,-122.90625
1972,46.96875,-122.84375
1973,46.96875,-122.78125
1974,46.96875,-122.71875
1975,46.96875,-122.65625
1976,46.96875,-122.59375
1977,46.96875,-122.53125
1978,46.96875,-122.46875
1979,46.96875,-122.40625
1980,46.96875,-122.34375
1981,46.96875,-122.28125
1982,46.96875,-122.21875
1983,46.96875,-122.15625
1984,46.96875,-122.09375
1985,47.03125,-124.09375
1986,47.03125,-124.03125
1987,47.03125,-123.96875
1988,47.03125,-123.90625
1989,47.03125,-123.84375
1990,47.03125,-123.78125
1991,47.03125,-123.71875
1992,47.03125,-123.65625
1993,47.03125,-123.59375
1994,47.03125,-123.53125
1995,47.03125,-123.46875
1996,47.03125,-123.40625
1997,47.03125,-123.34375
1998,47.03125,-123.28125
1999,47.03125,-123.21875
2000,47.03125,-123.15625
2001,47.03125,-123.09375
2002,47.03125,-123.03125
2003,47.03125,-122.96875
2004,47.03125,-122.90625
2005,47.03125,-122.84375
2006,47.03125,-122.78125
2007,47.03125,-122.71875
2008,47.03125,-122.65625
2009,47.03125,-122.59375
2010,47.03125,-122.53125
2011,47.03125,-122.46875
2012,47.03125,-122.40625
2013,47.03125,-122.34375
2014,47.03125,-122.28125
2015,47.03125,-122.21875
2016,47.03125,-122.15625
2017,47.03125,-122.09375
2018,47.03125,-122.03125
2019,47.09375,-124.09375
2020,47.09375,-124.03125
2021,47.09375,-123.96875
2022,47.09375,-123.90625
2023,47.09375,-123.84375
2024,47.09375,-123.78125
2025,47.09375,-123.71875
2026,47.09375,-123.65625
2027,47.09375,-123.59375
2028,47.09375,-123.53125
2029,47.09375,-123.46875
2030,47.09375,-123.40625
2031,47.09375,-123.34375
2032,47.09375,-123.28125
2033,47.09375,-123.21875
2034,47.09375,-123.15625
2035,47.09375,-123.09375
2036,47.09375,-123.03125
2037,47.09375,-122.96875
2038,47.09375,-122.90625
2039,47.09375,-122.84375
2040,47.09375,-122.78125
2041,47.09375,-122.71875
2042,47.09375,-122.65625
2043,47.09375,-122.59375
2044,47.09375,-122.53125
2045,47.09375,-122.46875
2046,47.09375,-122.40625
2047,47.09375,-122.34375
2048,47.09375,-122.28125
2049,47.09375,-122.21875
2050,47.09375,-122.15625
2051,47.09375,-122.09375
2052,47.09375,-122.03125
2053,47.15625,-124.21875
2054,47.15625,-124.15625
2055,47.15625,-124.09375
2056,47.15625,-124.03125
2057,47.15625,-123.96875
2058,47.15625,-123.90625
2059,47.15625,-123.84375
2060,47.15625,-123.78125
2061,47.15625,-123.71875
2062,47.15625,-123.65625
2063,47.15625,-123.59375
