,lat_coastalnorth,lon_coastalnorth
304,42.53125,-123.09375
305,42.53125,-123.03125
306,42.53125,-122.96875
307,42.53125,-122.90625
308,42.53125,-122.84375
309,42.53125,-122.78125
310,42.53125,-122.71875
311,42.53125,-122.65625
312,42.53125,-122.59375
313,42.53125,-122.53125
314,42.53125,-122.46875
315,42.59375,-124.34375
316,42.59375,-124.28125
317,42.59375,-124.21875
318,42.59375,-124.09375
319,42.59375,-124.03125
320,42.59375,-123.71875
321,42.59375,-123.65625
322,42.59375,-123.59375
323,42.59375,-123.53125
324,42.59375,-123.46875
325,42.59375,-123.40625
326,42.59375,-123.34375
327,42.59375,-123.28125
328,42.59375,-123.21875
329,42.59375,-123.15625
330,42.59375,-123.09375
331,42.59375,-123.03125
332,42.59375,-122.96875
333,42.59375,-122.90625
334,42.59375,-122.84375
335,42.59375,-122.78125
336,42.59375,-122.71875
337,42.59375,-122.65625
338,42.59375,-122.59375
339,42.59375,-122.46875
340,42.65625,-124.46875
341,42.65625,-124.40625
342,42.65625,-124.34375
343,42.65625,-124.28125
344,42.65625,-124.21875
345,42.65625,-124.09375
346,42.65625,-124.03125
347,42.65625,-123.96875
348,42.65625,-123.71875
349,42.65625,-123.65625
350,42.65625,-123.59375
351,42.65625,-123.53125
352,42.65625,-123.46875
353,42.65625,-123.40625
354,42.65625,-123.34375
355,42.65625,-123.28125
356,42.65625,-123.21875
357,42.65625,-123.15625
358,42.65625,-123.09375
359,42.65625,-123.03125
360,42.65625,-122.96875
361,42.65625,-122.90625
362,42.65625,-122.84375
363,42.65625,-122.78125
364,42.65625,-122.71875
365,42.65625,-122.65625
366,42.71875,-124.46875
367,42.71875,-124.40625
368,42.71875,-124.34375
369,42.71875,-124.28125
370,42.71875,-124.21875
371,42.71875,-123.90625
372,42.71875,-123.84375
373,42.71875,-123.78125
374,42.71875,-123.59375
375,42.71875,-123.53125
376,42.71875,-123.46875
377,42.71875,-123.40625
378,42.71875,-123.34375
379,42.71875,-123.28125
380,42.71875,-123.09375
381,42.71875,-122.90625
382,42.71875,-122.84375
383,42.71875,-122.78125
384,42.71875,-122.71875
385,42.71875,-122.65625
386,42.71875,-122.59375
387,42.71875,-122.53125
388,42.71875,-122.46875
389,42.71875,-122.40625
390,42.71875,-122.03125
391,42.78125,-124.46875
392,42.78125,-124.40625
393,42.78125,-124.34375
394,42.78125,-124.28125
395,42.78125,-124.21875
396,42.78125,-124.15625
397,42.78125,-124.09375
398,42.78125,-124.03125
399,42.78125,-123.65625
400,42.78125,-123.59375
401,42.78125,-123.53125
402,42.78125,-123.46875
403,42.78125,-123.40625
404,42.78125,-123.34375
405,42.78125,-123.28125
406,42.78125,-123.21875
407,42.78125,-122.71875
408,42.78125,-122.65625
409,42.78125,-122.46875
410,42.84375,-124.46875
411,42.84375,-124.40625
412,42.84375,-124.34375
413,42.84375,-124.28125
414,42.84375,-124.21875
415,42.84375,-124.15625
416,42.84375,-124.09375
417,42.84375,-124.03125
418,42.84375,-123.78125
419,42.84375,-123.71875
420,42.84375,-123.65625
421,42.84375,-123.59375
422,42.84375,-123.53125
423,42.84375,-123.46875
424,42.84375,-123.40625
425,42.84375,-123.34375
426,42.84375,-123.28125
427,42.84375,-123.21875
428,42.84375,-123.15625
429,42.84375,-123.09375
430,42.84375,-123.03125
431,42.84375,-122.96875
432,42.84375,-122.90625
433,42.84375,-122.84375
434,42.84375,-122.46875
435,42.90625,-124.46875
436,42.90625,-124.40625
437,42.90625,-124.34375
438,42.90625,-124.28125
439,42.90625,-124.21875
440,42.90625,-124.15625
441,42.90625,-124.09375
442,42.90625,-124.03125
443,42.90625,-123.96875
444,42.90625,-123.71875
445,42.90625,-123.65625
446,42.90625,-123.59375
447,42.90625,-123.53125
448,42.90625,-123.46875
449,42.90625,-123.40625
450,42.90625,-123.34375
451,42.90625,-123.28125
452,42.90625,-123.21875
453,42.90625,-123.15625
454,42.90625,-123.09375
455,42.90625,-123.03125
456,42.90625,-122.96875
457,42.90625,-122.90625
458,42.96875,-124.46875
459,42.96875,-124.40625
460,42.96875,-124.34375
461,42.96875,-124.28125
462,42.96875,-124.21875
463,42.96875,-124.15625
464,42.96875,-124.09375
465,42.96875,-124.03125
466,42.96875,-123.96875
467,42.96875,-123.90625
468,42.96875,-123.84375
469,42.96875,-123.78125
470,42.96875,-123.71875
471,42.96875,-123.65625
472,42.96875,-123.59375
473,42.96875,-123.53125
474,42.96875,-123.46875
475,42.96875,-123.40625
476,42.96875,-123.34375
477,42.96875,-123.28125
478,42.96875,-123.21875
479,42.96875,-123.15625
480,42.96875,-123.09375
481,42.96875,-123.03125
482,42.96875,-122.96875
483,42.96875,-122.90625
484,42.96875,-122.84375
485,42.96875,-122.71875
486,42.96875,-122.65625
487,43.03125,-124.34375
488,43.03125,-124.28125
489,43.03125,-124.21875
490,43.03125,-124.15625
491,43.03125,-124.09375
492,43.03125,-124.03125
493,43.03125,-123.96875
494,43.03125,-123.90625
495,43.03125,-123.84375
496,43.03125,-123.78125
497,43.03125,-123.71875
498,43.03125,-123.65625
499,43.03125,-123.59375
500,43.03125,-123.53125
501,43.03125,-123.46875
502,43.03125,-123.40625
503,43.03125,-123.34375
504,43.03125,-123.28125
505,43.03125,-123.21875
506,43.03125,-123.15625
507,43.03125,-123.09375
508,43.03125,-123.03125
509,43.03125,-122.96875
510,43.03125,-122.84375
511,43.03125,-122.71875
512,43.03125,-122.65625
513,43.09375,-124.34375
514,43.09375,-124.28125
515,43.09375,-124.21875
516,43.09375,-124.15625
517,43.09375,-124.09375
518,43.09375,-124.03125
519,43.09375,-123.96875
520,43.09375,-123.90625
521,43.09375,-123.84375
522,43.09375,-123.78125
523,43.09375,-123.71875
524,43.09375,-123.65625
525,43.09375,-123.59375
526,43.09375,-123.53125
527,43.09375,-123.46875
528,43.09375,-123.40625
529,43.09375,-123.34375
530,43.09375,-123.28125
531,43.09375,-123.21875
532,43.09375,-123.15625
533,43.09375,-123.09375
534,43.09375,-122.78125
535,43.15625,-124.34375
536,43.15625,-124.28125
537,43.15625,-124.21875
538,43.15625,-124.15625
539,43.15625,-124.09375
540,43.15625,-124.03125
541,43.15625,-123.96875
542,43.15625,-123.90625
543,43.15625,-123.84375
544,43.15625,-123.78125
545,43.15625,-123.71875
546,43.15625,-123.65625
547,43.15625,-123.59375
548,43.15625,-123.53125
549,43.15625,-123.46875
550,43.15625,-123.40625
551,43.15625,-123.34375
552,43.15625,-123.28125
553,43.15625,-123.21875
554,43.15625,-123.15625
555,43.15625,-123.09375
556,43.15625,-123.03125
557,43.21875,-124.34375
558,43.21875,-124.28125
559,43.21875,-124.21875
560,43.21875,-124.15625
561,43.21875,-124.09375
562,43.21875,-124.03125
563,43.21875,-123.96875
564,43.21875,-123.90625
565,43.21875,-123.84375
566,43.21875,-123.78125
567,43.21875,-123.65625
568,43.21875,-123.59375
569,43.21875,-123.53125
570,43.21875,-123.46875
571,43.21875,-123.40625
572,43.21875,-123.34375
573,43.21875,-123.28125
574,43.21875,-123.21875
575,43.21875,-123.15625
576,43.21875,-123.09375
577,43.21875,-123.03125
578,43.21875,-122.96875
579,43.28125,-124.21875
580,43.28125,-124.15625
581,43.28125,-124.09375
582,43.28125,-124.03125
583,43.28125,-123.96875
584,43.28125,-123.90625
585,43.28125,-123.84375
586,43.28125,-123.78125
587,43.28125,-123.71875
588,43.28125,-123.65625
589,43.28125,-123.59375
590,43.28125,-123.53125
591,43.28125,-123.46875
592,43.28125,-123.40625
593,43.28125,-123.34375
594,43.28125,-123.28125
595,43.28125,-123.21875
596,43.28125,-123.15625
597,43.28125,-123.09375
598,43.28125,-123.03125
599,43.28125,-122.96875
600,43.28125,-122.90625
601,43.34375,-124.21875
602,43.34375,-124.15625
603,43.34375,-124.09375
604,43.34375,-124.03125
605,43.34375,-123.96875
606,43.34375,-123.90625
607,43.34375,-123.84375
608,43.34375,-123.78125
609,43.34375,-123.71875
610,43.34375,-123.65625
611,43.34375,-123.59375
612,43.34375,-123.53125
613,43.34375,-123.46875
614,43.34375,-123.40625
615,43.34375,-123.34375
616,43.34375,-123.28125
617,43.34375,-123.21875
618,43.34375,-123.15625
619,43.34375,-123.09375
620,43.34375,-123.03125
621,43.34375,-122.96875
622,43.34375,-122.78125
623,43.34375,-122.71875
624,43.40625,-124.09375
625,43.40625,-124.03125
626,43.40625,-123.96875
627,43.40625,-123.90625
628,43.40625,-123.84375
629,43.40625,-123.78125
630,43.40625,-123.71875
631,43.40625,-123.65625
632,43.40625,-123.59375
633,43.40625,-123.53125
634,43.40625,-123.46875
635,43.40625,-123.40625
636,43.40625,-123.34375
637,43.40625,-123.28125
638,43.40625,-123.21875
639,43.40625,-123.15625
640,43.40625,-123.09375
641,43.40625,-122.90625
642,43.40625,-122.65625
643,43.40625,-122.59375
644,43.46875,-124.09375
645,43.46875,-124.03125
646,43.46875,-123.96875
647,43.46875,-123.90625
648,43.46875,-123.84375
649,43.46875,-123.78125
650,43.46875,-123.71875
651,43.46875,-123.65625
652,43.46875,-123.59375
653,43.46875,-123.53125
654,43.46875,-123.46875
655,43.46875,-123.40625
656,43.46875,-123.34375
657,43.46875,-123.28125
658,43.46875,-123.21875
659,43.46875,-123.15625
660,43.46875,-123.09375
661,43.46875,-123.03125
662,43.53125,-124.21875
663,43.53125,-124.15625
664,43.53125,-124.09375
665,43.53125,-124.03125
666,43.53125,-123.96875
667,43.53125,-123.90625
668,43.53125,-123.84375
669,43.53125,-123.78125
670,43.53125,-123.71875
671,43.53125,-123.65625
672,43.53125,-123.59375
673,43.53125,-123.53125
674,43.53125,-123.46875
675,43.53125,-123.40625
676,43.53125,-123.34375
677,43.53125,-123.28125
678,43.53125,-123.21875
679,43.53125,-123.15625
680,43.53125,-123.09375
681,43.53125,-123.03125
682,43.59375,-124.21875
683,43.59375,-124.15625
684,43.59375,-124.09375
685,43.59375,-124.03125
686,43.59375,-123.96875
687,43.59375,-123.90625
688,43.59375,-123.84375
689,43.59375,-123.78125
690,43.59375,-123.71875
691,43.59375,-123.65625
692,43.59375,-123.59375
693,43.59375,-123.53125
694,43.59375,-123.46875
695,43.59375,-123.40625
696,43.59375,-123.34375
697,43.59375,-123.28125
698,43.59375,-123.21875
699,43.59375,-123.15625
700,43.59375,-123.09375
701,43.59375,-123.03125
702,43.59375,-122.96875
703,43.59375,-122.90625
704,43.59375,-122.46875
705,43.65625,-124.21875
706,43.65625,-124.15625
707,43.65625,-124.09375
708,43.65625,-124.03125
709,43.65625,-123.96875
710,43.65625,-123.90625
711,43.65625,-123.84375
712,43.65625,-123.78125
713,43.65625,-123.71875
714,43.65625,-123.65625
715,43.65625,-123.59375
716,43.65625,-123.53125
717,43.65625,-123.46875
718,43.65625,-123.40625
719,43.65625,-123.34375
720,43.65625,-123.28125
721,43.65625,-123.21875
722,43.65625,-123.15625
723,43.65625,-123.09375
724,43.65625,-122.96875
725,43.65625,-122.90625
726,43.65625,-122.78125
727,43.65625,-122.46875
728,43.71875,-124.21875
729,43.71875,-124.15625
730,43.71875,-124.09375
731,43.71875,-124.03125
732,43.71875,-123.96875
733,43.71875,-123.90625
734,43.71875,-123.84375
735,43.71875,-123.78125
736,43.71875,-123.71875
737,43.71875,-123.65625
738,43.71875,-123.59375
739,43.71875,-123.53125
740,43.71875,-123.46875
741,43.71875,-123.40625
742,43.71875,-123.34375
743,43.71875,-123.28125
744,43.71875,-123.21875
745,43.71875,-123.15625
746,43.71875,-123.09375
747,43.71875,-123.03125
748,43.71875,-122.96875
749,43.71875,-122.90625
750,43.71875,-122.84375
751,43.71875,-122.78125
752,43.71875,-122.71875
753,43.71875,-122.46875
754,43.71875,-122.40625
755,43.78125,-124.09375
756,43.78125,-124.03125
757,43.78125,-123.96875
758,43.78125,-123.90625
759,43.78125,-123.84375
760,43.78125,-123.78125
761,43.78125,-123.71875
762,43.78125,-123.65625
763,43.78125,-123.59375
764,43.78125,-123.53125
765,43.78125,-123.46875
766,43.78125,-123.40625
767,43.78125,-123.34375
768,43.78125,-123.28125
769,43.78125,-123.21875
770,43.78125,-123.15625
771,43.78125,-123.09375
772,43.78125,-123.03125
773,43.78125,-122.96875
774,43.78125,-122.90625
775,43.78125,-122.84375
776,43.78125,-122.53125
777,43.78125,-122.46875
778,43.84375,-124.09375
779,43.84375,-124.03125
780,43.84375,-123.96875
781,43.84375,-123.90625
782,43.84375,-123.84375
783,43.84375,-123.78125
784,43.84375,-123.71875
785,43.84375,-123.65625
786,43.84375,-123.59375
787,43.84375,-123.53125
788,43.84375,-123.46875
789,43.84375,-123.40625
790,43.84375,-123.34375
791,43.84375,-123.28125
792,43.84375,-123.21875
793,43.84375,-123.15625
794,43.84375,-123.09375
795,43.84375,-123.03125
796,43.84375,-122.96875
797,43.84375,-122.90625
798,43.84375,-122.84375
799,43.84375,-122.78125
800,43.84375,-122.71875
801,43.84375,-122.65625
802,43.84375,-122.59375
803,43.84375,-122.40625
804,43.90625,-124.09375
805,43.90625,-124.03125
806,43.90625,-123.96875
807,43.90625,-123.90625
808,43.90625,-123.84375
809,43.90625,-123.78125
810,43.90625,-123.71875
811,43.90625,-123.65625
812,43.90625,-123.59375
813,43.90625,-123.53125
814,43.90625,-123.46875
815,43.90625,-123.40625
816,43.90625,-123.34375
817,43.90625,-123.28125
818,43.90625,-123.21875
819,43.90625,-123.15625
820,43.90625,-123.09375
821,43.90625,-123.03125
822,43.90625,-122.96875
823,43.90625,-122.90625
824,43.90625,-122.84375
825,43.90625,-122.78125
826,43.90625,-122.71875
827,43.90625,-122.65625
828,43.90625,-122.59375
829,43.96875,-124.09375
830,43.96875,-124.03125
831,43.96875,-123.96875
832,43.96875,-123.90625
833,43.96875,-123.84375
834,43.96875,-123.78125
835,43.96875,-123.71875
836,43.96875,-123.65625
837,43.96875,-123.59375
838,43.96875,-123.53125
839,43.96875,-123.46875
840,43.96875,-123.40625
841,43.96875,-123.34375
842,43.96875,-123.28125
843,43.96875,-123.21875
844,43.96875,-123.15625
845,43.96875,-123.09375
846,43.96875,-123.03125
847,43.96875,-122.96875
848,43.96875,-122.90625
849,43.96875,-122.84375
850,43.96875,-122.78125
851,43.96875,-122.71875
852,43.96875,-122.65625
853,43.96875,-122.59375
854,43.96875,-122.53125
855,43.96875,-122.46875
856,44.03125,-124.09375
857,44.03125,-124.03125
858,44.03125,-123.96875
859,44.03125,-123.90625
860,44.03125,-123.84375
861,44.03125,-123.78125
862,44.03125,-123.71875
863,44.03125,-123.65625
864,44.03125,-123.59375
865,44.03125,-123.53125
866,44.03125,-123.46875
867,44.03125,-123.40625
868,44.03125,-123.34375
869,44.03125,-123.28125
870,44.03125,-123.21875
871,44.03125,-123.15625
872,44.03125,-123.09375
873,44.03125,-123.03125
874,44.03125,-122.96875
875,44.03125,-122.90625
876,44.03125,-122.84375
877,44.03125,-122.78125
878,44.03125,-122.71875
879,44.03125,-122.65625
880,44.03125,-122.59375
881,44.09375,-124.09375
882,44.09375,-124.03125
883,44.09375,-123.96875
884,44.09375,-123.90625
885,44.09375,-123.84375
886,44.09375,-123.78125
887,44.09375,-123.71875
888,44.09375,-123.65625
889,44.09375,-123.59375
890,44.09375,-123.53125
891,44.09375,-123.46875
892,44.09375,-123.40625
893,44.09375,-123.34375
894,44.09375,-123.28125
895,44.09375,-123.21875
896,44.09375,-123.15625
897,44.09375,-123.09375
898,44.09375,-123.03125
899,44.09375,-122.96875
900,44.09375,-122.90625
901,44.09375,-122.84375
902,44.09375,-122.78125
903,44.09375,-122.71875
904,44.09375,-122.65625
905,44.09375,-122.46875
906,44.09375,-122.40625
907,44.15625,-124.09375
908,44.15625,-124.03125
909,44.15625,-123.96875
910,44.15625,-123.90625
911,44.15625,-123.84375
912,44.15625,-123.78125
913,44.15625,-123.71875
914,44.15625,-123.65625
915,44.15625,-123.59375
916,44.15625,-123.53125
917,44.15625,-123.46875
918,44.15625,-123.40625
919,44.15625,-123.34375
920,44.15625,-123.28125
921,44.15625,-123.21875
922,44.15625,-123.15625
923,44.15625,-123.09375
924,44.15625,-123.03125
925,44.15625,-122.96875
926,44.15625,-122.90625
927,44.15625,-122.84375
928,44.15625,-122.78125
929,44.15625,-122.71875
930,44.15625,-122.65625
931,44.15625,-122.59375
932,44.15625,-122.53125
933,44.15625,-122.46875
934,44.15625,-122.34375
935,44.15625,-122.28125
936,44.21875,-124.09375
937,44.21875,-124.03125
938,44.21875,-123.96875
939,44.21875,-123.90625
940,44.21875,-123.84375
941,44.21875,-123.78125
942,44.21875,-123.71875
943,44.21875,-123.65625
944,44.21875,-123.59375
945,44.21875,-123.53125
946,44.21875,-123.46875
947,44.21875,-123.40625
948,44.21875,-123.34375
949,44.21875,-123.28125
950,44.21875,-123.21875
951,44.21875,-123.15625
952,44.21875,-123.09375
953,44.21875,-123.03125
954,44.21875,-122.96875
955,44.21875,-122.90625
956,44.21875,-122.84375
957,44.21875,-122.78125
958,44.21875,-122.71875
959,44.21875,-122.65625
960,44.28125,-124.09375
961,44.28125,-124.03125
962,44.28125,-123.96875
963,44.28125,-123.90625
964,44.28125,-123.84375
965,44.28125,-123.78125
966,44.28125,-123.71875
967,44.28125,-123.65625
968,44.28125,-123.46875
969,44.28125,-123.40625
970,44.28125,-123.34375
971,44.28125,-123.28125
972,44.28125,-123.21875
973,44.28125,-123.15625
974,44.28125,-123.09375
975,44.28125,-123.03125
976,44.28125,-122.96875
977,44.28125,-122.90625
978,44.28125,-122.84375
979,44.28125,-122.78125
980,44.28125,-122.71875
981,44.28125,-122.65625
982,44.34375,-124.09375
983,44.34375,-124.03125
984,44.34375,-123.96875
985,44.34375,-123.90625
986,44.34375,-123.84375
987,44.34375,-123.78125
988,44.34375,-123.71875
989,44.34375,-123.65625
990,44.34375,-123.59375
991,44.34375,-123.53125
992,44.34375,-123.46875
993,44.34375,-123.40625
994,44.34375,-123.34375
995,44.34375,-123.28125
996,44.34375,-123.21875
997,44.34375,-123.15625
998,44.34375,-123.09375
999,44.34375,-123.03125
1000,44.34375,-122.96875
1001,44.34375,-122.90625
1002,44.34375,-122.84375
1003,44.34375,-122.78125
1004,44.34375,-122.71875
1005,44.34375,-122.65625
1006,44.34375,-122.59375
1007,44.40625,-123.96875
1008,44.40625,-123.90625
1009,44.40625,-123.84375
1010,44.40625,-123.78125
1011,44.40625,-123.71875
1012,44.40625,-123.59375
1013,44.40625,-123.53125
1014,44.40625,-123.40625
1015,44.40625,-123.34375
1016,44.40625,-123.28125
1017,44.40625,-123.21875
1018,44.40625,-123.15625
1019,44.40625,-123.09375
1020,44.40625,-123.03125
1021,44.40625,-122.96875
1022,44.40625,-122.90625
1023,44.40625,-122.84375
1024,44.40625,-122.78125
1025,44.40625,-122.71875
1026,44.40625,-122.65625
1027,44.40625,-122.59375
1028,44.40625,-122.53125
1029,44.40625,-122.46875
1030,44.40625,-122.40625
1031,44.46875,-123.96875
1032,44.46875,-123.90625
1033,44.46875,-123.78125
1034,44.46875,-123.71875
1035,44.46875,-123.65625
1036,44.46875,-123.46875
1037,44.46875,-123.40625
1038,44.46875,-123.34375
1039,44.46875,-123.28125
1040,44.46875,-123.21875
1041,44.46875,-123.15625
1042,44.46875,-123.09375
1043,44.46875,-123.03125
1044,44.46875,-122.96875
1045,44.46875,-122.90625
1046,44.46875,-122.84375
1047,44.46875,-122.78125
1048,44.46875,-122.71875
1049,44.46875,-122.65625
1050,44.46875,-122.53125
1051,44.46875,-122.46875
1052,44.46875,-122.40625
1053,44.53125,-123.84375
1054,44.53125,-123.78125
1055,44.53125,-123.71875
1056,44.53125,-123.65625
1057,44.53125,-123.59375
1058,44.53125,-123.46875
1059,44.53125,-123.40625
1060,44.53125,-123.34375
1061,44.53125,-123.28125
1062,44.53125,-123.21875
1063,44.53125,-123.15625
1064,44.53125,-123.09375
1065,44.53125,-123.03125
