,lat_nwinterior,lon_nwinterior
2014,42.96875,-114.78125
2015,42.96875,-114.71875
2016,42.96875,-114.65625
2017,42.96875,-114.59375
2018,42.96875,-114.53125
2019,42.96875,-114.46875
2020,42.96875,-114.40625
2021,42.96875,-114.34375
2022,42.96875,-114.28125
2023,42.96875,-114.21875
2024,42.96875,-114.15625
2025,42.96875,-114.09375
2026,42.96875,-114.03125
2027,42.96875,-113.96875
2028,42.96875,-113.90625
2029,42.96875,-113.84375
2030,42.96875,-113.78125
2031,42.96875,-113.71875
2032,42.96875,-113.65625
2033,42.96875,-113.59375
2034,42.96875,-113.53125
2035,42.96875,-113.46875
2036,42.96875,-113.40625
2037,42.96875,-113.34375
2038,42.96875,-113.28125
2039,42.96875,-113.21875
2040,42.96875,-113.15625
2041,42.96875,-113.09375
2042,42.96875,-113.03125
2043,42.96875,-112.96875
2044,42.96875,-112.90625
2045,42.96875,-112.84375
2046,42.96875,-112.78125
2047,42.96875,-112.71875
2048,42.96875,-112.65625
2049,42.96875,-112.59375
2050,42.96875,-112.53125
2051,42.96875,-112.46875
2052,42.96875,-112.40625
2053,42.96875,-112.28125
2054,42.96875,-111.03125
2055,43.03125,-121.15625
2056,43.03125,-121.09375
2057,43.03125,-120.96875
2058,43.03125,-120.90625
2059,43.03125,-120.84375
2060,43.03125,-120.78125
2061,43.03125,-120.71875
2062,43.03125,-120.65625
2063,43.03125,-120.59375
2064,43.03125,-120.53125
2065,43.03125,-120.46875
2066,43.03125,-120.40625
2067,43.03125,-120.34375
2068,43.03125,-120.28125
2069,43.03125,-120.21875
2070,43.03125,-120.15625
2071,43.03125,-120.09375
2072,43.03125,-120.03125
2073,43.03125,-119.96875
2074,43.03125,-119.90625
2075,43.03125,-119.84375
2076,43.03125,-119.78125
2077,43.03125,-119.71875
2078,43.03125,-119.65625
2079,43.03125,-119.59375
2080,43.03125,-119.53125
2081,43.03125,-119.46875
2082,43.03125,-119.40625
2083,43.03125,-119.34375
2084,43.03125,-119.28125
2085,43.03125,-119.21875
2086,43.03125,-119.15625
2087,43.03125,-119.09375
2088,43.03125,-119.03125
2089,43.03125,-118.96875
2090,43.03125,-118.90625
2091,43.03125,-118.84375
2092,43.03125,-118.78125
2093,43.03125,-118.71875
2094,43.03125,-118.65625
2095,43.03125,-118.59375
2096,43.03125,-118.53125
2097,43.03125,-118.46875
2098,43.03125,-118.34375
2099,43.03125,-118.28125
2100,43.03125,-118.21875
2101,43.03125,-118.15625
2102,43.03125,-118.09375
2103,43.03125,-118.03125
2104,43.03125,-117.96875
2105,43.03125,-117.90625
2106,43.03125,-117.84375
2107,43.03125,-117.78125
2108,43.03125,-117.71875
2109,43.03125,-117.65625
2110,43.03125,-117.59375
2111,43.03125,-117.53125
2112,43.03125,-117.46875
2113,43.03125,-117.40625
2114,43.03125,-117.34375
2115,43.03125,-117.28125
2116,43.03125,-117.21875
2117,43.03125,-117.15625
2118,43.03125,-117.09375
2119,43.03125,-117.03125
2120,43.03125,-116.96875
2121,43.03125,-116.90625
2122,43.03125,-116.59375
2123,43.03125,-116.53125
2124,43.03125,-116.46875
2125,43.03125,-116.40625
2126,43.03125,-116.34375
2127,43.03125,-116.28125
2128,43.03125,-116.21875
2129,43.03125,-116.15625
2130,43.03125,-116.09375
2131,43.03125,-116.03125
2132,43.03125,-115.96875
2133,43.03125,-115.90625
2134,43.03125,-115.84375
2135,43.03125,-115.78125
2136,43.03125,-115.71875
2137,43.03125,-115.65625
2138,43.03125,-115.59375
2139,43.03125,-115.53125
2140,43.03125,-115.46875
2141,43.03125,-115.40625
2142,43.03125,-115.34375
2143,43.03125,-115.28125
2144,43.03125,-115.21875
2145,43.03125,-115.15625
2146,43.03125,-115.09375
2147,43.03125,-115.03125
2148,43.03125,-114.96875
2149,43.03125,-114.90625
2150,43.03125,-114.84375
2151,43.03125,-114.78125
2152,43.03125,-114.71875
2153,43.03125,-114.65625
2154,43.03125,-114.59375
2155,43.03125,-114.53125
2156,43.03125,-114.46875
2157,43.03125,-114.40625
2158,43.03125,-114.34375
2159,43.03125,-114.28125
2160,43.03125,-114.21875
2161,43.03125,-114.15625
2162,43.03125,-114.09375
2163,43.03125,-114.03125
2164,43.03125,-113.96875
2165,43.03125,-113.90625
2166,43.03125,-113.84375
2167,43.03125,-113.78125
2168,43.03125,-113.71875
2169,43.03125,-113.65625
2170,43.03125,-113.59375
2171,43.03125,-113.53125
2172,43.03125,-113.46875
2173,43.03125,-113.40625
2174,43.03125,-113.34375
2175,43.03125,-113.28125
2176,43.03125,-113.21875
2177,43.03125,-113.15625
2178,43.03125,-113.09375
2179,43.03125,-113.03125
2180,43.03125,-112.96875
2181,43.03125,-112.90625
2182,43.03125,-112.84375
2183,43.03125,-112.78125
2184,43.03125,-112.71875
2185,43.03125,-112.65625
2186,43.03125,-112.59375
2187,43.03125,-112.53125
2188,43.03125,-112.46875
2189,43.03125,-112.40625
2190,43.03125,-112.34375
2191,43.03125,-112.28125
2192,43.03125,-112.21875
2193,43.03125,-111.03125
2194,43.09375,-121.34375
2195,43.09375,-121.28125
2196,43.09375,-121.21875
2197,43.09375,-121.15625
2198,43.09375,-121.09375
2199,43.09375,-121.03125
2200,43.09375,-120.96875
2201,43.09375,-120.90625
2202,43.09375,-120.84375
2203,43.09375,-120.78125
2204,43.09375,-120.71875
2205,43.09375,-120.65625
2206,43.09375,-120.59375
2207,43.09375,-120.53125
2208,43.09375,-120.46875
2209,43.09375,-120.40625
2210,43.09375,-120.34375
2211,43.09375,-120.28125
2212,43.09375,-120.21875
2213,43.09375,-120.15625
2214,43.09375,-120.09375
2215,43.09375,-120.03125
2216,43.09375,-119.96875
2217,43.09375,-119.90625
2218,43.09375,-119.84375
2219,43.09375,-119.78125
2220,43.09375,-119.71875
2221,43.09375,-119.65625
2222,43.09375,-119.59375
2223,43.09375,-119.53125
2224,43.09375,-119.46875
2225,43.09375,-119.40625
2226,43.09375,-119.34375
2227,43.09375,-119.28125
2228,43.09375,-119.21875
2229,43.09375,-119.15625
2230,43.09375,-119.09375
2231,43.09375,-119.03125
2232,43.09375,-118.96875
2233,43.09375,-118.90625
2234,43.09375,-118.84375
2235,43.09375,-118.78125
2236,43.09375,-118.71875
2237,43.09375,-118.65625
2238,43.09375,-118.59375
2239,43.09375,-118.53125
2240,43.09375,-118.46875
2241,43.09375,-118.40625
2242,43.09375,-118.34375
2243,43.09375,-118.28125
2244,43.09375,-118.21875
2245,43.09375,-118.15625
2246,43.09375,-118.09375
2247,43.09375,-118.03125
2248,43.09375,-117.96875
2249,43.09375,-117.90625
2250,43.09375,-117.84375
2251,43.09375,-117.78125
2252,43.09375,-117.71875
2253,43.09375,-117.65625
2254,43.09375,-117.59375
2255,43.09375,-117.53125
2256,43.09375,-117.46875
2257,43.09375,-117.40625
2258,43.09375,-117.34375
2259,43.09375,-117.28125
2260,43.09375,-117.21875
2261,43.09375,-117.15625
2262,43.09375,-117.09375
2263,43.09375,-117.03125
2264,43.09375,-116.96875
2265,43.09375,-116.90625
2266,43.09375,-116.65625
2267,43.09375,-116.59375
2268,43.09375,-116.53125
2269,43.09375,-116.46875
2270,43.09375,-116.40625
2271,43.09375,-116.34375
2272,43.09375,-116.28125
2273,43.09375,-116.21875
2274,43.09375,-116.15625
2275,43.09375,-116.09375
2276,43.09375,-116.03125
2277,43.09375,-115.96875
2278,43.09375,-115.90625
2279,43.09375,-115.84375
2280,43.09375,-115.78125
2281,43.09375,-115.71875
2282,43.09375,-115.65625
2283,43.09375,-115.59375
2284,43.09375,-115.53125
2285,43.09375,-115.46875
2286,43.09375,-115.40625
2287,43.09375,-115.34375
2288,43.09375,-115.28125
2289,43.09375,-115.21875
2290,43.09375,-115.15625
2291,43.09375,-115.09375
2292,43.09375,-115.03125
2293,43.09375,-114.96875
2294,43.09375,-114.90625
2295,43.09375,-114.84375
2296,43.09375,-114.78125
2297,43.09375,-114.71875
2298,43.09375,-114.65625
2299,43.09375,-114.59375
2300,43.09375,-114.53125
2301,43.09375,-114.46875
2302,43.09375,-114.40625
2303,43.09375,-114.34375
2304,43.09375,-114.28125
2305,43.09375,-114.21875
2306,43.09375,-114.15625
2307,43.09375,-114.09375
2308,43.09375,-114.03125
2309,43.09375,-113.96875
2310,43.09375,-113.90625
2311,43.09375,-113.84375
2312,43.09375,-113.78125
2313,43.09375,-113.71875
2314,43.09375,-113.65625
2315,43.09375,-113.59375
2316,43.09375,-113.53125
2317,43.09375,-113.46875
2318,43.09375,-113.40625
2319,43.09375,-113.34375
2320,43.09375,-113.28125
2321,43.09375,-113.21875
2322,43.09375,-113.15625
2323,43.09375,-113.09375
2324,43.09375,-113.03125
2325,43.09375,-112.96875
2326,43.09375,-112.90625
2327,43.09375,-112.84375
2328,43.09375,-112.78125
2329,43.09375,-112.71875
2330,43.09375,-112.65625
2331,43.09375,-112.59375
2332,43.09375,-112.53125
2333,43.09375,-112.46875
2334,43.09375,-112.40625
2335,43.09375,-112.34375
2336,43.09375,-112.28125
2337,43.09375,-112.21875
2338,43.15625,-121.21875
2339,43.15625,-121.15625
2340,43.15625,-121.09375
2341,43.15625,-121.03125
2342,43.15625,-120.96875
2343,43.15625,-120.90625
2344,43.15625,-120.84375
2345,43.15625,-120.78125
2346,43.15625,-120.71875
2347,43.15625,-120.65625
2348,43.15625,-120.59375
2349,43.15625,-120.53125
2350,43.15625,-120.46875
2351,43.15625,-120.40625
2352,43.15625,-120.34375
2353,43.15625,-120.28125
2354,43.15625,-120.21875
2355,43.15625,-120.15625
2356,43.15625,-120.09375
2357,43.15625,-120.03125
2358,43.15625,-119.96875
2359,43.15625,-119.90625
2360,43.15625,-119.84375
2361,43.15625,-119.78125
2362,43.15625,-119.71875
2363,43.15625,-119.65625
2364,43.15625,-119.59375
2365,43.15625,-119.53125
2366,43.15625,-119.46875
2367,43.15625,-119.40625
2368,43.15625,-119.34375
2369,43.15625,-119.28125
2370,43.15625,-119.21875
2371,43.15625,-119.15625
2372,43.15625,-119.09375
2373,43.15625,-119.03125
2374,43.15625,-118.96875
2375,43.15625,-118.90625
2376,43.15625,-118.84375
2377,43.15625,-118.78125
2378,43.15625,-118.71875
2379,43.15625,-118.65625
2380,43.15625,-118.59375
2381,43.15625,-118.53125
2382,43.15625,-118.46875
2383,43.15625,-118.40625
2384,43.15625,-118.34375
2385,43.15625,-118.28125
2386,43.15625,-118.21875
2387,43.15625,-118.15625
2388,43.15625,-118.09375
2389,43.15625,-118.03125
2390,43.15625,-117.96875
2391,43.15625,-117.90625
2392,43.15625,-117.84375
2393,43.15625,-117.78125
2394,43.15625,-117.71875
2395,43.15625,-117.65625
2396,43.15625,-117.59375
2397,43.15625,-117.53125
2398,43.15625,-117.46875
2399,43.15625,-117.40625
2400,43.15625,-117.34375
2401,43.15625,-117.28125
2402,43.15625,-117.21875
2403,43.15625,-117.15625
2404,43.15625,-117.09375
2405,43.15625,-117.03125
2406,43.15625,-116.96875
2407,43.15625,-116.90625
2408,43.15625,-116.78125
2409,43.15625,-116.65625
2410,43.15625,-116.59375
2411,43.15625,-116.53125
2412,43.15625,-116.46875
2413,43.15625,-116.40625
2414,43.15625,-116.34375
2415,43.15625,-116.28125
2416,43.15625,-116.21875
2417,43.15625,-116.15625
2418,43.15625,-116.09375
2419,43.15625,-116.03125
2420,43.15625,-115.96875
2421,43.15625,-115.90625
2422,43.15625,-115.84375
2423,43.15625,-115.78125
2424,43.15625,-115.71875
2425,43.15625,-115.65625
2426,43.15625,-115.59375
2427,43.15625,-115.53125
2428,43.15625,-115.46875
2429,43.15625,-115.40625
2430,43.15625,-114.90625
2431,43.15625,-114.40625
2432,43.15625,-114.34375
2433,43.15625,-114.28125
2434,43.15625,-114.21875
2435,43.15625,-114.15625
2436,43.15625,-114.09375
2437,43.15625,-114.03125
2438,43.15625,-113.96875
2439,43.15625,-113.90625
2440,43.15625,-113.84375
2441,43.15625,-113.78125
2442,43.15625,-113.71875
2443,43.15625,-113.65625
2444,43.15625,-113.59375
2445,43.15625,-113.53125
2446,43.15625,-113.46875
2447,43.15625,-113.40625
2448,43.15625,-113.34375
2449,43.15625,-113.28125
2450,43.15625,-113.21875
2451,43.15625,-113.15625
2452,43.15625,-113.09375
2453,43.15625,-113.03125
2454,43.15625,-112.96875
2455,43.15625,-112.90625
2456,43.15625,-112.84375
2457,43.15625,-112.78125
2458,43.15625,-112.71875
2459,43.15625,-112.65625
2460,43.15625,-112.59375
2461,43.15625,-112.53125
2462,43.15625,-112.46875
2463,43.15625,-112.40625
2464,43.15625,-112.34375
2465,43.15625,-112.28125
2466,43.15625,-112.21875
2467,43.15625,-112.15625
2468,43.21875,-121.21875
2469,43.21875,-121.15625
2470,43.21875,-121.09375
2471,43.21875,-121.03125
2472,43.21875,-120.96875
2473,43.21875,-120.90625
2474,43.21875,-120.84375
2475,43.21875,-120.78125
2476,43.21875,-120.71875
2477,43.21875,-120.65625
2478,43.21875,-120.59375
2479,43.21875,-120.53125
2480,43.21875,-120.46875
2481,43.21875,-120.40625
2482,43.21875,-120.34375
2483,43.21875,-120.28125
2484,43.21875,-120.21875
2485,43.21875,-120.15625
2486,43.21875,-120.09375
2487,43.21875,-120.03125
2488,43.21875,-119.96875
2489,43.21875,-119.90625
2490,43.21875,-119.84375
2491,43.21875,-119.78125
2492,43.21875,-119.71875
2493,43.21875,-119.65625
2494,43.21875,-119.59375
2495,43.21875,-119.53125
2496,43.21875,-119.46875
2497,43.21875,-119.40625
2498,43.21875,-119.34375
2499,43.21875,-119.28125
2500,43.21875,-119.21875
2501,43.21875,-119.15625
2502,43.21875,-119.09375
2503,43.21875,-119.03125
2504,43.21875,-118.96875
2505,43.21875,-118.90625
2506,43.21875,-118.84375
2507,43.21875,-118.78125
2508,43.21875,-118.71875
2509,43.21875,-118.65625
2510,43.21875,-118.59375
2511,43.21875,-118.53125
2512,43.21875,-118.46875
2513,43.21875,-118.40625
2514,43.21875,-118.34375
2515,43.21875,-118.28125
2516,43.21875,-118.21875
2517,43.21875,-118.15625
2518,43.21875,-118.09375
2519,43.21875,-118.03125
2520,43.21875,-117.96875
2521,43.21875,-117.90625
2522,43.21875,-117.84375
2523,43.21875,-117.78125
2524,43.21875,-117.71875
2525,43.21875,-117.65625
2526,43.21875,-117.59375
2527,43.21875,-117.53125
2528,43.21875,-117.46875
2529,43.21875,-117.40625
2530,43.21875,-117.34375
2531,43.21875,-117.28125
2532,43.21875,-117.21875
2533,43.21875,-117.15625
2534,43.21875,-117.09375
2535,43.21875,-117.03125
2536,43.21875,-116.96875
2537,43.21875,-116.90625
2538,43.21875,-116.84375
2539,43.21875,-116.78125
2540,43.21875,-116.71875
2541,43.21875,-116.65625
2542,43.21875,-116.59375
2543,43.21875,-116.53125
2544,43.21875,-116.46875
2545,43.21875,-116.40625
2546,43.21875,-116.34375
2547,43.21875,-116.28125
2548,43.21875,-116.21875
2549,43.21875,-116.15625
2550,43.21875,-116.09375
2551,43.21875,-116.03125
2552,43.21875,-115.96875
2553,43.21875,-115.90625
2554,43.21875,-115.84375
2555,43.21875,-115.78125
2556,43.21875,-115.71875
2557,43.21875,-115.65625
2558,43.21875,-115.59375
2559,43.21875,-114.34375
2560,43.21875,-114.21875
2561,43.21875,-114.15625
2562,43.21875,-114.09375
2563,43.21875,-114.03125
2564,43.21875,-113.96875
2565,43.21875,-113.90625
2566,43.21875,-113.84375
2567,43.21875,-113.78125
2568,43.21875,-113.71875
2569,43.21875,-113.65625
2570,43.21875,-113.59375
2571,43.21875,-113.53125
2572,43.21875,-113.46875
2573,43.21875,-113.40625
2574,43.21875,-113.34375
2575,43.21875,-113.28125
2576,43.21875,-113.21875
2577,43.21875,-113.15625
2578,43.21875,-113.09375
2579,43.21875,-113.03125
2580,43.21875,-112.96875
2581,43.21875,-112.90625
2582,43.21875,-112.84375
2583,43.21875,-112.78125
2584,43.21875,-112.71875
2585,43.21875,-112.65625
2586,43.21875,-112.59375
2587,43.21875,-112.53125
2588,43.21875,-112.46875
2589,43.21875,-112.40625
2590,43.21875,-112.34375
2591,43.21875,-112.28125
2592,43.21875,-112.21875
2593,43.21875,-112.15625
2594,43.21875,-112.09375
2595,43.21875,-112.03125
2596,43.28125,-121.21875
2597,43.28125,-121.15625
2598,43.28125,-121.09375
2599,43.28125,-121.03125
2600,43.28125,-120.96875
2601,43.28125,-120.90625
2602,43.28125,-120.84375
2603,43.28125,-120.78125
2604,43.28125,-120.71875
2605,43.28125,-120.65625
2606,43.28125,-120.59375
2607,43.28125,-120.53125
2608,43.28125,-120.46875
2609,43.28125,-120.40625
2610,43.28125,-120.34375
2611,43.28125,-120.28125
2612,43.28125,-120.21875
2613,43.28125,-120.15625
2614,43.28125,-120.09375
2615,43.28125,-120.03125
2616,43.28125,-119.96875
2617,43.28125,-119.90625
2618,43.28125,-119.84375
2619,43.28125,-119.78125
2620,43.28125,-119.71875
2621,43.28125,-119.65625
2622,43.28125,-119.59375
2623,43.28125,-119.53125
2624,43.28125,-119.46875
2625,43.28125,-119.40625
2626,43.28125,-119.34375
2627,43.28125,-119.28125
2628,43.28125,-119.21875
2629,43.28125,-119.15625
2630,43.28125,-119.09375
2631,43.28125,-119.03125
2632,43.28125,-118.96875
2633,43.28125,-118.90625
2634,43.28125,-118.84375
2635,43.28125,-118.78125
2636,43.28125,-118.71875
2637,43.28125,-118.65625
2638,43.28125,-118.59375
2639,43.28125,-118.53125
2640,43.28125,-118.46875
2641,43.28125,-118.40625
2642,43.28125,-118.34375
2643,43.28125,-118.28125
2644,43.28125,-118.21875
2645,43.28125,-118.15625
2646,43.28125,-118.09375
2647,43.28125,-118.03125
2648,43.28125,-117.96875
2649,43.28125,-117.90625
2650,43.28125,-117.84375
2651,43.28125,-117.78125
2652,43.28125,-117.71875
2653,43.28125,-117.65625
2654,43.28125,-117.59375
2655,43.28125,-117.53125
2656,43.28125,-117.46875
2657,43.28125,-117.40625
2658,43.28125,-117.34375
2659,43.28125,-117.28125
2660,43.28125,-117.21875
2661,43.28125,-117.15625
2662,43.28125,-117.09375
2663,43.28125,-117.03125
2664,43.28125,-116.96875
2665,43.28125,-116.90625
2666,43.28125,-116.84375
2667,43.28125,-116.78125
2668,43.28125,-116.71875
2669,43.28125,-116.65625
2670,43.28125,-116.59375
2671,43.28125,-116.53125
2672,43.28125,-116.46875
2673,43.28125,-116.40625
2674,43.28125,-116.34375
2675,43.28125,-116.28125
2676,43.28125,-116.21875
2677,43.28125,-116.15625
2678,43.28125,-116.09375
2679,43.28125,-116.03125
2680,43.28125,-115.96875
2681,43.28125,-115.90625
2682,43.28125,-115.84375
2683,43.28125,-115.78125
2684,43.28125,-115.71875
2685,43.28125,-115.65625
2686,43.28125,-114.03125
2687,43.28125,-113.96875
2688,43.28125,-113.90625
2689,43.28125,-113.84375
2690,43.28125,-113.78125
2691,43.28125,-113.71875
2692,43.28125,-113.65625
2693,43.28125,-113.59375
2694,43.28125,-113.53125
2695,43.28125,-113.46875
2696,43.28125,-113.40625
2697,43.28125,-113.34375
2698,43.28125,-113.28125
2699,43.28125,-113.21875
2700,43.28125,-113.15625
2701,43.28125,-113.09375
2702,43.28125,-113.03125
2703,43.28125,-112.96875
2704,43.28125,-112.90625
2705,43.28125,-112.84375
2706,43.28125,-112.78125
2707,43.28125,-112.71875
2708,43.28125,-112.65625
2709,43.28125,-112.59375
2710,43.28125,-112.53125
2711,43.28125,-112.46875
2712,43.28125,-112.40625
2713,43.28125,-112.34375
2714,43.28125,-112.28125
2715,43.28125,-112.21875
2716,43.28125,-112.15625
2717,43.28125,-112.09375
2718,43.28125,-112.03125
2719,43.34375,-121.21875
2720,43.34375,-121.15625
2721,43.34375,-121.09375
2722,43.34375,-121.03125
2723,43.34375,-120.96875
2724,43.34375,-120.90625
2725,43.34375,-120.84375
2726,43.34375,-120.78125
2727,43.34375,-120.71875
2728,43.34375,-120.65625
2729,43.34375,-120.59375
2730,43.34375,-120.53125
2731,43.34375,-120.46875
2732,43.34375,-120.40625
2733,43.34375,-120.34375
2734,43.34375,-120.28125
2735,43.34375,-120.21875
2736,43.34375,-120.15625
2737,43.34375,-120.09375
2738,43.34375,-120.03125
2739,43.34375,-119.84375
2740,43.34375,-119.78125
2741,43.34375,-119.71875
2742,43.34375,-119.65625
2743,43.34375,-119.59375
2744,43.34375,-119.53125
2745,43.34375,-119.46875
2746,43.34375,-119.40625
2747,43.34375,-119.34375
2748,43.34375,-119.28125
2749,43.34375,-119.21875
2750,43.34375,-119.15625
2751,43.34375,-119.09375
2752,43.34375,-119.03125
2753,43.34375,-118.96875
2754,43.34375,-118.90625
2755,43.34375,-118.84375
2756,43.34375,-118.78125
2757,43.34375,-118.71875
2758,43.34375,-118.65625
2759,43.34375,-118.59375
2760,43.34375,-118.53125
2761,43.34375,-118.46875
2762,43.34375,-118.40625
2763,43.34375,-118.34375
2764,43.34375,-118.28125
2765,43.34375,-118.21875
2766,43.34375,-118.15625
2767,43.34375,-118.09375
2768,43.34375,-118.03125
2769,43.34375,-117.96875
2770,43.34375,-117.90625
2771,43.34375,-117.84375
2772,43.34375,-117.78125
2773,43.34375,-117.71875
2774,43.34375,-117.65625
2775,43.34375,-117.59375
2776,43.34375,-117.53125
2777,43.34375,-117.46875
2778,43.34375,-117.40625
2779,43.34375,-117.34375
2780,43.34375,-117.28125
2781,43.34375,-117.21875
2782,43.34375,-117.15625
2783,43.34375,-117.09375
2784,43.34375,-117.03125
2785,43.34375,-116.96875
2786,43.34375,-116.90625
2787,43.34375,-116.84375
2788,43.34375,-116.78125
2789,43.34375,-116.71875
2790,43.34375,-116.65625
2791,43.34375,-116.59375
2792,43.34375,-116.53125
2793,43.34375,-116.46875
2794,43.34375,-116.40625
2795,43.34375,-116.34375
2796,43.34375,-116.28125
2797,43.34375,-116.21875
2798,43.34375,-116.15625
2799,43.34375,-116.09375
2800,43.34375,-116.03125
2801,43.34375,-115.96875
2802,43.34375,-115.90625
2803,43.34375,-115.84375
2804,43.34375,-115.78125
2805,43.34375,-114.71875
2806,43.34375,-114.65625
2807,43.34375,-114.28125
2808,43.34375,-114.21875
2809,43.34375,-114.15625
2810,43.34375,-113.90625
2811,43.34375,-113.84375
2812,43.34375,-113.78125
2813,43.34375,-113.46875
2814,43.34375,-113.40625
2815,43.34375,-113.34375
2816,43.34375,-113.28125
2817,43.34375,-113.21875
2818,43.34375,-113.15625
2819,43.34375,-113.09375
2820,43.34375,-113.03125
2821,43.34375,-112.96875
2822,43.34375,-112.90625
2823,43.34375,-112.84375
2824,43.34375,-112.78125
2825,43.34375,-112.71875
2826,43.34375,-112.65625
2827,43.34375,-112.59375
2828,43.34375,-112.53125
2829,43.34375,-112.46875
2830,43.34375,-112.40625
2831,43.34375,-112.34375
2832,43.34375,-112.28125
2833,43.34375,-112.21875
2834,43.34375,-112.15625
2835,43.34375,-112.09375
2836,43.34375,-112.03125
2837,43.34375,-111.78125
2838,43.34375,-111.71875
2839,43.40625,-121.21875
2840,43.40625,-121.15625
2841,43.40625,-121.09375
2842,43.40625,-121.03125
2843,43.40625,-120.96875
2844,43.40625,-120.90625
2845,43.40625,-120.84375
2846,43.40625,-120.78125
2847,43.40625,-120.71875
2848,43.40625,-120.65625
2849,43.40625,-120.59375
2850,43.40625,-120.53125
2851,43.40625,-120.46875
2852,43.40625,-120.40625
2853,43.40625,-120.34375
2854,43.40625,-120.28125
2855,43.40625,-120.21875
2856,43.40625,-120.15625
2857,43.40625,-120.09375
2858,43.40625,-120.03125
2859,43.40625,-119.96875
2860,43.40625,-119.90625
2861,43.40625,-119.84375
2862,43.40625,-119.78125
2863,43.40625,-119.71875
2864,43.40625,-119.65625
2865,43.40625,-119.59375
2866,43.40625,-119.53125
2867,43.40625,-119.46875
2868,43.40625,-119.40625
2869,43.40625,-119.34375
2870,43.40625,-119.28125
2871,43.40625,-119.21875
2872,43.40625,-119.15625
2873,43.40625,-119.09375
2874,43.40625,-119.03125
2875,43.40625,-118.96875
2876,43.40625,-118.90625
2877,43.40625,-118.84375
2878,43.40625,-118.78125
2879,43.40625,-118.71875
2880,43.40625,-118.65625
2881,43.40625,-118.59375
2882,43.40625,-118.53125
2883,43.40625,-118.46875
2884,43.40625,-118.40625
2885,43.40625,-118.34375
2886,43.40625,-118.28125
2887,43.40625,-118.21875
2888,43.40625,-118.15625
2889,43.40625,-118.09375
2890,43.40625,-118.03125
2891,43.40625,-117.96875
2892,43.40625,-117.90625
2893,43.40625,-117.84375
2894,43.40625,-117.78125
2895,43.40625,-117.71875
2896,43.40625,-117.65625
2897,43.40625,-117.59375
2898,43.40625,-117.53125
2899,43.40625,-117.46875
2900,43.40625,-117.40625
2901,43.40625,-117.34375
2902,43.40625,-117.28125
2903,43.40625,-117.21875
2904,43.40625,-117.15625
2905,43.40625,-117.09375
2906,43.40625,-117.03125
2907,43.40625,-116.96875
2908,43.40625,-116.90625
2909,43.40625,-116.84375
2910,43.40625,-116.78125
2911,43.40625,-116.71875
2912,43.40625,-116.65625
2913,43.40625,-116.59375
2914,43.40625,-116.53125
2915,43.40625,-116.46875
2916,43.40625,-116.40625
2917,43.40625,-116.34375
2918,43.40625,-116.28125
2919,43.40625,-116.21875
2920,43.40625,-116.15625
2921,43.40625,-116.09375
2922,43.40625,-116.03125
2923,43.40625,-115.96875
2924,43.40625,-115.90625
2925,43.40625,-115.84375
2926,43.40625,-113.46875
2927,43.40625,-113.40625
2928,43.40625,-113.34375
2929,43.40625,-113.28125
2930,43.40625,-113.21875
2931,43.40625,-113.15625
2932,43.40625,-113.09375
2933,43.40625,-113.03125
2934,43.40625,-112.96875
2935,43.40625,-112.90625
2936,43.40625,-112.84375
2937,43.40625,-112.78125
2938,43.40625,-112.71875
2939,43.40625,-112.65625
2940,43.40625,-112.59375
2941,43.40625,-112.53125
2942,43.40625,-112.46875
2943,43.40625,-112.40625
2944,43.40625,-112.34375
2945,43.40625,-112.28125
2946,43.40625,-112.21875
2947,43.40625,-112.15625
2948,43.40625,-112.09375
2949,43.40625,-112.03125
2950,43.40625,-111.96875
2951,43.40625,-111.90625
2952,43.40625,-111.78125
2953,43.40625,-111.28125
2954,43.46875,-121.34375
2955,43.46875,-121.28125
2956,43.46875,-121.21875
2957,43.46875,-121.15625
2958,43.46875,-121.09375
2959,43.46875,-121.03125
2960,43.46875,-120.96875
2961,43.46875,-120.90625
2962,43.46875,-120.84375
2963,43.46875,-120.78125
2964,43.46875,-120.71875
2965,43.46875,-120.65625
2966,43.46875,-120.59375
2967,43.46875,-120.53125
2968,43.46875,-120.46875
2969,43.46875,-120.40625
2970,43.46875,-120.34375
2971,43.46875,-120.28125
2972,43.46875,-120.21875
2973,43.46875,-120.15625
2974,43.46875,-120.09375
2975,43.46875,-120.03125
2976,43.46875,-119.96875
2977,43.46875,-119.90625
2978,43.46875,-119.84375
2979,43.46875,-119.78125
2980,43.46875,-119.71875
2981,43.46875,-119.65625
2982,43.46875,-119.59375
2983,43.46875,-119.53125
2984,43.46875,-119.46875
2985,43.46875,-119.40625
2986,43.46875,-119.34375
2987,43.46875,-119.28125
2988,43.46875,-119.21875
2989,43.46875,-119.15625
2990,43.46875,-119.09375
2991,43.46875,-119.03125
2992,43.46875,-118.96875
2993,43.46875,-118.90625
2994,43.46875,-118.84375
2995,43.46875,-118.78125
2996,43.46875,-118.71875
2997,43.46875,-118.65625
2998,43.46875,-118.59375
2999,43.46875,-118.53125
3000,43.46875,-118.46875
3001,43.46875,-118.40625
3002,43.46875,-118.34375
3003,43.46875,-118.28125
3004,43.46875,-118.21875
3005,43.46875,-118.15625
3006,43.46875,-118.09375
3007,43.46875,-118.03125
3008,43.46875,-117.96875
3009,43.46875,-117.90625
3010,43.46875,-117.84375
3011,43.46875,-117.78125
