,lat_greatbasin,lon_greatbasin
244,36.84375,-115.59375
245,36.84375,-115.53125
246,36.84375,-115.46875
247,36.84375,-115.40625
248,36.84375,-115.34375
249,36.84375,-115.28125
250,36.84375,-115.21875
251,36.84375,-115.15625
252,36.90625,-116.21875
253,36.90625,-116.15625
254,36.90625,-116.09375
255,36.90625,-116.03125
256,36.90625,-115.96875
257,36.90625,-115.90625
258,36.90625,-115.84375
259,36.90625,-115.78125
260,36.90625,-115.71875
261,36.90625,-115.65625
262,36.90625,-115.59375
263,36.90625,-115.53125
264,36.90625,-115.46875
265,36.90625,-115.40625
266,36.90625,-115.34375
267,36.90625,-115.28125
268,36.90625,-115.21875
269,36.90625,-115.15625
270,36.96875,-117.09375
271,36.96875,-117.03125
272,36.96875,-116.96875
273,36.96875,-116.90625
274,36.96875,-116.84375
275,36.96875,-116.21875
276,36.96875,-116.15625
277,36.96875,-116.09375
278,36.96875,-116.03125
279,36.96875,-115.96875
280,36.96875,-115.90625
281,36.96875,-115.84375
282,36.96875,-115.78125
283,36.96875,-115.71875
284,36.96875,-115.65625
285,36.96875,-115.59375
286,36.96875,-115.53125
287,36.96875,-115.46875
288,36.96875,-115.40625
289,36.96875,-115.34375
290,36.96875,-115.28125
291,36.96875,-115.21875
292,36.96875,-115.15625
293,37.03125,-117.09375
294,37.03125,-117.03125
295,37.03125,-116.96875
296,37.03125,-116.90625
297,37.03125,-116.84375
298,37.03125,-116.21875
299,37.03125,-116.15625
300,37.03125,-116.09375
301,37.03125,-116.03125
302,37.03125,-115.96875
303,37.03125,-115.90625
304,37.03125,-115.84375
305,37.03125,-115.78125
306,37.03125,-115.71875
307,37.03125,-115.65625
308,37.03125,-115.59375
309,37.03125,-115.53125
310,37.03125,-115.46875
311,37.03125,-115.40625
312,37.03125,-115.34375
313,37.03125,-115.28125
314,37.03125,-115.21875
315,37.03125,-115.15625
316,37.09375,-117.09375
317,37.09375,-117.03125
318,37.09375,-116.96875
319,37.09375,-116.90625
320,37.09375,-116.84375
321,37.09375,-116.15625
322,37.09375,-116.09375
323,37.09375,-116.03125
324,37.09375,-115.96875
325,37.09375,-115.90625
326,37.09375,-115.84375
327,37.09375,-115.78125
328,37.09375,-115.71875
329,37.09375,-115.65625
330,37.09375,-115.59375
331,37.09375,-115.53125
332,37.09375,-115.46875
333,37.09375,-115.40625
334,37.09375,-115.34375
335,37.09375,-115.28125
336,37.09375,-115.21875
337,37.09375,-115.15625
338,37.15625,-117.09375
339,37.15625,-117.03125
340,37.15625,-116.96875
341,37.15625,-116.90625
342,37.15625,-116.84375
343,37.15625,-116.78125
344,37.15625,-116.15625
345,37.15625,-116.09375
346,37.15625,-116.03125
347,37.15625,-115.96875
348,37.15625,-115.90625
349,37.15625,-115.84375
350,37.15625,-115.78125
351,37.15625,-115.71875
352,37.15625,-115.65625
353,37.15625,-115.59375
354,37.15625,-115.53125
355,37.15625,-115.46875
356,37.15625,-115.40625
357,37.15625,-115.34375
358,37.15625,-115.28125
359,37.15625,-115.21875
360,37.21875,-117.21875
361,37.21875,-117.15625
362,37.21875,-117.09375
363,37.21875,-117.03125
364,37.21875,-116.96875
365,37.21875,-116.90625
366,37.21875,-116.84375
367,37.21875,-116.78125
368,37.21875,-116.21875
369,37.21875,-116.15625
370,37.21875,-116.09375
371,37.21875,-116.03125
372,37.21875,-115.96875
373,37.21875,-115.90625
374,37.21875,-115.84375
375,37.21875,-115.78125
376,37.21875,-115.71875
377,37.21875,-115.65625
378,37.21875,-115.59375
379,37.21875,-115.53125
380,37.21875,-115.46875
381,37.21875,-115.40625
382,37.21875,-115.34375
383,37.21875,-115.28125
384,37.28125,-117.28125
385,37.28125,-117.21875
386,37.28125,-117.15625
387,37.28125,-117.09375
388,37.28125,-117.03125
389,37.28125,-116.96875
390,37.28125,-116.90625
391,37.28125,-116.84375
392,37.28125,-116.78125
393,37.28125,-116.71875
394,37.28125,-116.40625
395,37.28125,-116.34375
396,37.28125,-116.28125
397,37.28125,-116.21875
398,37.28125,-116.15625
399,37.28125,-116.09375
400,37.28125,-116.03125
401,37.28125,-115.96875
402,37.28125,-115.90625
403,37.28125,-115.84375
404,37.28125,-115.78125
405,37.28125,-115.71875
406,37.28125,-115.65625
407,37.28125,-115.59375
408,37.28125,-115.53125
409,37.28125,-115.46875
410,37.28125,-115.40625
411,37.28125,-115.34375
412,37.28125,-114.96875
413,37.28125,-114.90625
414,37.28125,-114.84375
415,37.28125,-114.78125
416,37.34375,-117.46875
417,37.34375,-117.40625
418,37.34375,-117.34375
419,37.34375,-117.28125
420,37.34375,-117.21875
421,37.34375,-117.15625
422,37.34375,-117.09375
423,37.34375,-117.03125
424,37.34375,-116.96875
425,37.34375,-116.90625
426,37.34375,-116.84375
427,37.34375,-116.78125
428,37.34375,-116.71875
429,37.34375,-116.65625
430,37.34375,-116.59375
431,37.34375,-116.53125
432,37.34375,-116.46875
433,37.34375,-116.40625
434,37.34375,-116.34375
435,37.34375,-116.28125
436,37.34375,-116.21875
437,37.34375,-116.15625
438,37.34375,-116.09375
439,37.34375,-116.03125
440,37.34375,-115.96875
441,37.34375,-115.90625
442,37.34375,-115.84375
443,37.34375,-115.78125
444,37.34375,-115.71875
445,37.34375,-115.65625
446,37.34375,-115.59375
447,37.34375,-115.53125
448,37.34375,-115.46875
449,37.34375,-115.40625
450,37.34375,-114.96875
451,37.34375,-114.90625
452,37.34375,-114.84375
453,37.34375,-114.78125
454,37.40625,-117.84375
455,37.40625,-117.78125
456,37.40625,-117.71875
457,37.40625,-117.65625
458,37.40625,-117.59375
459,37.40625,-117.53125
460,37.40625,-117.46875
461,37.40625,-117.40625
462,37.40625,-117.34375
463,37.40625,-117.28125
464,37.40625,-117.21875
465,37.40625,-117.15625
466,37.40625,-117.09375
467,37.40625,-117.03125
468,37.40625,-116.96875
469,37.40625,-116.90625
470,37.40625,-116.84375
471,37.40625,-116.78125
472,37.40625,-116.71875
473,37.40625,-116.65625
474,37.40625,-116.59375
475,37.40625,-116.53125
476,37.40625,-116.46875
477,37.40625,-116.40625
478,37.40625,-116.34375
479,37.40625,-116.28125
480,37.40625,-116.21875
481,37.40625,-116.15625
482,37.40625,-116.09375
483,37.40625,-116.03125
484,37.40625,-115.96875
485,37.40625,-115.90625
486,37.40625,-115.84375
487,37.40625,-115.78125
488,37.40625,-115.71875
489,37.40625,-115.65625
490,37.40625,-115.59375
491,37.40625,-115.53125
492,37.40625,-115.46875
493,37.40625,-115.40625
494,37.40625,-114.96875
495,37.40625,-114.90625
496,37.40625,-114.84375
497,37.40625,-114.78125
498,37.46875,-117.96875
499,37.46875,-117.90625
500,37.46875,-117.84375
501,37.46875,-117.78125
502,37.46875,-117.71875
503,37.46875,-117.65625
504,37.46875,-117.59375
505,37.46875,-117.53125
506,37.46875,-117.46875
507,37.46875,-117.40625
508,37.46875,-117.34375
509,37.46875,-117.28125
510,37.46875,-117.21875
511,37.46875,-117.15625
512,37.46875,-117.09375
513,37.46875,-117.03125
514,37.46875,-116.96875
515,37.46875,-116.90625
516,37.46875,-116.84375
517,37.46875,-116.78125
518,37.46875,-116.71875
519,37.46875,-116.65625
520,37.46875,-116.59375
521,37.46875,-116.53125
522,37.46875,-116.46875
523,37.46875,-116.40625
524,37.46875,-116.34375
525,37.46875,-116.28125
526,37.46875,-116.21875
527,37.46875,-116.15625
528,37.46875,-116.09375
529,37.46875,-116.03125
530,37.46875,-115.96875
531,37.46875,-115.90625
532,37.46875,-115.84375
533,37.46875,-115.78125
534,37.46875,-115.71875
535,37.46875,-115.65625
536,37.46875,-115.59375
537,37.46875,-115.53125
538,37.46875,-115.46875
539,37.46875,-114.96875
540,37.46875,-114.90625
541,37.46875,-114.84375
542,37.46875,-114.78125
543,37.53125,-118.03125
544,37.53125,-117.96875
545,37.53125,-117.90625
546,37.53125,-117.84375
547,37.53125,-117.78125
548,37.53125,-117.71875
549,37.53125,-117.65625
550,37.53125,-117.59375
551,37.53125,-117.53125
552,37.53125,-117.46875
553,37.53125,-117.40625
554,37.53125,-117.34375
555,37.53125,-117.28125
556,37.53125,-117.21875
557,37.53125,-117.15625
558,37.53125,-117.09375
559,37.53125,-117.03125
560,37.53125,-116.96875
561,37.53125,-116.90625
562,37.53125,-116.84375
563,37.53125,-116.78125
564,37.53125,-116.71875
565,37.53125,-116.65625
566,37.53125,-116.59375
567,37.53125,-116.53125
568,37.53125,-116.46875
569,37.53125,-116.40625
570,37.53125,-116.34375
571,37.53125,-116.28125
572,37.53125,-116.21875
573,37.53125,-116.15625
574,37.53125,-116.09375
575,37.53125,-116.03125
576,37.53125,-115.96875
577,37.53125,-115.90625
578,37.53125,-115.84375
579,37.53125,-115.78125
580,37.53125,-115.71875
581,37.53125,-115.65625
582,37.53125,-115.59375
583,37.53125,-115.53125
584,37.53125,-115.46875
585,37.53125,-114.96875
586,37.53125,-114.90625
587,37.53125,-114.84375
588,37.53125,-114.78125
589,37.59375,-118.09375
590,37.59375,-118.03125
591,37.59375,-117.96875
592,37.59375,-117.90625
593,37.59375,-117.84375
594,37.59375,-117.78125
595,37.59375,-117.71875
596,37.59375,-117.65625
597,37.59375,-117.59375
598,37.59375,-117.53125
599,37.59375,-117.46875
600,37.59375,-117.40625
601,37.59375,-117.34375
602,37.59375,-117.28125
603,37.59375,-117.21875
604,37.59375,-117.15625
605,37.59375,-117.09375
606,37.59375,-117.03125
607,37.59375,-116.96875
608,37.59375,-116.90625
609,37.59375,-116.84375
610,37.59375,-116.78125
611,37.59375,-116.71875
612,37.59375,-116.65625
613,37.59375,-116.59375
614,37.59375,-116.53125
615,37.59375,-116.46875
616,37.59375,-116.40625
617,37.59375,-116.34375
618,37.59375,-116.28125
619,37.59375,-116.21875
620,37.59375,-116.15625
621,37.59375,-116.09375
622,37.59375,-116.03125
623,37.59375,-115.96875
624,37.59375,-115.90625
625,37.59375,-115.84375
626,37.59375,-115.78125
627,37.59375,-115.71875
628,37.59375,-115.65625
629,37.59375,-115.59375
630,37.59375,-115.53125
631,37.59375,-115.46875
632,37.59375,-114.96875
633,37.59375,-114.90625
634,37.59375,-114.84375
635,37.59375,-114.78125
636,37.59375,-114.71875
637,37.59375,-114.03125
638,37.59375,-113.96875
639,37.59375,-113.90625
640,37.59375,-113.84375
641,37.59375,-113.78125
642,37.59375,-113.71875
643,37.59375,-113.65625
644,37.59375,-113.21875
645,37.59375,-113.15625
646,37.59375,-112.46875
647,37.65625,-118.15625
648,37.65625,-118.09375
649,37.65625,-118.03125
650,37.65625,-117.96875
651,37.65625,-117.90625
652,37.65625,-117.84375
653,37.65625,-117.78125
654,37.65625,-117.71875
655,37.65625,-117.65625
656,37.65625,-117.59375
657,37.65625,-117.53125
658,37.65625,-117.46875
659,37.65625,-117.40625
660,37.65625,-117.34375
661,37.65625,-117.28125
662,37.65625,-117.21875
663,37.65625,-117.15625
664,37.65625,-117.09375
665,37.65625,-117.03125
666,37.65625,-116.96875
667,37.65625,-116.90625
668,37.65625,-116.84375
669,37.65625,-116.78125
670,37.65625,-116.71875
671,37.65625,-116.65625
672,37.65625,-116.59375
673,37.65625,-116.53125
674,37.65625,-116.46875
675,37.65625,-116.40625
676,37.65625,-116.34375
677,37.65625,-116.28125
678,37.65625,-116.21875
679,37.65625,-116.15625
680,37.65625,-116.09375
681,37.65625,-116.03125
682,37.65625,-115.96875
683,37.65625,-115.90625
684,37.65625,-115.84375
685,37.65625,-115.78125
686,37.65625,-115.71875
687,37.65625,-115.65625
688,37.65625,-115.59375
689,37.65625,-115.53125
690,37.65625,-115.46875
691,37.65625,-115.40625
692,37.65625,-114.96875
693,37.65625,-114.90625
694,37.65625,-114.84375
695,37.65625,-114.78125
696,37.65625,-114.71875
697,37.65625,-114.03125
698,37.65625,-113.96875
699,37.65625,-113.90625
700,37.65625,-113.84375
701,37.65625,-113.78125
702,37.65625,-113.71875
703,37.65625,-113.65625
704,37.65625,-113.59375
705,37.65625,-113.53125
706,37.65625,-113.46875
707,37.65625,-113.34375
708,37.65625,-113.28125
709,37.65625,-113.21875
710,37.65625,-113.15625
711,37.65625,-113.09375
712,37.65625,-112.40625
713,37.71875,-118.15625
714,37.71875,-118.09375
715,37.71875,-118.03125
716,37.71875,-117.96875
717,37.71875,-117.84375
718,37.71875,-117.78125
719,37.71875,-117.71875
720,37.71875,-117.65625
721,37.71875,-117.59375
722,37.71875,-117.53125
723,37.71875,-117.46875
724,37.71875,-117.40625
725,37.71875,-117.34375
726,37.71875,-117.28125
727,37.71875,-117.21875
728,37.71875,-117.15625
729,37.71875,-117.09375
730,37.71875,-117.03125
731,37.71875,-116.96875
732,37.71875,-116.90625
733,37.71875,-116.84375
734,37.71875,-116.78125
735,37.71875,-116.71875
736,37.71875,-116.65625
737,37.71875,-116.59375
738,37.71875,-116.53125
739,37.71875,-116.46875
740,37.71875,-116.40625
741,37.71875,-116.28125
742,37.71875,-116.21875
743,37.71875,-116.15625
744,37.71875,-116.09375
745,37.71875,-116.03125
746,37.71875,-115.96875
747,37.71875,-115.90625
748,37.71875,-115.84375
749,37.71875,-115.78125
750,37.71875,-115.71875
751,37.71875,-115.65625
752,37.71875,-115.59375
753,37.71875,-115.53125
754,37.71875,-115.46875
755,37.71875,-115.40625
756,37.71875,-115.34375
757,37.71875,-115.28125
758,37.71875,-114.90625
759,37.71875,-114.84375
760,37.71875,-114.78125
761,37.71875,-114.71875
762,37.71875,-114.65625
763,37.71875,-114.59375
764,37.71875,-114.15625
765,37.71875,-114.09375
766,37.71875,-114.03125
767,37.71875,-113.96875
768,37.71875,-113.90625
769,37.71875,-113.84375
770,37.71875,-113.78125
771,37.71875,-113.71875
772,37.71875,-113.65625
773,37.71875,-113.59375
774,37.71875,-113.53125
775,37.71875,-113.34375
776,37.71875,-113.28125
777,37.71875,-113.21875
778,37.71875,-113.15625
779,37.71875,-113.09375
780,37.71875,-113.03125
781,37.71875,-112.40625
782,37.71875,-112.09375
783,37.78125,-118.21875
784,37.78125,-118.15625
785,37.78125,-118.09375
786,37.78125,-118.03125
787,37.78125,-117.96875
788,37.78125,-117.90625
789,37.78125,-117.84375
790,37.78125,-117.78125
791,37.78125,-117.71875
792,37.78125,-117.65625
793,37.78125,-117.59375
794,37.78125,-117.53125
795,37.78125,-117.46875
796,37.78125,-117.40625
797,37.78125,-117.34375
798,37.78125,-117.28125
799,37.78125,-117.21875
800,37.78125,-117.15625
801,37.78125,-117.09375
802,37.78125,-117.03125
803,37.78125,-116.96875
804,37.78125,-116.90625
805,37.78125,-116.84375
806,37.78125,-116.78125
807,37.78125,-116.71875
808,37.78125,-116.65625
809,37.78125,-116.59375
810,37.78125,-116.53125
811,37.78125,-116.46875
812,37.78125,-116.40625
813,37.78125,-116.28125
814,37.78125,-116.21875
815,37.78125,-116.15625
816,37.78125,-116.09375
817,37.78125,-116.03125
818,37.78125,-115.96875
819,37.78125,-115.90625
820,37.78125,-115.84375
821,37.78125,-115.78125
822,37.78125,-115.71875
823,37.78125,-115.65625
824,37.78125,-115.59375
825,37.78125,-115.53125
826,37.78125,-115.46875
827,37.78125,-115.40625
828,37.78125,-115.34375
829,37.78125,-115.28125
830,37.78125,-114.90625
831,37.78125,-114.84375
832,37.78125,-114.78125
833,37.78125,-114.71875
834,37.78125,-114.65625
835,37.78125,-114.59375
836,37.78125,-114.09375
837,37.78125,-114.03125
838,37.78125,-113.96875
839,37.78125,-113.90625
840,37.78125,-113.84375
841,37.78125,-113.78125
842,37.78125,-113.71875
843,37.78125,-113.65625
844,37.78125,-113.59375
845,37.78125,-113.53125
846,37.78125,-113.46875
847,37.78125,-113.40625
848,37.78125,-113.34375
849,37.78125,-113.28125
850,37.78125,-113.21875
851,37.78125,-113.15625
852,37.78125,-113.09375
853,37.78125,-113.03125
854,37.78125,-112.40625
855,37.78125,-112.34375
856,37.78125,-112.09375
857,37.78125,-112.03125
858,37.84375,-118.21875
859,37.84375,-118.15625
860,37.84375,-118.09375
861,37.84375,-118.03125
862,37.84375,-117.96875
863,37.84375,-117.90625
864,37.84375,-117.84375
865,37.84375,-117.78125
866,37.84375,-117.71875
867,37.84375,-117.65625
868,37.84375,-117.59375
869,37.84375,-117.53125
870,37.84375,-117.46875
871,37.84375,-117.40625
872,37.84375,-117.34375
873,37.84375,-117.28125
874,37.84375,-117.21875
875,37.84375,-117.15625
876,37.84375,-117.09375
877,37.84375,-117.03125
878,37.84375,-116.96875
879,37.84375,-116.90625
880,37.84375,-116.84375
881,37.84375,-116.78125
882,37.84375,-116.71875
883,37.84375,-116.65625
884,37.84375,-116.59375
885,37.84375,-116.53125
886,37.84375,-116.46875
887,37.84375,-116.40625
888,37.84375,-116.34375
889,37.84375,-116.28125
890,37.84375,-116.21875
891,37.84375,-116.15625
892,37.84375,-116.09375
893,37.84375,-116.03125
894,37.84375,-115.96875
895,37.84375,-115.90625
896,37.84375,-115.84375
897,37.84375,-115.78125
898,37.84375,-115.71875
899,37.84375,-115.65625
900,37.84375,-115.59375
901,37.84375,-115.53125
902,37.84375,-115.46875
903,37.84375,-115.40625
904,37.84375,-115.34375
905,37.84375,-115.28125
906,37.84375,-115.21875
907,37.84375,-114.90625
908,37.84375,-114.84375
909,37.84375,-114.78125
910,37.84375,-114.71875
911,37.84375,-114.65625
912,37.84375,-114.59375
913,37.84375,-114.09375
914,37.84375,-114.03125
915,37.84375,-113.96875
916,37.84375,-113.90625
917,37.84375,-113.84375
918,37.84375,-113.78125
919,37.84375,-113.71875
920,37.84375,-113.65625
921,37.84375,-113.59375
922,37.84375,-113.53125
923,37.84375,-113.46875
924,37.84375,-113.40625
925,37.84375,-113.34375
926,37.84375,-113.28125
927,37.84375,-113.21875
928,37.84375,-113.15625
929,37.84375,-113.09375
930,37.84375,-113.03125
931,37.84375,-112.96875
932,37.84375,-112.90625
933,37.84375,-112.84375
934,37.84375,-112.46875
935,37.84375,-112.40625
936,37.84375,-112.34375
937,37.84375,-112.09375
938,37.84375,-112.03125
939,37.90625,-118.21875
940,37.90625,-118.15625
941,37.90625,-118.09375
942,37.90625,-118.03125
943,37.90625,-117.96875
944,37.90625,-117.90625
945,37.90625,-117.84375
946,37.90625,-117.78125
947,37.90625,-117.71875
948,37.90625,-117.65625
949,37.90625,-117.59375
950,37.90625,-117.53125
951,37.90625,-117.46875
952,37.90625,-117.40625
953,37.90625,-117.34375
954,37.90625,-117.28125
955,37.90625,-117.21875
956,37.90625,-117.15625
957,37.90625,-117.09375
958,37.90625,-117.03125
959,37.90625,-116.96875
960,37.90625,-116.90625
961,37.90625,-116.84375
962,37.90625,-116.78125
963,37.90625,-116.71875
964,37.90625,-116.65625
965,37.90625,-116.59375
966,37.90625,-116.53125
967,37.90625,-116.46875
968,37.90625,-116.40625
969,37.90625,-116.34375
970,37.90625,-116.28125
971,37.90625,-116.21875
972,37.90625,-116.15625
973,37.90625,-116.09375
974,37.90625,-116.03125
975,37.90625,-115.96875
976,37.90625,-115.90625
977,37.90625,-115.84375
978,37.90625,-115.78125
979,37.90625,-115.71875
980,37.90625,-115.65625
981,37.90625,-115.59375
982,37.90625,-115.53125
983,37.90625,-115.46875
984,37.90625,-115.40625
985,37.90625,-115.34375
986,37.90625,-115.28125
987,37.90625,-115.21875
988,37.90625,-115.15625
989,37.90625,-114.90625
990,37.90625,-114.84375
991,37.90625,-114.78125
992,37.90625,-114.71875
993,37.90625,-114.65625
994,37.90625,-113.90625
995,37.90625,-113.84375
996,37.90625,-113.78125
997,37.90625,-113.71875
998,37.90625,-113.65625
999,37.90625,-113.59375
1000,37.90625,-113.53125
1001,37.90625,-113.46875
1002,37.90625,-113.40625
1003,37.90625,-113.34375
1004,37.90625,-113.28125
1005,37.90625,-113.21875
1006,37.90625,-113.15625
1007,37.90625,-113.09375
1008,37.90625,-113.03125
1009,37.90625,-112.96875
1010,37.90625,-112.90625
1011,37.90625,-112.84375
1012,37.90625,-112.78125
1013,37.90625,-112.46875
1014,37.90625,-112.40625
1015,37.90625,-112.34375
1016,37.90625,-112.09375
1017,37.90625,-112.03125
1018,37.90625,-111.96875
1019,37.96875,-118.28125
1020,37.96875,-118.21875
1021,37.96875,-118.15625
1022,37.96875,-118.09375
1023,37.96875,-118.03125
1024,37.96875,-117.96875
1025,37.96875,-117.90625
1026,37.96875,-117.84375
1027,37.96875,-117.78125
1028,37.96875,-117.71875
1029,37.96875,-117.65625
1030,37.96875,-117.59375
1031,37.96875,-117.53125
1032,37.96875,-117.46875
1033,37.96875,-117.40625
1034,37.96875,-117.34375
1035,37.96875,-117.28125
1036,37.96875,-117.21875
1037,37.96875,-117.15625
1038,37.96875,-117.09375
1039,37.96875,-117.03125
1040,37.96875,-116.96875
1041,37.96875,-116.90625
1042,37.96875,-116.84375
1043,37.96875,-116.78125
1044,37.96875,-116.71875
1045,37.96875,-116.65625
1046,37.96875,-116.59375
1047,37.96875,-116.53125
1048,37.96875,-116.46875
1049,37.96875,-116.40625
1050,37.96875,-116.34375
1051,37.96875,-116.28125
1052,37.96875,-116.21875
1053,37.96875,-116.15625
1054,37.96875,-116.09375
1055,37.96875,-116.03125
1056,37.96875,-115.96875
1057,37.96875,-115.90625
1058,37.96875,-115.84375
1059,37.96875,-115.78125
1060,37.96875,-115.71875
1061,37.96875,-115.65625
1062,37.96875,-115.59375
1063,37.96875,-115.53125
1064,37.96875,-115.46875
1065,37.96875,-115.40625
1066,37.96875,-115.34375
