,lat_greatbasin,lon_greatbasin
1918,38.59375,-115.53125
1919,38.59375,-115.46875
1920,38.59375,-115.40625
1921,38.59375,-115.34375
1922,38.59375,-114.90625
1923,38.59375,-114.84375
1924,38.59375,-114.78125
1925,38.59375,-114.65625
1926,38.59375,-114.59375
1927,38.59375,-114.53125
1928,38.59375,-114.46875
1929,38.59375,-114.40625
1930,38.59375,-114.34375
1931,38.59375,-114.28125
1932,38.59375,-114.21875
1933,38.59375,-114.15625
1934,38.59375,-114.09375
1935,38.59375,-114.03125
1936,38.59375,-113.96875
1937,38.59375,-113.90625
1938,38.59375,-113.84375
1939,38.59375,-113.78125
1940,38.59375,-113.71875
1941,38.59375,-113.65625
1942,38.59375,-113.59375
1943,38.59375,-113.46875
1944,38.59375,-113.40625
1945,38.59375,-113.34375
1946,38.59375,-113.28125
1947,38.59375,-113.21875
1948,38.59375,-113.15625
1949,38.59375,-113.09375
1950,38.59375,-113.03125
1951,38.59375,-112.96875
1952,38.59375,-112.90625
1953,38.59375,-112.84375
1954,38.59375,-112.78125
1955,38.59375,-112.71875
1956,38.59375,-112.65625
1957,38.59375,-112.59375
1958,38.59375,-112.40625
1959,38.59375,-112.34375
1960,38.59375,-112.28125
1961,38.59375,-112.21875
1962,38.59375,-112.15625
1963,38.59375,-112.09375
1964,38.59375,-111.84375
1965,38.65625,-119.53125
1966,38.65625,-119.46875
1967,38.65625,-119.40625
1968,38.65625,-119.28125
1969,38.65625,-119.21875
1970,38.65625,-119.03125
1971,38.65625,-118.96875
1972,38.65625,-118.90625
1973,38.65625,-118.78125
1974,38.65625,-118.71875
1975,38.65625,-118.65625
1976,38.65625,-118.59375
1977,38.65625,-118.53125
1978,38.65625,-118.46875
1979,38.65625,-118.40625
1980,38.65625,-118.34375
1981,38.65625,-118.28125
1982,38.65625,-118.21875
1983,38.65625,-118.15625
1984,38.65625,-118.09375
1985,38.65625,-118.03125
1986,38.65625,-117.96875
1987,38.65625,-117.90625
1988,38.65625,-117.84375
1989,38.65625,-117.78125
1990,38.65625,-117.71875
1991,38.65625,-117.65625
1992,38.65625,-117.59375
1993,38.65625,-117.53125
1994,38.65625,-117.46875
1995,38.65625,-117.40625
1996,38.65625,-117.34375
1997,38.65625,-117.28125
1998,38.65625,-117.21875
1999,38.65625,-117.15625
2000,38.65625,-117.09375
2001,38.65625,-117.03125
2002,38.65625,-116.84375
2003,38.65625,-116.78125
2004,38.65625,-116.71875
2005,38.65625,-116.65625
2006,38.65625,-116.59375
2007,38.65625,-116.53125
2008,38.65625,-116.46875
2009,38.65625,-116.40625
2010,38.65625,-116.34375
2011,38.65625,-116.28125
2012,38.65625,-116.21875
2013,38.65625,-116.15625
2014,38.65625,-116.09375
2015,38.65625,-116.03125
2016,38.65625,-115.96875
2017,38.65625,-115.90625
2018,38.65625,-115.84375
2019,38.65625,-115.78125
2020,38.65625,-115.71875
2021,38.65625,-115.65625
2022,38.65625,-115.59375
2023,38.65625,-115.53125
2024,38.65625,-115.46875
2025,38.65625,-115.40625
2026,38.65625,-115.34375
2027,38.65625,-114.90625
2028,38.65625,-114.84375
2029,38.65625,-114.78125
2030,38.65625,-114.65625
2031,38.65625,-114.59375
2032,38.65625,-114.53125
2033,38.65625,-114.46875
2034,38.65625,-114.40625
2035,38.65625,-114.34375
2036,38.65625,-114.28125
2037,38.65625,-114.21875
2038,38.65625,-114.15625
2039,38.65625,-114.09375
2040,38.65625,-114.03125
2041,38.65625,-113.96875
2042,38.65625,-113.90625
2043,38.65625,-113.84375
2044,38.65625,-113.78125
2045,38.65625,-113.71875
2046,38.65625,-113.65625
2047,38.65625,-113.59375
2048,38.65625,-113.53125
2049,38.65625,-113.46875
2050,38.65625,-113.40625
2051,38.65625,-113.34375
2052,38.65625,-113.28125
2053,38.65625,-113.21875
2054,38.65625,-113.15625
2055,38.65625,-113.09375
2056,38.65625,-113.03125
2057,38.65625,-112.96875
2058,38.65625,-112.90625
2059,38.65625,-112.84375
2060,38.65625,-112.78125
2061,38.65625,-112.71875
2062,38.65625,-112.65625
2063,38.65625,-112.59375
2064,38.65625,-112.21875
2065,38.65625,-112.15625
2066,38.65625,-112.09375
2067,38.65625,-111.84375
2068,38.71875,-119.78125
2069,38.71875,-119.53125
2070,38.71875,-119.46875
2071,38.71875,-119.40625
2072,38.71875,-119.34375
2073,38.71875,-119.28125
2074,38.71875,-119.21875
2075,38.71875,-119.15625
2076,38.71875,-119.09375
2077,38.71875,-119.03125
2078,38.71875,-118.96875
2079,38.71875,-118.90625
2080,38.71875,-118.78125
2081,38.71875,-118.71875
2082,38.71875,-118.65625
2083,38.71875,-118.59375
2084,38.71875,-118.53125
2085,38.71875,-118.46875
2086,38.71875,-118.40625
2087,38.71875,-118.34375
2088,38.71875,-118.28125
2089,38.71875,-118.21875
2090,38.71875,-118.15625
2091,38.71875,-118.09375
2092,38.71875,-118.03125
2093,38.71875,-117.96875
2094,38.71875,-117.90625
2095,38.71875,-117.84375
2096,38.71875,-117.78125
2097,38.71875,-117.71875
2098,38.71875,-117.65625
2099,38.71875,-117.59375
2100,38.71875,-117.21875
2101,38.71875,-117.15625
2102,38.71875,-117.09375
2103,38.71875,-117.03125
2104,38.71875,-116.78125
2105,38.71875,-116.71875
2106,38.71875,-116.65625
2107,38.71875,-116.53125
2108,38.71875,-116.46875
2109,38.71875,-116.40625
2110,38.71875,-116.34375
2111,38.71875,-116.28125
2112,38.71875,-116.21875
2113,38.71875,-116.15625
2114,38.71875,-116.09375
2115,38.71875,-116.03125
2116,38.71875,-115.96875
2117,38.71875,-115.90625
2118,38.71875,-115.84375
2119,38.71875,-115.78125
2120,38.71875,-115.71875
2121,38.71875,-115.65625
2122,38.71875,-115.59375
2123,38.71875,-115.53125
2124,38.71875,-115.46875
2125,38.71875,-115.40625
2126,38.71875,-115.34375
2127,38.71875,-114.84375
2128,38.71875,-114.65625
2129,38.71875,-114.59375
2130,38.71875,-114.53125
2131,38.71875,-114.46875
2132,38.71875,-114.40625
2133,38.71875,-114.34375
2134,38.71875,-114.28125
2135,38.71875,-114.21875
2136,38.71875,-114.15625
2137,38.71875,-114.09375
2138,38.71875,-114.03125
2139,38.71875,-113.96875
2140,38.71875,-113.90625
2141,38.71875,-113.84375
2142,38.71875,-113.78125
2143,38.71875,-113.71875
2144,38.71875,-113.65625
2145,38.71875,-113.59375
2146,38.71875,-113.53125
2147,38.71875,-113.46875
2148,38.71875,-113.40625
2149,38.71875,-113.34375
2150,38.71875,-113.28125
2151,38.71875,-113.21875
2152,38.71875,-113.15625
2153,38.71875,-113.09375
2154,38.71875,-113.03125
2155,38.71875,-112.96875
2156,38.71875,-112.90625
2157,38.71875,-112.84375
2158,38.71875,-112.78125
2159,38.71875,-112.71875
2160,38.71875,-112.65625
2161,38.71875,-112.59375
2162,38.71875,-112.53125
2163,38.71875,-112.15625
2164,38.71875,-112.09375
2165,38.71875,-112.03125
2166,38.71875,-111.96875
2167,38.71875,-111.84375
2168,38.78125,-119.78125
2169,38.78125,-119.71875
2170,38.78125,-119.59375
2171,38.78125,-119.46875
2172,38.78125,-119.40625
2173,38.78125,-119.34375
2174,38.78125,-119.28125
2175,38.78125,-119.21875
2176,38.78125,-119.15625
2177,38.78125,-119.09375
2178,38.78125,-119.03125
2179,38.78125,-118.96875
2180,38.78125,-118.90625
2181,38.78125,-118.78125
2182,38.78125,-118.71875
2183,38.78125,-118.65625
2184,38.78125,-118.59375
2185,38.78125,-118.53125
2186,38.78125,-118.46875
2187,38.78125,-118.40625
2188,38.78125,-118.34375
2189,38.78125,-118.28125
2190,38.78125,-118.21875
2191,38.78125,-118.15625
2192,38.78125,-118.09375
2193,38.78125,-118.03125
2194,38.78125,-117.96875
2195,38.78125,-117.90625
2196,38.78125,-117.84375
2197,38.78125,-117.78125
2198,38.78125,-117.71875
2199,38.78125,-117.65625
2200,38.78125,-117.59375
2201,38.78125,-117.15625
2202,38.78125,-117.09375
2203,38.78125,-117.03125
2204,38.78125,-116.78125
2205,38.78125,-116.71875
2206,38.78125,-116.53125
2207,38.78125,-116.46875
2208,38.78125,-116.40625
2209,38.78125,-116.34375
2210,38.78125,-116.28125
2211,38.78125,-116.21875
2212,38.78125,-116.15625
2213,38.78125,-116.09375
2214,38.78125,-116.03125
2215,38.78125,-115.96875
2216,38.78125,-115.90625
2217,38.78125,-115.84375
2218,38.78125,-115.78125
2219,38.78125,-115.71875
2220,38.78125,-115.65625
2221,38.78125,-115.59375
2222,38.78125,-115.53125
2223,38.78125,-115.46875
2224,38.78125,-115.40625
2225,38.78125,-115.34375
2226,38.78125,-114.84375
2227,38.78125,-114.71875
2228,38.78125,-114.65625
2229,38.78125,-114.59375
2230,38.78125,-114.53125
2231,38.78125,-114.46875
2232,38.78125,-114.40625
2233,38.78125,-114.09375
2234,38.78125,-114.03125
2235,38.78125,-113.96875
2236,38.78125,-113.90625
2237,38.78125,-113.84375
2238,38.78125,-113.78125
2239,38.78125,-113.71875
2240,38.78125,-113.65625
2241,38.78125,-113.59375
2242,38.78125,-113.53125
2243,38.78125,-113.46875
2244,38.78125,-113.40625
2245,38.78125,-113.34375
2246,38.78125,-113.28125
2247,38.78125,-113.21875
2248,38.78125,-113.15625
2249,38.78125,-113.09375
2250,38.78125,-113.03125
2251,38.78125,-112.96875
2252,38.78125,-112.90625
2253,38.78125,-112.84375
2254,38.78125,-112.78125
2255,38.78125,-112.71875
2256,38.78125,-112.65625
2257,38.78125,-112.59375
2258,38.78125,-112.53125
2259,38.78125,-112.46875
2260,38.78125,-112.40625
2261,38.78125,-112.15625
2262,38.78125,-112.09375
2263,38.78125,-112.03125
2264,38.78125,-111.96875
2265,38.78125,-111.90625
2266,38.78125,-111.84375
2267,38.84375,-119.78125
2268,38.84375,-119.71875
2269,38.84375,-119.65625
2270,38.84375,-119.40625
2271,38.84375,-119.34375
2272,38.84375,-119.28125
2273,38.84375,-119.21875
2274,38.84375,-119.15625
2275,38.84375,-119.09375
2276,38.84375,-119.03125
2277,38.84375,-118.96875
2278,38.84375,-118.90625
2279,38.84375,-118.84375
2280,38.84375,-118.78125
2281,38.84375,-118.71875
2282,38.84375,-118.65625
2283,38.84375,-118.59375
2284,38.84375,-118.53125
2285,38.84375,-118.46875
2286,38.84375,-118.40625
2287,38.84375,-118.34375
2288,38.84375,-118.28125
2289,38.84375,-118.21875
2290,38.84375,-118.15625
2291,38.84375,-118.09375
2292,38.84375,-118.03125
2293,38.84375,-117.96875
2294,38.84375,-117.90625
2295,38.84375,-117.84375
2296,38.84375,-117.78125
2297,38.84375,-117.71875
2298,38.84375,-117.65625
2299,38.84375,-117.59375
2300,38.84375,-117.53125
2301,38.84375,-117.46875
2302,38.84375,-117.21875
2303,38.84375,-117.15625
2304,38.84375,-117.09375
2305,38.84375,-117.03125
2306,38.84375,-116.84375
2307,38.84375,-116.78125
2308,38.84375,-116.71875
2309,38.84375,-116.65625
2310,38.84375,-116.53125
2311,38.84375,-116.46875
2312,38.84375,-116.40625
2313,38.84375,-116.34375
2314,38.84375,-116.28125
2315,38.84375,-116.21875
2316,38.84375,-116.15625
2317,38.84375,-116.09375
2318,38.84375,-116.03125
2319,38.84375,-115.96875
2320,38.84375,-115.90625
2321,38.84375,-115.84375
2322,38.84375,-115.78125
2323,38.84375,-115.71875
2324,38.84375,-115.65625
2325,38.84375,-115.59375
2326,38.84375,-115.53125
2327,38.84375,-115.46875
2328,38.84375,-115.34375
2329,38.84375,-114.84375
2330,38.84375,-114.78125
2331,38.84375,-114.59375
2332,38.84375,-114.53125
2333,38.84375,-114.46875
2334,38.84375,-114.40625
2335,38.84375,-114.15625
2336,38.84375,-114.09375
2337,38.84375,-114.03125
2338,38.84375,-113.96875
2339,38.84375,-113.90625
2340,38.84375,-113.84375
2341,38.84375,-113.78125
2342,38.84375,-113.71875
2343,38.84375,-113.65625
2344,38.84375,-113.59375
2345,38.84375,-113.53125
2346,38.84375,-113.46875
2347,38.84375,-113.40625
2348,38.84375,-113.34375
2349,38.84375,-113.28125
2350,38.84375,-113.21875
2351,38.84375,-113.15625
2352,38.84375,-113.09375
2353,38.84375,-113.03125
2354,38.84375,-112.96875
2355,38.84375,-112.90625
2356,38.84375,-112.84375
2357,38.84375,-112.78125
2358,38.84375,-112.71875
2359,38.84375,-112.65625
2360,38.84375,-112.59375
2361,38.84375,-112.53125
2362,38.84375,-112.46875
2363,38.84375,-112.40625
2364,38.84375,-112.09375
2365,38.84375,-112.03125
2366,38.84375,-111.96875
2367,38.84375,-111.90625
2368,38.84375,-111.84375
2369,38.90625,-119.78125
2370,38.90625,-119.71875
2371,38.90625,-119.65625
2372,38.90625,-119.59375
2373,38.90625,-119.40625
2374,38.90625,-119.34375
2375,38.90625,-119.28125
2376,38.90625,-119.21875
2377,38.90625,-119.15625
2378,38.90625,-119.09375
2379,38.90625,-119.03125
2380,38.90625,-118.96875
2381,38.90625,-118.90625
2382,38.90625,-118.84375
2383,38.90625,-118.78125
2384,38.90625,-118.71875
2385,38.90625,-118.65625
2386,38.90625,-118.59375
2387,38.90625,-118.53125
2388,38.90625,-118.46875
2389,38.90625,-118.40625
2390,38.90625,-118.34375
2391,38.90625,-118.28125
2392,38.90625,-118.21875
2393,38.90625,-118.15625
2394,38.90625,-118.09375
2395,38.90625,-118.03125
2396,38.90625,-117.96875
2397,38.90625,-117.90625
2398,38.90625,-117.84375
2399,38.90625,-117.78125
2400,38.90625,-117.71875
2401,38.90625,-117.65625
2402,38.90625,-117.59375
2403,38.90625,-117.53125
2404,38.90625,-117.46875
2405,38.90625,-117.21875
2406,38.90625,-117.15625
2407,38.90625,-117.09375
2408,38.90625,-117.03125
2409,38.90625,-116.96875
2410,38.90625,-116.78125
2411,38.90625,-116.71875
2412,38.90625,-116.65625
2413,38.90625,-116.59375
2414,38.90625,-116.53125
2415,38.90625,-116.46875
2416,38.90625,-116.40625
2417,38.90625,-116.34375
2418,38.90625,-116.28125
2419,38.90625,-116.21875
2420,38.90625,-116.15625
2421,38.90625,-116.09375
2422,38.90625,-116.03125
2423,38.90625,-115.96875
2424,38.90625,-115.90625
2425,38.90625,-115.84375
2426,38.90625,-115.78125
2427,38.90625,-115.71875
2428,38.90625,-115.65625
2429,38.90625,-115.59375
2430,38.90625,-115.53125
2431,38.90625,-114.78125
2432,38.90625,-114.59375
2433,38.90625,-114.53125
2434,38.90625,-114.46875
2435,38.90625,-114.40625
2436,38.90625,-114.15625
2437,38.90625,-114.09375
2438,38.90625,-114.03125
2439,38.90625,-113.96875
2440,38.90625,-113.90625
2441,38.90625,-113.84375
2442,38.90625,-113.78125
2443,38.90625,-113.71875
2444,38.90625,-113.65625
2445,38.90625,-113.59375
2446,38.90625,-113.53125
2447,38.90625,-113.46875
2448,38.90625,-113.40625
2449,38.90625,-113.34375
2450,38.90625,-113.28125
2451,38.90625,-113.21875
2452,38.90625,-113.15625
2453,38.90625,-113.09375
2454,38.90625,-113.03125
2455,38.90625,-112.96875
2456,38.90625,-112.90625
2457,38.90625,-112.84375
2458,38.90625,-112.78125
2459,38.90625,-112.71875
2460,38.90625,-112.65625
2461,38.90625,-112.59375
2462,38.90625,-112.53125
2463,38.90625,-112.46875
2464,38.90625,-112.40625
2465,38.90625,-112.03125
2466,38.90625,-111.96875
2467,38.90625,-111.90625
2468,38.90625,-111.84375
2469,38.90625,-111.78125
2470,38.90625,-111.71875
2471,38.96875,-119.84375
2472,38.96875,-119.78125
2473,38.96875,-119.71875
2474,38.96875,-119.65625
2475,38.96875,-119.59375
2476,38.96875,-119.53125
2477,38.96875,-119.40625
2478,38.96875,-119.34375
2479,38.96875,-119.28125
2480,38.96875,-119.21875
2481,38.96875,-119.15625
2482,38.96875,-119.09375
2483,38.96875,-119.03125
2484,38.96875,-118.96875
2485,38.96875,-118.90625
2486,38.96875,-118.84375
2487,38.96875,-118.78125
2488,38.96875,-118.71875
2489,38.96875,-118.65625
2490,38.96875,-118.59375
2491,38.96875,-118.53125
2492,38.96875,-118.46875
2493,38.96875,-118.40625
2494,38.96875,-118.34375
2495,38.96875,-118.28125
2496,38.96875,-118.21875
2497,38.96875,-118.15625
2498,38.96875,-118.09375
2499,38.96875,-118.03125
2500,38.96875,-117.96875
2501,38.96875,-117.90625
2502,38.96875,-117.84375
2503,38.96875,-117.78125
2504,38.96875,-117.71875
2505,38.96875,-117.65625
2506,38.96875,-117.59375
2507,38.96875,-117.53125
2508,38.96875,-117.46875
2509,38.96875,-117.40625
2510,38.96875,-117.21875
2511,38.96875,-117.15625
2512,38.96875,-117.09375
2513,38.96875,-117.03125
2514,38.96875,-116.96875
2515,38.96875,-116.71875
2516,38.96875,-116.65625
2517,38.96875,-116.59375
2518,38.96875,-116.53125
2519,38.96875,-116.46875
2520,38.96875,-116.40625
2521,38.96875,-116.34375
2522,38.96875,-116.28125
2523,38.96875,-116.21875
2524,38.96875,-116.15625
2525,38.96875,-116.09375
2526,38.96875,-116.03125
2527,38.96875,-115.96875
2528,38.96875,-115.90625
2529,38.96875,-115.84375
2530,38.96875,-115.78125
2531,38.96875,-115.71875
2532,38.96875,-115.65625
2533,38.96875,-115.59375
2534,38.96875,-115.53125
2535,38.96875,-114.84375
2536,38.96875,-114.78125
2537,38.96875,-114.71875
2538,38.96875,-114.59375
2539,38.96875,-114.53125
2540,38.96875,-114.46875
2541,38.96875,-114.40625
2542,38.96875,-114.15625
2543,38.96875,-114.09375
2544,38.96875,-114.03125
2545,38.96875,-113.96875
2546,38.96875,-113.90625
2547,38.96875,-113.84375
2548,38.96875,-113.78125
2549,38.96875,-113.71875
2550,38.96875,-113.65625
2551,38.96875,-113.59375
2552,38.96875,-113.46875
2553,38.96875,-113.40625
2554,38.96875,-113.34375
2555,38.96875,-113.28125
2556,38.96875,-113.21875
2557,38.96875,-113.15625
2558,38.96875,-113.09375
2559,38.96875,-113.03125
2560,38.96875,-112.96875
2561,38.96875,-112.90625
2562,38.96875,-112.84375
2563,38.96875,-112.78125
2564,38.96875,-112.71875
2565,38.96875,-112.65625
2566,38.96875,-112.59375
2567,38.96875,-112.53125
2568,38.96875,-112.46875
2569,38.96875,-112.40625
2570,38.96875,-112.34375
2571,38.96875,-112.28125
2572,38.96875,-112.03125
2573,38.96875,-111.96875
2574,38.96875,-111.90625
2575,38.96875,-111.84375
2576,38.96875,-111.78125
2577,39.03125,-119.84375
2578,39.03125,-119.78125
2579,39.03125,-119.71875
2580,39.03125,-119.65625
2581,39.03125,-119.59375
2582,39.03125,-119.40625
2583,39.03125,-119.34375
2584,39.03125,-119.28125
2585,39.03125,-119.21875
2586,39.03125,-119.15625
2587,39.03125,-119.09375
2588,39.03125,-119.03125
2589,39.03125,-118.96875
2590,39.03125,-118.90625
2591,39.03125,-118.84375
2592,39.03125,-118.78125
2593,39.03125,-118.71875
2594,39.03125,-118.65625
2595,39.03125,-118.59375
2596,39.03125,-118.53125
2597,39.03125,-118.46875
2598,39.03125,-118.40625
2599,39.03125,-118.34375
2600,39.03125,-118.28125
2601,39.03125,-118.21875
2602,39.03125,-118.15625
2603,39.03125,-118.09375
2604,39.03125,-118.03125
2605,39.03125,-117.96875
2606,39.03125,-117.90625
2607,39.03125,-117.84375
2608,39.03125,-117.78125
2609,39.03125,-117.71875
2610,39.03125,-117.65625
2611,39.03125,-117.59375
2612,39.03125,-117.46875
2613,39.03125,-117.40625
2614,39.03125,-117.21875
2615,39.03125,-117.15625
2616,39.03125,-117.09375
2617,39.03125,-117.03125
2618,39.03125,-116.96875
2619,39.03125,-116.90625
2620,39.03125,-116.71875
2621,39.03125,-116.65625
2622,39.03125,-116.59375
2623,39.03125,-116.53125
2624,39.03125,-116.46875
2625,39.03125,-116.40625
2626,39.03125,-116.34375
2627,39.03125,-116.28125
2628,39.03125,-116.21875
2629,39.03125,-116.15625
2630,39.03125,-116.09375
2631,39.03125,-116.03125
2632,39.03125,-115.96875
2633,39.03125,-115.90625
2634,39.03125,-115.84375
2635,39.03125,-115.78125
2636,39.03125,-115.71875
2637,39.03125,-115.65625
2638,39.03125,-115.59375
2639,39.03125,-115.53125
2640,39.03125,-114.84375
2641,39.03125,-114.78125
2642,39.03125,-114.71875
2643,39.03125,-114.59375
2644,39.03125,-114.53125
2645,39.03125,-114.46875
2646,39.03125,-114.40625
2647,39.03125,-114.21875
2648,39.03125,-114.15625
2649,39.03125,-114.09375
2650,39.03125,-114.03125
2651,39.03125,-113.96875
2652,39.03125,-113.90625
2653,39.03125,-113.84375
2654,39.03125,-113.78125
2655,39.03125,-113.71875
2656,39.03125,-113.65625
2657,39.03125,-113.59375
2658,39.03125,-113.46875
2659,39.03125,-113.40625
2660,39.03125,-113.34375
2661,39.03125,-113.28125
2662,39.03125,-113.21875
2663,39.03125,-113.15625
2664,39.03125,-113.09375
2665,39.03125,-113.03125
2666,39.03125,-112.96875
2667,39.03125,-112.90625
2668,39.03125,-112.84375
2669,39.03125,-112.78125
2670,39.03125,-112.71875
2671,39.03125,-112.65625
2672,39.03125,-112.59375
2673,39.03125,-112.53125
2674,39.03125,-112.46875
2675,39.03125,-112.40625
2676,39.03125,-112.34375
2677,39.03125,-112.28125
2678,39.03125,-112.03125
2679,39.03125,-111.96875
2680,39.03125,-111.90625
2681,39.03125,-111.84375
2682,39.03125,-111.78125
2683,39.09375,-120.03125
2684,39.09375,-119.96875
2685,39.09375,-119.84375
2686,39.09375,-119.78125
2687,39.09375,-119.71875
2688,39.09375,-119.65625
2689,39.09375,-119.40625
2690,39.09375,-119.34375
2691,39.09375,-119.28125
2692,39.09375,-119.21875
2693,39.09375,-119.15625
2694,39.09375,-119.09375
2695,39.09375,-119.03125
2696,39.09375,-118.96875
2697,39.09375,-118.90625
2698,39.09375,-118.84375
2699,39.09375,-118.78125
2700,39.09375,-118.71875
2701,39.09375,-118.65625
2702,39.09375,-118.59375
2703,39.09375,-118.53125
2704,39.09375,-118.46875
2705,39.09375,-118.40625
2706,39.09375,-118.34375
2707,39.09375,-118.28125
2708,39.09375,-118.21875
2709,39.09375,-118.15625
2710,39.09375,-118.09375
2711,39.09375,-118.03125
2712,39.09375,-117.96875
2713,39.09375,-117.90625
2714,39.09375,-117.84375
2715,39.09375,-117.78125
2716,39.09375,-117.71875
2717,39.09375,-117.65625
2718,39.09375,-117.59375
2719,39.09375,-117.46875
2720,39.09375,-117.40625
2721,39.09375,-117.34375
2722,39.09375,-117.15625
2723,39.09375,-117.09375
2724,39.09375,-117.03125
2725,39.09375,-116.96875
2726,39.09375,-116.90625
2727,39.09375,-116.71875
2728,39.09375,-116.65625
2729,39.09375,-116.59375
2730,39.09375,-116.53125
2731,39.09375,-116.46875
2732,39.09375,-116.40625
2733,39.09375,-116.34375
2734,39.09375,-116.28125
2735,39.09375,-116.21875
2736,39.09375,-116.15625
2737,39.09375,-116.09375
2738,39.09375,-116.03125
2739,39.09375,-115.96875
2740,39.09375,-115.90625
2741,39.09375,-115.84375
2742,39.09375,-115.78125
2743,39.09375,-115.71875
2744,39.09375,-115.65625
2745,39.09375,-115.59375
2746,39.09375,-115.53125
2747,39.09375,-114.84375
2748,39.09375,-114.78125
2749,39.09375,-114.71875
2750,39.09375,-114.59375
2751,39.09375,-114.53125
2752,39.09375,-114.46875
2753,39.09375,-114.40625
2754,39.09375,-114.34375
2755,39.09375,-114.28125
2756,39.09375,-114.21875
2757,39.09375,-114.15625
2758,39.09375,-114.09375
2759,39.09375,-114.03125
2760,39.09375,-113.96875
2761,39.09375,-113.90625
2762,39.09375,-113.84375
2763,39.09375,-113.78125
2764,39.09375,-113.71875
2765,39.09375,-113.65625
2766,39.09375,-113.59375
2767,39.09375,-113.53125
2768,39.09375,-113.46875
2769,39.09375,-113.40625
2770,39.09375,-113.34375
2771,39.09375,-113.28125
2772,39.09375,-113.21875
2773,39.09375,-113.15625
2774,39.09375,-113.09375
2775,39.09375,-113.03125
2776,39.09375,-112.96875
2777,39.09375,-112.90625
2778,39.09375,-112.84375
2779,39.09375,-112.78125
2780,39.09375,-112.71875
2781,39.09375,-112.65625
2782,39.09375,-112.59375
2783,39.09375,-112.53125
2784,39.09375,-112.46875
2785,39.09375,-112.40625
2786,39.09375,-112.34375
2787,39.09375,-112.28125
2788,39.09375,-112.21875
2789,39.09375,-112.03125
2790,39.09375,-111.90625
2791,39.09375,-111.84375
2792,39.09375,-111.78125
2793,39.09375,-111.71875
2794,39.15625,-119.96875
2795,39.15625,-119.78125
2796,39.15625,-119.71875
2797,39.15625,-119.65625
2798,39.15625,-119.59375
2799,39.15625,-119.53125
2800,39.15625,-119.34375
2801,39.15625,-119.28125
2802,39.15625,-119.21875
2803,39.15625,-119.15625
2804,39.15625,-119.09375
2805,39.15625,-119.03125
2806,39.15625,-118.96875
2807,39.15625,-118.90625
2808,39.15625,-118.84375
2809,39.15625,-118.78125
2810,39.15625,-118.71875
2811,39.15625,-118.65625
2812,39.15625,-118.59375
2813,39.15625,-118.53125
2814,39.15625,-118.46875
2815,39.15625,-118.40625
2816,39.15625,-118.34375
2817,39.15625,-118.28125
2818,39.15625,-118.21875
2819,39.15625,-118.15625
2820,39.15625,-118.09375
2821,39.15625,-118.03125
2822,39.15625,-117.96875
2823,39.15625,-117.90625
2824,39.15625,-117.84375
2825,39.15625,-117.78125
2826,39.15625,-117.71875
2827,39.15625,-117.65625
2828,39.15625,-117.59375
2829,39.15625,-117.40625
2830,39.15625,-117.34375
2831,39.15625,-117.28125
2832,39.15625,-117.09375
2833,39.15625,-117.03125
2834,39.15625,-116.96875
2835,39.15625,-116.90625
2836,39.15625,-116.71875
2837,39.15625,-116.65625
2838,39.15625,-116.59375
2839,39.15625,-116.53125
2840,39.15625,-116.46875
2841,39.15625,-116.40625
2842,39.15625,-116.34375
2843,39.15625,-116.28125
2844,39.15625,-116.21875
2845,39.15625,-116.15625
2846,39.15625,-116.09375
2847,39.15625,-116.03125
2848,39.15625,-115.96875
2849,39.15625,-115.90625
2850,39.15625,-115.84375
2851,39.15625,-115.78125
2852,39.15625,-115.71875
2853,39.15625,-115.65625
2854,39.15625,-115.59375
2855,39.15625,-115.53125
2856,39.15625,-115.46875
2857,39.15625,-115.34375
2858,39.15625,-115.28125
2859,39.15625,-115.21875
2860,39.15625,-114.84375
2861,39.15625,-114.78125
2862,39.15625,-114.53125
2863,39.15625,-114.46875
2864,39.15625,-114.40625
2865,39.15625,-114.34375
2866,39.15625,-114.28125
2867,39.15625,-114.21875
2868,39.15625,-114.15625
2869,39.15625,-114.09375
2870,39.15625,-114.03125
2871,39.15625,-113.96875
2872,39.15625,-113.90625
2873,39.15625,-113.84375
2874,39.15625,-113.78125
2875,39.15625,-113.71875
2876,39.15625,-113.65625
2877,39.15625,-113.59375
2878,39.15625,-113.53125
2879,39.15625,-113.46875
2880,39.15625,-113.34375
2881,39.15625,-113.28125
2882,39.15625,-113.21875
2883,39.15625,-113.15625
2884,39.15625,-113.09375
2885,39.15625,-113.03125
2886,39.15625,-112.96875
2887,39.15625,-112.90625
2888,39.15625,-112.84375
2889,39.15625,-112.78125
2890,39.15625,-112.71875
2891,39.15625,-112.65625
2892,39.15625,-112.59375
2893,39.15625,-112.53125
2894,39.15625,-112.46875
2895,39.15625,-112.40625
2896,39.15625,-112.34375
2897,39.15625,-112.28125
2898,39.15625,-112.21875
2899,39.15625,-111.90625
2900,39.15625,-111.84375
2901,39.15625,-111.78125
2902,39.15625,-111.71875
2903,39.21875,-119.78125
2904,39.21875,-119.71875
2905,39.21875,-119.65625
2906,39.21875,-119.59375
2907,39.21875,-119.53125
2908,39.21875,-119.40625
2909,39.21875,-119.34375
2910,39.21875,-119.28125
2911,39.21875,-119.21875
2912,39.21875,-119.15625
2913,39.21875,-119.09375
2914,39.21875,-119.03125
2915,39.21875,-118.96875
