,lat_coastalsouth,lon_coastalsouth
77,34.40625,-119.59375
78,34.40625,-119.53125
79,34.40625,-119.46875
80,34.40625,-119.40625
81,34.40625,-119.34375
82,34.40625,-119.28125
83,34.40625,-119.21875
84,34.40625,-119.15625
85,34.40625,-119.09375
86,34.40625,-119.03125
87,34.40625,-118.96875
88,34.40625,-118.90625
89,34.40625,-118.84375
90,34.40625,-118.78125
91,34.40625,-118.71875
92,34.40625,-118.65625
93,34.40625,-118.59375
94,34.40625,-118.53125
95,34.46875,-119.96875
96,34.46875,-119.90625
97,34.46875,-119.84375
98,34.46875,-119.78125
99,34.46875,-119.71875
100,34.46875,-119.65625
101,34.46875,-119.59375
102,34.46875,-119.53125
103,34.46875,-119.46875
104,34.46875,-119.40625
105,34.46875,-119.34375
106,34.46875,-119.28125
107,34.46875,-119.21875
108,34.46875,-119.15625
109,34.46875,-119.09375
110,34.46875,-119.03125
111,34.46875,-118.96875
112,34.46875,-118.90625
113,34.46875,-118.84375
114,34.46875,-118.78125
115,34.46875,-118.71875
116,34.46875,-118.65625
117,34.46875,-118.59375
118,34.46875,-118.53125
119,34.53125,-120.59375
120,34.53125,-120.53125
121,34.53125,-120.46875
122,34.53125,-120.40625
123,34.53125,-120.34375
124,34.53125,-120.28125
125,34.53125,-120.21875
126,34.53125,-120.15625
127,34.53125,-120.09375
128,34.53125,-120.03125
129,34.53125,-119.96875
130,34.53125,-119.90625
131,34.53125,-119.84375
132,34.53125,-119.78125
133,34.53125,-119.71875
134,34.53125,-119.65625
135,34.53125,-119.59375
136,34.53125,-119.53125
137,34.53125,-119.46875
138,34.53125,-119.40625
139,34.53125,-119.34375
140,34.53125,-119.28125
141,34.53125,-119.21875
142,34.53125,-119.15625
143,34.53125,-119.09375
144,34.53125,-119.03125
145,34.53125,-118.96875
146,34.53125,-118.90625
147,34.53125,-118.84375
148,34.53125,-118.78125
149,34.53125,-118.71875
150,34.53125,-118.65625
151,34.53125,-118.59375
152,34.53125,-118.53125
153,34.59375,-120.59375
154,34.59375,-120.53125
155,34.59375,-120.46875
156,34.59375,-120.40625
157,34.59375,-120.34375
158,34.59375,-120.28125
159,34.59375,-120.21875
160,34.59375,-120.15625
161,34.59375,-120.09375
162,34.59375,-120.03125
163,34.59375,-119.96875
164,34.59375,-119.90625
165,34.59375,-119.84375
166,34.59375,-119.78125
167,34.59375,-119.71875
168,34.59375,-119.65625
169,34.59375,-119.59375
170,34.59375,-119.53125
171,34.59375,-119.46875
172,34.59375,-119.40625
173,34.59375,-119.34375
174,34.59375,-119.28125
175,34.59375,-119.21875
176,34.59375,-119.15625
177,34.59375,-119.09375
178,34.59375,-119.03125
179,34.59375,-118.96875
180,34.59375,-118.90625
181,34.59375,-118.84375
182,34.59375,-118.78125
183,34.59375,-118.71875
184,34.59375,-118.65625
185,34.59375,-118.59375
186,34.59375,-118.53125
187,34.65625,-120.59375
188,34.65625,-120.53125
189,34.65625,-120.46875
190,34.65625,-120.40625
191,34.65625,-120.34375
192,34.65625,-120.28125
193,34.65625,-120.21875
194,34.65625,-120.15625
195,34.65625,-120.09375
196,34.65625,-120.03125
197,34.65625,-119.96875
198,34.65625,-119.90625
199,34.65625,-119.84375
200,34.65625,-119.78125
201,34.65625,-119.71875
202,34.65625,-119.65625
203,34.65625,-119.59375
204,34.65625,-119.53125
205,34.65625,-119.46875
206,34.65625,-119.40625
207,34.65625,-119.34375
208,34.65625,-119.15625
209,34.65625,-119.09375
210,34.65625,-119.03125
211,34.65625,-118.90625
212,34.65625,-118.84375
213,34.65625,-118.78125
214,34.65625,-118.71875
215,34.65625,-118.65625
216,34.65625,-118.59375
217,34.65625,-118.53125
218,34.71875,-120.59375
219,34.71875,-120.53125
220,34.71875,-120.46875
221,34.71875,-120.40625
222,34.71875,-120.34375
223,34.71875,-120.28125
224,34.71875,-120.21875
225,34.71875,-120.15625
226,34.71875,-120.09375
227,34.71875,-120.03125
228,34.71875,-119.96875
229,34.71875,-119.90625
230,34.71875,-119.84375
231,34.71875,-119.71875
232,34.71875,-119.59375
233,34.71875,-119.53125
234,34.71875,-119.46875
235,34.71875,-119.40625
236,34.71875,-119.34375
237,34.71875,-119.28125
238,34.71875,-119.21875
239,34.71875,-119.15625
240,34.71875,-119.09375
241,34.71875,-119.03125
242,34.71875,-118.96875
243,34.71875,-118.90625
244,34.71875,-118.84375
245,34.71875,-118.78125
246,34.71875,-118.71875
247,34.71875,-118.65625
248,34.71875,-118.59375
249,34.71875,-118.53125
250,34.78125,-120.59375
251,34.78125,-120.53125
252,34.78125,-120.46875
253,34.78125,-120.40625
254,34.78125,-120.34375
255,34.78125,-120.28125
256,34.78125,-120.21875
257,34.78125,-120.15625
258,34.78125,-120.09375
259,34.78125,-120.03125
260,34.78125,-119.96875
261,34.78125,-119.90625
262,34.78125,-119.84375
263,34.78125,-119.78125
264,34.78125,-119.71875
265,34.78125,-119.65625
266,34.78125,-119.59375
267,34.78125,-119.53125
268,34.78125,-119.46875
269,34.78125,-119.40625
270,34.78125,-119.34375
271,34.78125,-119.28125
272,34.78125,-119.03125
273,34.78125,-118.90625
274,34.78125,-118.84375
275,34.78125,-118.78125
276,34.78125,-118.71875
277,34.78125,-118.65625
278,34.78125,-118.59375
279,34.78125,-118.53125
280,34.84375,-120.59375
281,34.84375,-120.53125
282,34.84375,-120.46875
283,34.84375,-120.40625
284,34.84375,-120.34375
285,34.84375,-120.28125
286,34.84375,-120.21875
287,34.84375,-120.15625
288,34.84375,-120.09375
289,34.84375,-120.03125
290,34.84375,-119.96875
291,34.84375,-119.90625
292,34.84375,-119.84375
293,34.84375,-119.78125
294,34.84375,-119.71875
295,34.84375,-119.65625
296,34.84375,-119.59375
297,34.84375,-119.53125
298,34.84375,-119.46875
299,34.84375,-119.40625
300,34.84375,-119.34375
301,34.84375,-119.28125
302,34.84375,-119.03125
303,34.84375,-118.96875
304,34.84375,-118.90625
305,34.84375,-118.84375
306,34.84375,-118.78125
307,34.84375,-118.71875
308,34.84375,-118.65625
309,34.84375,-118.59375
310,34.84375,-118.53125
311,34.90625,-120.59375
312,34.90625,-120.53125
313,34.90625,-120.46875
314,34.90625,-120.40625
315,34.90625,-120.34375
316,34.90625,-120.28125
317,34.90625,-120.21875
318,34.90625,-120.15625
319,34.90625,-120.09375
320,34.90625,-120.03125
321,34.90625,-119.96875
322,34.90625,-119.90625
323,34.90625,-119.84375
324,34.90625,-119.78125
325,34.90625,-119.71875
326,34.90625,-119.65625
327,34.90625,-119.59375
328,34.90625,-119.53125
329,34.90625,-119.46875
330,34.90625,-119.40625
331,34.90625,-119.34375
332,34.90625,-119.28125
333,34.90625,-119.21875
334,34.90625,-119.15625
335,34.90625,-119.09375
336,34.90625,-119.03125
337,34.90625,-118.96875
338,34.90625,-118.90625
339,34.90625,-118.84375
340,34.90625,-118.78125
341,34.90625,-118.71875
342,34.90625,-118.65625
343,34.90625,-118.59375
344,34.90625,-118.53125
345,34.96875,-120.59375
346,34.96875,-120.53125
347,34.96875,-120.46875
348,34.96875,-120.40625
349,34.96875,-120.34375
350,34.96875,-120.28125
351,34.96875,-120.21875
352,34.96875,-120.15625
353,34.96875,-120.09375
354,34.96875,-120.03125
355,34.96875,-119.96875
356,34.96875,-119.90625
357,34.96875,-119.84375
358,34.96875,-119.78125
359,34.96875,-119.71875
360,34.96875,-119.65625
361,34.96875,-119.59375
362,34.96875,-119.53125
363,34.96875,-119.46875
364,34.96875,-119.40625
365,34.96875,-119.34375
366,34.96875,-119.28125
367,34.96875,-119.21875
368,34.96875,-119.15625
369,34.96875,-119.09375
370,34.96875,-119.03125
371,34.96875,-118.96875
372,34.96875,-118.90625
373,34.96875,-118.84375
374,34.96875,-118.78125
375,34.96875,-118.71875
376,34.96875,-118.65625
377,34.96875,-118.59375
378,34.96875,-118.53125
379,35.03125,-120.59375
380,35.03125,-120.53125
381,35.03125,-120.46875
382,35.03125,-120.40625
383,35.03125,-120.34375
384,35.03125,-120.28125
385,35.03125,-120.21875
386,35.03125,-120.15625
387,35.03125,-120.09375
388,35.03125,-120.03125
389,35.03125,-119.96875
390,35.03125,-119.90625
391,35.03125,-119.84375
392,35.03125,-119.78125
393,35.03125,-119.71875
394,35.03125,-119.65625
395,35.03125,-119.59375
396,35.03125,-119.53125
397,35.03125,-119.46875
398,35.03125,-119.40625
399,35.03125,-119.34375
400,35.03125,-119.28125
401,35.03125,-119.21875
402,35.03125,-119.15625
403,35.03125,-119.09375
404,35.03125,-119.03125
405,35.03125,-118.96875
406,35.03125,-118.90625
407,35.03125,-118.84375
408,35.03125,-118.78125
409,35.03125,-118.71875
410,35.03125,-118.65625
411,35.03125,-118.59375
412,35.03125,-118.53125
413,35.09375,-120.59375
414,35.09375,-120.53125
415,35.09375,-120.46875
416,35.09375,-120.40625
417,35.09375,-120.34375
418,35.09375,-120.28125
419,35.09375,-120.21875
420,35.09375,-120.15625
421,35.09375,-120.09375
422,35.09375,-120.03125
423,35.09375,-119.96875
424,35.09375,-119.90625
425,35.09375,-119.84375
426,35.09375,-119.78125
427,35.09375,-119.71875
428,35.09375,-119.65625
429,35.09375,-119.59375
430,35.09375,-119.53125
431,35.09375,-119.46875
432,35.09375,-119.40625
433,35.09375,-119.34375
434,35.09375,-119.28125
435,35.09375,-119.21875
436,35.09375,-119.15625
437,35.09375,-119.09375
438,35.09375,-119.03125
439,35.09375,-118.96875
440,35.09375,-118.90625
441,35.09375,-118.84375
442,35.09375,-118.78125
443,35.09375,-118.71875
444,35.09375,-118.65625
445,35.09375,-118.59375
446,35.09375,-118.53125
447,35.15625,-120.78125
448,35.15625,-120.71875
449,35.15625,-120.65625
450,35.15625,-120.59375
451,35.15625,-120.53125
452,35.15625,-120.46875
453,35.15625,-120.40625
454,35.15625,-120.34375
455,35.15625,-120.28125
456,35.15625,-120.21875
457,35.15625,-120.15625
458,35.15625,-120.09375
459,35.15625,-120.03125
460,35.15625,-119.96875
461,35.15625,-119.90625
462,35.15625,-119.84375
463,35.15625,-119.78125
464,35.15625,-119.71875
465,35.15625,-119.65625
466,35.15625,-119.59375
467,35.15625,-119.53125
468,35.15625,-119.46875
469,35.15625,-119.40625
470,35.15625,-119.34375
471,35.15625,-119.28125
472,35.15625,-119.21875
473,35.15625,-119.15625
474,35.15625,-119.09375
475,35.15625,-119.03125
476,35.15625,-118.96875
477,35.15625,-118.90625
478,35.15625,-118.84375
479,35.15625,-118.78125
480,35.15625,-118.71875
481,35.15625,-118.65625
482,35.15625,-118.59375
483,35.15625,-118.53125
484,35.21875,-120.84375
485,35.21875,-120.78125
486,35.21875,-120.71875
487,35.21875,-120.65625
488,35.21875,-120.59375
489,35.21875,-120.53125
490,35.21875,-120.46875
491,35.21875,-120.40625
492,35.21875,-120.34375
493,35.21875,-120.28125
494,35.21875,-120.21875
495,35.21875,-120.15625
496,35.21875,-120.09375
497,35.21875,-120.03125
498,35.21875,-119.96875
499,35.21875,-119.90625
500,35.21875,-119.84375
501,35.21875,-119.78125
502,35.21875,-119.71875
503,35.21875,-119.65625
504,35.21875,-119.59375
505,35.21875,-119.53125
506,35.21875,-119.46875
507,35.21875,-119.40625
508,35.21875,-119.34375
509,35.21875,-119.28125
510,35.21875,-119.21875
511,35.21875,-119.15625
512,35.21875,-119.09375
513,35.21875,-119.03125
514,35.21875,-118.96875
515,35.21875,-118.90625
516,35.21875,-118.84375
517,35.21875,-118.78125
518,35.21875,-118.71875
519,35.21875,-118.65625
520,35.21875,-118.59375
521,35.21875,-118.53125
522,35.28125,-120.71875
523,35.28125,-120.65625
524,35.28125,-120.59375
525,35.28125,-120.53125
526,35.28125,-120.46875
527,35.28125,-120.40625
528,35.28125,-120.34375
529,35.28125,-120.28125
530,35.28125,-120.21875
531,35.28125,-120.15625
532,35.28125,-120.09375
533,35.28125,-120.03125
534,35.28125,-119.96875
535,35.28125,-119.90625
536,35.28125,-119.84375
537,35.28125,-119.78125
538,35.28125,-119.71875
539,35.28125,-119.65625
540,35.28125,-119.59375
541,35.28125,-119.53125
542,35.28125,-119.46875
543,35.28125,-119.40625
544,35.28125,-119.34375
545,35.28125,-119.28125
546,35.28125,-119.21875
547,35.28125,-119.15625
548,35.28125,-119.09375
549,35.28125,-119.03125
550,35.28125,-118.96875
551,35.28125,-118.90625
552,35.28125,-118.84375
553,35.28125,-118.78125
554,35.28125,-118.71875
555,35.28125,-118.65625
556,35.28125,-118.59375
557,35.28125,-118.53125
558,35.34375,-120.71875
559,35.34375,-120.65625
560,35.34375,-120.59375
561,35.34375,-120.53125
562,35.34375,-120.46875
563,35.34375,-120.40625
564,35.34375,-120.34375
565,35.34375,-120.28125
566,35.34375,-120.21875
567,35.34375,-120.15625
568,35.34375,-120.09375
569,35.34375,-120.03125
570,35.34375,-119.96875
571,35.34375,-119.90625
572,35.34375,-119.84375
573,35.34375,-119.78125
574,35.34375,-119.71875
575,35.34375,-119.65625
576,35.34375,-119.59375
577,35.34375,-119.53125
578,35.34375,-119.46875
579,35.34375,-119.40625
580,35.34375,-119.34375
581,35.34375,-119.28125
582,35.34375,-119.21875
583,35.34375,-119.15625
584,35.34375,-119.09375
585,35.34375,-119.03125
586,35.34375,-118.96875
587,35.34375,-118.90625
588,35.34375,-118.84375
589,35.34375,-118.78125
590,35.34375,-118.71875
591,35.34375,-118.65625
592,35.34375,-118.59375
593,35.34375,-118.53125
594,35.40625,-120.84375
595,35.40625,-120.78125
596,35.40625,-120.71875
597,35.40625,-120.65625
598,35.40625,-120.59375
599,35.40625,-120.53125
600,35.40625,-120.46875
601,35.40625,-120.40625
602,35.40625,-120.34375
603,35.40625,-120.28125
604,35.40625,-120.21875
605,35.40625,-120.15625
606,35.40625,-120.09375
607,35.40625,-120.03125
608,35.40625,-119.96875
609,35.40625,-119.90625
610,35.40625,-119.84375
611,35.40625,-119.78125
612,35.40625,-119.71875
613,35.40625,-119.65625
614,35.40625,-119.59375
615,35.40625,-119.53125
616,35.40625,-119.46875
617,35.40625,-119.40625
618,35.40625,-119.34375
619,35.40625,-119.28125
620,35.40625,-119.21875
621,35.40625,-119.15625
622,35.40625,-119.09375
623,35.40625,-119.03125
624,35.40625,-118.96875
625,35.40625,-118.90625
626,35.40625,-118.84375
627,35.40625,-118.78125
628,35.40625,-118.71875
629,35.40625,-118.65625
630,35.40625,-118.59375
631,35.40625,-118.53125
632,35.46875,-120.84375
633,35.46875,-120.78125
634,35.46875,-120.71875
635,35.46875,-120.65625
636,35.46875,-120.59375
637,35.46875,-120.53125
638,35.46875,-120.46875
639,35.46875,-120.40625
640,35.46875,-120.34375
641,35.46875,-120.28125
642,35.46875,-120.21875
643,35.46875,-120.15625
644,35.46875,-120.09375
645,35.46875,-120.03125
646,35.46875,-119.96875
647,35.46875,-119.90625
648,35.46875,-119.84375
649,35.46875,-119.78125
650,35.46875,-119.71875
651,35.46875,-119.65625
652,35.46875,-119.59375
653,35.46875,-119.53125
654,35.46875,-119.46875
655,35.46875,-119.40625
656,35.46875,-119.34375
657,35.46875,-119.28125
658,35.46875,-119.21875
659,35.46875,-119.15625
660,35.46875,-119.09375
661,35.46875,-119.03125
662,35.46875,-118.96875
663,35.46875,-118.90625
664,35.46875,-118.84375
665,35.46875,-118.78125
666,35.46875,-118.71875
667,35.46875,-118.65625
668,35.46875,-118.53125
669,35.53125,-121.09375
670,35.53125,-121.03125
671,35.53125,-120.96875
672,35.53125,-120.90625
673,35.53125,-120.84375
674,35.53125,-120.78125
675,35.53125,-120.71875
676,35.53125,-120.65625
677,35.53125,-120.59375
678,35.53125,-120.53125
679,35.53125,-120.46875
680,35.53125,-120.40625
681,35.53125,-120.34375
682,35.53125,-120.28125
683,35.53125,-120.21875
684,35.53125,-120.15625
685,35.53125,-120.09375
686,35.53125,-120.03125
687,35.53125,-119.96875
688,35.53125,-119.90625
689,35.53125,-119.84375
690,35.53125,-119.78125
691,35.53125,-119.71875
692,35.53125,-119.65625
693,35.53125,-119.59375
694,35.53125,-119.53125
695,35.53125,-119.46875
696,35.53125,-119.40625
697,35.53125,-119.34375
698,35.53125,-119.28125
699,35.53125,-119.21875
700,35.53125,-119.15625
701,35.53125,-119.09375
702,35.53125,-119.03125
703,35.53125,-118.96875
704,35.53125,-118.90625
705,35.53125,-118.84375
706,35.53125,-118.78125
707,35.53125,-118.71875
708,35.53125,-118.65625
709,35.53125,-118.59375
710,35.53125,-118.53125
711,35.59375,-121.09375
712,35.59375,-121.03125
713,35.59375,-120.96875
714,35.59375,-120.90625
715,35.59375,-120.84375
716,35.59375,-120.78125
717,35.59375,-120.71875
718,35.59375,-120.65625
719,35.59375,-120.59375
720,35.59375,-120.53125
721,35.59375,-120.46875
722,35.59375,-120.40625
723,35.59375,-120.34375
724,35.59375,-120.28125
725,35.59375,-120.21875
726,35.59375,-120.15625
727,35.59375,-120.09375
728,35.59375,-120.03125
729,35.59375,-119.96875
730,35.59375,-119.90625
731,35.59375,-119.84375
732,35.59375,-119.78125
733,35.59375,-119.71875
734,35.59375,-119.65625
735,35.59375,-119.59375
736,35.59375,-119.53125
737,35.59375,-119.46875
738,35.59375,-119.40625
739,35.59375,-119.34375
740,35.59375,-119.28125
741,35.59375,-119.21875
742,35.59375,-119.15625
743,35.59375,-119.09375
744,35.59375,-119.03125
745,35.59375,-118.96875
746,35.59375,-118.90625
747,35.59375,-118.84375
748,35.59375,-118.78125
749,35.59375,-118.71875
750,35.59375,-118.65625
751,35.59375,-118.59375
752,35.59375,-118.53125
753,35.65625,-121.21875
754,35.65625,-121.15625
755,35.65625,-121.09375
756,35.65625,-121.03125
757,35.65625,-120.96875
758,35.65625,-120.90625
759,35.65625,-120.84375
760,35.65625,-120.78125
761,35.65625,-120.71875
762,35.65625,-120.65625
763,35.65625,-120.59375
764,35.65625,-120.53125
765,35.65625,-120.46875
766,35.65625,-120.40625
767,35.65625,-120.34375
768,35.65625,-120.28125
769,35.65625,-120.21875
770,35.65625,-120.15625
771,35.65625,-120.09375
772,35.65625,-120.03125
773,35.65625,-119.96875
774,35.65625,-119.90625
775,35.65625,-119.84375
776,35.65625,-119.78125
777,35.65625,-119.71875
778,35.65625,-119.65625
779,35.65625,-119.59375
780,35.65625,-119.53125
781,35.65625,-119.46875
782,35.65625,-119.40625
783,35.65625,-119.34375
784,35.65625,-119.28125
785,35.65625,-119.21875
786,35.65625,-119.15625
787,35.65625,-119.09375
788,35.65625,-119.03125
789,35.65625,-118.96875
790,35.65625,-118.90625
791,35.65625,-118.84375
792,35.65625,-118.78125
793,35.65625,-118.71875
794,35.65625,-118.65625
795,35.65625,-118.53125
796,35.71875,-121.21875
797,35.71875,-121.15625
798,35.71875,-121.09375
799,35.71875,-121.03125
800,35.71875,-120.96875
801,35.71875,-120.90625
802,35.71875,-120.84375
803,35.71875,-120.78125
804,35.71875,-120.71875
805,35.71875,-120.65625
806,35.71875,-120.59375
807,35.71875,-120.53125
808,35.71875,-120.46875
809,35.71875,-120.40625
810,35.71875,-120.34375
811,35.71875,-120.28125
812,35.71875,-120.21875
813,35.71875,-120.15625
814,35.71875,-120.09375
815,35.71875,-120.03125
816,35.71875,-119.96875
817,35.71875,-119.90625
818,35.71875,-119.84375
819,35.71875,-119.78125
820,35.71875,-119.71875
821,35.71875,-119.65625
822,35.71875,-119.59375
823,35.71875,-119.53125
824,35.71875,-119.46875
825,35.71875,-119.40625
826,35.71875,-119.34375
827,35.71875,-119.28125
828,35.71875,-119.21875
829,35.71875,-119.15625
830,35.71875,-119.09375
831,35.71875,-119.03125
832,35.71875,-118.96875
833,35.71875,-118.90625
834,35.71875,-118.84375
835,35.71875,-118.78125
836,35.71875,-118.71875
837,35.71875,-118.65625
838,35.78125,-121.34375
839,35.78125,-121.28125
840,35.78125,-121.21875
841,35.78125,-121.15625
842,35.78125,-121.09375
843,35.78125,-121.03125
844,35.78125,-120.96875
845,35.78125,-120.90625
846,35.78125,-120.84375
847,35.78125,-120.78125
848,35.78125,-120.71875
849,35.78125,-120.65625
850,35.78125,-120.59375
851,35.78125,-120.53125
852,35.78125,-120.46875
853,35.78125,-120.40625
854,35.78125,-120.34375
855,35.78125,-120.28125
856,35.78125,-120.21875
857,35.78125,-120.15625
858,35.78125,-120.09375
859,35.78125,-120.03125
860,35.78125,-119.96875
861,35.78125,-119.90625
862,35.78125,-119.84375
863,35.78125,-119.78125
864,35.78125,-119.71875
865,35.78125,-119.65625
866,35.78125,-119.59375
867,35.78125,-119.53125
868,35.78125,-119.46875
869,35.78125,-119.40625
870,35.78125,-119.34375
871,35.78125,-119.28125
872,35.78125,-119.21875
873,35.78125,-119.15625
874,35.78125,-119.09375
875,35.78125,-119.03125
876,35.78125,-118.96875
877,35.78125,-118.90625
878,35.78125,-118.84375
879,35.78125,-118.78125
880,35.78125,-118.71875
881,35.78125,-118.65625
882,35.84375,-121.34375
883,35.84375,-121.28125
884,35.84375,-121.21875
885,35.84375,-121.15625
886,35.84375,-121.09375
887,35.84375,-121.03125
888,35.84375,-120.96875
889,35.84375,-120.90625
890,35.84375,-120.84375
891,35.84375,-120.78125
892,35.84375,-120.71875
893,35.84375,-120.65625
894,35.84375,-120.59375
895,35.84375,-120.53125
896,35.84375,-120.46875
897,35.84375,-120.40625
898,35.84375,-120.34375
899,35.84375,-120.28125
900,35.84375,-120.21875
901,35.84375,-120.15625
902,35.84375,-120.09375
903,35.84375,-120.03125
904,35.84375,-119.96875
905,35.84375,-119.90625
906,35.84375,-119.84375
907,35.84375,-119.78125
908,35.84375,-119.71875
909,35.84375,-119.65625
910,35.84375,-119.59375
911,35.84375,-119.53125
912,35.84375,-119.46875
913,35.84375,-119.40625
914,35.84375,-119.34375
915,35.84375,-119.28125
916,35.84375,-119.21875
917,35.84375,-119.15625
918,35.84375,-119.09375
919,35.84375,-119.03125
920,35.84375,-118.96875
921,35.84375,-118.90625
922,35.84375,-118.84375
923,35.84375,-118.78125
924,35.84375,-118.71875
925,35.84375,-118.65625
926,35.90625,-121.46875
927,35.90625,-121.40625
928,35.90625,-121.34375
929,35.90625,-121.28125
930,35.90625,-121.21875
931,35.90625,-121.15625
932,35.90625,-121.09375
933,35.90625,-121.03125
934,35.90625,-120.96875
935,35.90625,-120.90625
936,35.90625,-120.84375
937,35.90625,-120.78125
938,35.90625,-120.71875
939,35.90625,-120.65625
940,35.90625,-120.59375
941,35.90625,-120.53125
942,35.90625,-120.46875
943,35.90625,-120.40625
944,35.90625,-120.34375
945,35.90625,-120.28125
946,35.90625,-120.21875
947,35.90625,-120.15625
948,35.90625,-120.09375
949,35.90625,-120.03125
950,35.90625,-119.96875
951,35.90625,-119.90625
952,35.90625,-119.84375
953,35.90625,-119.78125
954,35.90625,-119.71875
955,35.90625,-119.65625
956,35.90625,-119.59375
957,35.90625,-119.53125
958,35.90625,-119.46875
959,35.90625,-119.40625
960,35.90625,-119.34375
961,35.90625,-119.28125
962,35.90625,-119.21875
963,35.90625,-119.15625
964,35.90625,-119.09375
965,35.90625,-119.03125
966,35.90625,-118.96875
967,35.90625,-118.90625
968,35.90625,-118.84375
969,35.90625,-118.78125
970,35.90625,-118.71875
971,35.90625,-118.65625
972,35.96875,-121.46875
973,35.96875,-121.40625
974,35.96875,-121.34375
975,35.96875,-121.28125
976,35.96875,-121.21875
977,35.96875,-121.15625
978,35.96875,-121.09375
979,35.96875,-121.03125
980,35.96875,-120.96875
981,35.96875,-120.90625
982,35.96875,-120.84375
983,35.96875,-120.78125
984,35.96875,-120.71875
985,35.96875,-120.65625
986,35.96875,-120.59375
987,35.96875,-120.53125
988,35.96875,-120.46875
989,35.96875,-120.40625
990,35.96875,-120.34375
991,35.96875,-120.28125
992,35.96875,-120.21875
993,35.96875,-120.15625
994,35.96875,-120.09375
995,35.96875,-120.03125
996,35.96875,-119.96875
997,35.96875,-119.90625
998,35.96875,-119.84375
999,35.96875,-119.78125
1000,35.96875,-119.71875
1001,35.96875,-119.65625
1002,35.96875,-119.59375
1003,35.96875,-119.53125
1004,35.96875,-119.46875
1005,35.96875,-119.40625
1006,35.96875,-119.34375
1007,35.96875,-119.28125
1008,35.96875,-119.21875
1009,35.96875,-119.15625
1010,35.96875,-119.09375
1011,35.96875,-119.03125
1012,35.96875,-118.96875
1013,35.96875,-118.90625
1014,35.96875,-118.84375
1015,35.96875,-118.78125
1016,35.96875,-118.71875
1017,35.96875,-118.53125
1018,36.03125,-121.59375
1019,36.03125,-121.53125
1020,36.03125,-121.46875
1021,36.03125,-121.40625
1022,36.03125,-121.34375
1023,36.03125,-121.28125
1024,36.03125,-121.21875
1025,36.03125,-121.15625
1026,36.03125,-121.09375
1027,36.03125,-121.03125
1028,36.03125,-120.96875
1029,36.03125,-120.90625
1030,36.03125,-120.84375
1031,36.03125,-120.78125
1032,36.03125,-120.71875
1033,36.03125,-120.65625
1034,36.03125,-120.59375
1035,36.03125,-120.53125
1036,36.03125,-120.46875
1037,36.03125,-120.40625
1038,36.03125,-120.34375
1039,36.03125,-120.28125
1040,36.03125,-120.21875
1041,36.03125,-120.15625
1042,36.03125,-120.09375
1043,36.03125,-120.03125
1044,36.03125,-119.96875
1045,36.03125,-119.90625
1046,36.03125,-119.84375
1047,36.03125,-119.78125
1048,36.03125,-119.71875
1049,36.03125,-119.65625
1050,36.03125,-119.59375
1051,36.03125,-119.53125
1052,36.03125,-119.46875
1053,36.03125,-119.40625
1054,36.03125,-119.34375
1055,36.03125,-119.28125
1056,36.03125,-119.21875
1057,36.03125,-119.15625
1058,36.03125,-119.09375
1059,36.03125,-119.03125
1060,36.03125,-118.96875
1061,36.03125,-118.90625
1062,36.03125,-118.84375
1063,36.03125,-118.78125
1064,36.03125,-118.71875
1065,36.03125,-118.65625
1066,36.09375,-121.59375
1067,36.09375,-121.53125
1068,36.09375,-121.46875
1069,36.09375,-121.40625
1070,36.09375,-121.34375
1071,36.09375,-121.28125
1072,36.09375,-121.21875
1073,36.09375,-121.15625
1074,36.09375,-121.09375
1075,36.09375,-121.03125
1076,36.09375,-120.96875
1077,36.09375,-120.90625
1078,36.09375,-120.84375
1079,36.09375,-120.78125
1080,36.09375,-120.71875
1081,36.09375,-120.65625
1082,36.09375,-120.59375
1083,36.09375,-120.53125
1084,36.09375,-120.46875
1085,36.09375,-120.40625
1086,36.09375,-120.34375
1087,36.09375,-120.28125
1088,36.09375,-120.21875
1089,36.09375,-120.15625
1090,36.09375,-120.09375
1091,36.09375,-120.03125
1092,36.09375,-119.96875
1093,36.09375,-119.90625
1094,36.09375,-119.84375
1095,36.09375,-119.78125
1096,36.09375,-119.71875
1097,36.09375,-119.65625
1098,36.09375,-119.59375
1099,36.09375,-119.53125
1100,36.09375,-119.46875
1101,36.09375,-119.40625
1102,36.09375,-119.34375
1103,36.09375,-119.28125
1104,36.09375,-119.21875
1105,36.09375,-119.15625
1106,36.09375,-119.09375
1107,36.09375,-119.03125
1108,36.09375,-118.96875
1109,36.09375,-118.90625
1110,36.09375,-118.84375
1111,36.09375,-118.78125
1112,36.15625,-121.71875
1113,36.15625,-121.65625
1114,36.15625,-121.59375
1115,36.15625,-121.53125
1116,36.15625,-121.46875
1117,36.15625,-121.40625
1118,36.15625,-121.34375
1119,36.15625,-121.28125
1120,36.15625,-121.21875
1121,36.15625,-121.15625
1122,36.15625,-121.09375
1123,36.15625,-121.03125
1124,36.15625,-120.96875
1125,36.15625,-120.90625
1126,36.15625,-120.84375
1127,36.15625,-120.78125
1128,36.15625,-120.71875
1129,36.15625,-120.65625
1130,36.15625,-120.59375
1131,36.15625,-120.53125
1132,36.15625,-120.46875
1133,36.15625,-120.40625
1134,36.15625,-120.34375
1135,36.15625,-120.28125
1136,36.15625,-120.21875
1137,36.15625,-120.15625
1138,36.15625,-120.09375
1139,36.15625,-120.03125
1140,36.15625,-119.96875
